G#5 ||| B4 ||| 0.00199600798403
A4 ||| F3 ||| 0.2
A4 ||| A4 ||| 0.0200414651002
A4 ||| B3 ||| 0.0149812734082
A4 ||| E4 ||| 0.171361502347
A4 ||| D#4 ||| 0.135135135135
A4 ||| D5 ||| 0.00281690140845
A4 ||| D4 ||| 0.117391304348
A4 ||| C5 ||| 0.00364166059723
A4 ||| C4 ||| 0.16
B-4 ||| G4 ||| 0.0263367916999
B-4 ||| F#4 ||| 0.00302114803625
B-4 ||| E-4 ||| 0.160427807487
B-4 ||| F4 ||| 0.0826985854189
B-4 ||| B-3 ||| 0.0537634408602
B-4 ||| D-4 ||| 0.333333333333
B-4 ||| A4 ||| 0.0103662750518
B-4 ||| B-4 ||| 0.011320754717
B-4 ||| E4 ||| 0.00625978090767
B-4 ||| D4 ||| 0.013768115942
B-4 ||| A-4 ||| 0.147540983607
B-4 ||| C4 ||| 0.00627450980392
B-5 ||| G4 ||| 0.000798084596967
B-5 ||| F4 ||| 0.00217627856366
B-5 ||| D5 ||| 0.00281690140845
E5 ||| F4 ||| 0.0195865070729
E5 ||| G4 ||| 0.19473264166
E5 ||| F#4 ||| 0.036253776435
E5 ||| C#5 ||| 0.652173913043
E5 ||| C#4 ||| 0.0333333333333
E5 ||| D5 ||| 0.107042253521
E5 ||| B4 ||| 0.131736526946
E5 ||| A3 ||| 0.00469483568075
E5 ||| G#4 ||| 0.349056603774
E5 ||| B-4 ||| 0.109433962264
E5 ||| E5 ||| 0.0823529411765
E5 ||| E4 ||| 0.047730829421
E5 ||| D4 ||| 0.00434782608696
E5 ||| C4 ||| 0.0109803921569
E5 ||| C5 ||| 0.395484340859
E5 ||| A4 ||| 0.137525915688
E4 ||| G3 ||| 0.163716814159
E4 ||| C#4 ||| 0.483333333333
E4 ||| A3 ||| 0.12676056338
E4 ||| B-3 ||| 0.0430107526882
E4 ||| G#3 ||| 0.571428571429
E4 ||| R ||| 0.010067114094
E4 ||| B3 ||| 0.0973782771536
E4 ||| E4 ||| 0.0133020344288
E4 ||| D4 ||| 0.054347826087
E4 ||| E3 ||| 0.166666666667
E4 ||| C4 ||| 0.272941176471
D#4 ||| A#3 ||| 0.444444444444
D#4 ||| D#4 ||| 0.027027027027
D#4 ||| D4 ||| 0.00217391304348
A-5 ||| D5 ||| 0.00281690140845
A-5 ||| C5 ||| 0.000728332119446
A-4 ||| G4 ||| 0.000798084596967
A-4 ||| F4 ||| 0.0272034820457
A-4 ||| E-4 ||| 0.112299465241
A-4 ||| B-3 ||| 0.0322580645161
A-4 ||| E4 ||| 0.00156494522692
A-4 ||| D4 ||| 0.00724637681159
A-4 ||| A-4 ||| 0.00819672131148
A-4 ||| C4 ||| 0.00235294117647
C5 ||| G4 ||| 0.275339185954
C5 ||| F#4 ||| 0.202416918429
C5 ||| E-4 ||| 0.283422459893
C5 ||| D4 ||| 0.0521739130435
C5 ||| F4 ||| 0.15451577802
C5 ||| D5 ||| 0.00281690140845
C5 ||| B4 ||| 0.0419161676647
C5 ||| B-3 ||| 0.010752688172
C5 ||| A3 ||| 0.00469483568075
C5 ||| R ||| 0.00671140939597
C5 ||| G3 ||| 0.0132743362832
C5 ||| G#4 ||| 0.0188679245283
C5 ||| B-4 ||| 0.252830188679
C5 ||| E4 ||| 0.324726134585
C5 ||| D#4 ||| 0.0540540540541
C5 ||| C4 ||| 0.0407843137255
C5 ||| A-4 ||| 0.524590163934
C5 ||| C5 ||| 0.0371449380918
C5 ||| A4 ||| 0.301313061507
C4 ||| F3 ||| 0.1
C4 ||| G3 ||| 0.522123893805
C4 ||| A3 ||| 0.220657276995
C4 ||| B-3 ||| 0.0537634408602
C4 ||| G#3 ||| 0.142857142857
C4 ||| B3 ||| 0.0449438202247
C4 ||| E4 ||| 0.000782472613459
C4 ||| A-3 ||| 0.25
C4 ||| D4 ||| 0.00289855072464
C4 ||| E3 ||| 0.5
C4 ||| C4 ||| 0.0274509803922
C#5 ||| G4 ||| 0.00119712689545
C#5 ||| F#4 ||| 0.00302114803625
C#5 ||| E#4 ||| 0.0833333333333
C#5 ||| G#4 ||| 0.00943396226415
C#5 ||| E4 ||| 0.00860719874804
C#5 ||| A4 ||| 0.00760193503801
C#4 ||| A3 ||| 0.00469483568075
C#4 ||| G3 ||| 0.00884955752212
C#4 ||| E3 ||| 0.166666666667
E-5 ||| G4 ||| 0.00837988826816
E-5 ||| F4 ||| 0.00326441784548
E-5 ||| E-4 ||| 0.0213903743316
E-5 ||| A4 ||| 0.0131306150657
E-5 ||| B-4 ||| 0.139622641509
E-5 ||| D5 ||| 0.0056338028169
E-5 ||| A-4 ||| 0.122950819672
E-5 ||| C5 ||| 0.0145666423889
E-4 ||| G3 ||| 0.00884955752212
E-4 ||| E-4 ||| 0.0106951871658
E-4 ||| B-3 ||| 0.279569892473
E-4 ||| A3 ||| 0.00469483568075
E-4 ||| D4 ||| 0.0036231884058
E-4 ||| C4 ||| 0.0149019607843
R ||| R ||| 0.936241610738
R ||| C4 ||| 0.00078431372549
A#4 ||| A#3 ||| 0.111111111111
A#4 ||| C#4 ||| 0.0166666666667
A#4 ||| D#4 ||| 0.162162162162
A#4 ||| E#4 ||| 0.5
A#4 ||| D4 ||| 0.00434782608696
B#4 ||| D#4 ||| 0.0540540540541
B#4 ||| E#4 ||| 0.0833333333333
G3 ||| B3 ||| 0.00187265917603
F4 ||| F4 ||| 0.0119695321001
F4 ||| F3 ||| 0.1
F4 ||| G3 ||| 0.0442477876106
F4 ||| B-3 ||| 0.204301075269
F4 ||| C#4 ||| 0.0666666666667
F4 ||| E-4 ||| 0.0588235294118
F4 ||| A3 ||| 0.225352112676
F4 ||| R ||| 0.00671140939597
F4 ||| D-4 ||| 0.333333333333
F4 ||| B3 ||| 0.104868913858
F4 ||| E4 ||| 0.0312989045383
F4 ||| A-3 ||| 0.25
F4 ||| D4 ||| 0.163043478261
F4 ||| C4 ||| 0.142745098039
F5 ||| B4 ||| 0.125748502994
F5 ||| G4 ||| 0.0359138068635
F5 ||| F4 ||| 0.0435255712731
F5 ||| C#5 ||| 0.0869565217391
F5 ||| D5 ||| 0.391549295775
F5 ||| E-5 ||| 0.428571428571
F5 ||| G#4 ||| 0.0566037735849
F5 ||| B-4 ||| 0.0792452830189
F5 ||| E5 ||| 0.164705882353
F5 ||| E4 ||| 0.00547730829421
F5 ||| D4 ||| 0.0108695652174
F5 ||| C4 ||| 0.0109803921569
F5 ||| A-4 ||| 0.0327868852459
F5 ||| C5 ||| 0.168973051712
F5 ||| A4 ||| 0.158258465791
C6 ||| E5 ||| 0.0470588235294
C6 ||| D5 ||| 0.00281690140845
C6 ||| C5 ||| 0.00218499635834
B4 ||| G4 ||| 0.131284916201
B4 ||| F#4 ||| 0.0694864048338
B4 ||| F4 ||| 0.107725788901
B4 ||| B4 ||| 0.00299401197605
B4 ||| G#4 ||| 0.358490566038
B4 ||| B3 ||| 0.0205992509363
B4 ||| E5 ||| 0.0235294117647
B4 ||| E4 ||| 0.0727699530516
B4 ||| D#4 ||| 0.0810810810811
B4 ||| C4 ||| 0.0078431372549
B4 ||| D4 ||| 0.139130434783
B4 ||| C5 ||| 0.00145666423889
B4 ||| A4 ||| 0.0331720801659
B5 ||| D5 ||| 0.0225352112676
B3 ||| G#3 ||| 0.285714285714
B3 ||| F3 ||| 0.2
B3 ||| G3 ||| 0.0575221238938
B3 ||| A3 ||| 0.0140845070423
B3 ||| B3 ||| 0.00374531835206
D4 ||| F3 ||| 0.4
D4 ||| G3 ||| 0.12389380531
D4 ||| C#4 ||| 0.0833333333333
D4 ||| B-3 ||| 0.0752688172043
D4 ||| A3 ||| 0.281690140845
D4 ||| R ||| 0.00671140939597
D4 ||| B3 ||| 0.438202247191
D4 ||| A-3 ||| 0.5
D4 ||| D4 ||| 0.0144927536232
D4 ||| C4 ||| 0.0847058823529
D5 ||| G4 ||| 0.21308858739
D5 ||| F#4 ||| 0.154078549849
D5 ||| E-4 ||| 0.0213903743316
D5 ||| F4 ||| 0.215451577802
D5 ||| D5 ||| 0.0788732394366
D5 ||| B4 ||| 0.489021956088
D5 ||| B-3 ||| 0.0215053763441
D5 ||| G#4 ||| 0.207547169811
D5 ||| B-4 ||| 0.215094339623
D5 ||| B3 ||| 0.00187265917603
D5 ||| E4 ||| 0.0297339593114
D5 ||| D4 ||| 0.0492753623188
D5 ||| C4 ||| 0.00313725490196
D5 ||| A-4 ||| 0.16393442623
D5 ||| C5 ||| 0.132556445739
D5 ||| A4 ||| 0.246717346234
