G#5 ||| E4 ||| 0.017094017094
A4 ||| E2 ||| 0.0166666666667
A4 ||| D2 ||| 0.27027027027
A4 ||| D3 ||| 0.206761006289
B-4 ||| F2 ||| 0.00873362445415
B-4 ||| F3 ||| 0.00751314800902
B-4 ||| G3 ||| 0.0244716351502
B-4 ||| G2 ||| 0.0236768802228
B-4 ||| D-3 ||| 0.133333333333
B-4 ||| B-2 ||| 0.243902439024
B-4 ||| B-3 ||| 0.0733333333333
B-4 ||| A3 ||| 0.00184162062615
B-4 ||| A2 ||| 0.00363636363636
B-4 ||| D-4 ||| 0.25
B-4 ||| E-3 ||| 0.218045112782
B-4 ||| E-2 ||| 0.037037037037
B-4 ||| C3 ||| 0.00677966101695
B-4 ||| A-3 ||| 0.129032258065
B-4 ||| A-2 ||| 0.105263157895
B-4 ||| D3 ||| 0.0141509433962
B-4 ||| E3 ||| 0.00675168792198
B-4 ||| E2 ||| 0.0166666666667
B-5 ||| B-3 ||| 0.00666666666667
B-5 ||| D4 ||| 0.00847457627119
B-5 ||| E4 ||| 0.017094017094
E5 ||| G#3 ||| 0.536
E5 ||| G#2 ||| 0.0769230769231
E5 ||| G4 ||| 0.0333333333333
E5 ||| G3 ||| 0.10233592881
E5 ||| G2 ||| 0.00139275766017
E5 ||| B-3 ||| 0.0733333333333
E5 ||| A3 ||| 0.189686924494
E5 ||| A2 ||| 0.0163636363636
E5 ||| C3 ||| 0.164971751412
E5 ||| E4 ||| 0.102564102564
E5 ||| A-3 ||| 0.0161290322581
E5 ||| E3 ||| 0.153788447112
E5 ||| C4 ||| 0.502857142857
E5 ||| C#4 ||| 0.222222222222
E5 ||| C#3 ||| 0.114583333333
E5 ||| F#3 ||| 0.0456273764259
E5 ||| C2 ||| 0.0113636363636
E5 ||| F3 ||| 0.0826446280992
E5 ||| F4 ||| 0.170212765957
E5 ||| B2 ||| 0.0143369175627
E5 ||| B3 ||| 0.162408759124
E5 ||| D4 ||| 0.0720338983051
E5 ||| D3 ||| 0.0377358490566
E4 ||| F2 ||| 0.109170305677
E4 ||| F#3 ||| 0.00380228136882
E4 ||| G3 ||| 0.0161290322581
E4 ||| G2 ||| 0.0529247910864
E4 ||| F3 ||| 0.0210368144252
E4 ||| C#3 ||| 0.0520833333333
E4 ||| D3 ||| 0.0251572327044
E4 ||| B-2 ||| 0.0487804878049
E4 ||| A3 ||| 0.0202578268877
E4 ||| G#2 ||| 0.128205128205
E4 ||| B2 ||| 0.0698924731183
E4 ||| C3 ||| 0.136723163842
E4 ||| C2 ||| 0.181818181818
E4 ||| R ||| 0.0131578947368
E4 ||| D2 ||| 0.0405405405405
E4 ||| A2 ||| 0.118181818182
E4 ||| E3 ||| 0.0405101275319
E4 ||| E2 ||| 0.216666666667
D#4 ||| A#2 ||| 0.166666666667
D#4 ||| D#2 ||| 0.307692307692
D#4 ||| G2 ||| 0.00139275766017
A-5 ||| B-3 ||| 0.00666666666667
A-5 ||| C4 ||| 0.00114285714286
A-4 ||| F2 ||| 0.0305676855895
A-4 ||| F3 ||| 0.00826446280992
A-4 ||| G3 ||| 0.00111234705228
A-4 ||| G2 ||| 0.0041782729805
A-4 ||| B-2 ||| 0.0548780487805
A-4 ||| D-3 ||| 0.266666666667
A-4 ||| D-4 ||| 0.25
A-4 ||| E-3 ||| 0.0300751879699
A-4 ||| C3 ||| 0.00734463276836
A-4 ||| A-2 ||| 0.0701754385965
A-4 ||| D3 ||| 0.00471698113208
A-4 ||| C4 ||| 0.00114285714286
C5 ||| G#3 ||| 0.008
C5 ||| F#2 ||| 0.444444444444
C5 ||| G4 ||| 0.0666666666667
C5 ||| G3 ||| 0.083426028921
C5 ||| G2 ||| 0.0236768802228
C5 ||| D-3 ||| 0.466666666667
C5 ||| B-2 ||| 0.0243902439024
C5 ||| B-3 ||| 0.113333333333
C5 ||| A3 ||| 0.32044198895
C5 ||| A2 ||| 0.218181818182
C5 ||| C3 ||| 0.253107344633
C5 ||| E4 ||| 0.196581196581
C5 ||| A-3 ||| 0.516129032258
C5 ||| A-2 ||| 0.280701754386
C5 ||| D#3 ||| 0.030303030303
C5 ||| E3 ||| 0.234058514629
C5 ||| C4 ||| 0.116571428571
C5 ||| F#3 ||| 0.326996197719
C5 ||| D-4 ||| 0.25
C5 ||| E-3 ||| 0.0902255639098
C5 ||| C2 ||| 0.136363636364
C5 ||| F2 ||| 0.0480349344978
C5 ||| F3 ||| 0.170548459805
C5 ||| F4 ||| 0.127659574468
C5 ||| R ||| 0.00657894736842
C5 ||| B2 ||| 0.0555555555556
C5 ||| B3 ||| 0.043795620438
C5 ||| D4 ||| 0.0677966101695
C5 ||| E2 ||| 0.1
C5 ||| D2 ||| 0.0810810810811
C5 ||| D3 ||| 0.0691823899371
C4 ||| F#2 ||| 0.0740740740741
C4 ||| F3 ||| 0.00525920360631
C4 ||| G3 ||| 0.00111234705228
C4 ||| G2 ||| 0.0278551532033
C4 ||| F2 ||| 0.061135371179
C4 ||| A3 ||| 0.000920810313076
C4 ||| A2 ||| 0.0781818181818
C4 ||| B2 ||| 0.00179211469534
C4 ||| E-2 ||| 0.037037037037
C4 ||| C3 ||| 0.0412429378531
C4 ||| C2 ||| 0.522727272727
C4 ||| A-2 ||| 0.0526315789474
C4 ||| D2 ||| 0.027027027027
C4 ||| D3 ||| 0.00550314465409
C4 ||| E3 ||| 0.00975243810953
C4 ||| E2 ||| 0.075
C#5 ||| F#3 ||| 0.00380228136882
C#5 ||| G3 ||| 0.00055617352614
C#5 ||| C#3 ||| 0.0104166666667
C#5 ||| B-3 ||| 0.00666666666667
C#5 ||| A3 ||| 0.0147329650092
C#5 ||| A2 ||| 0.00909090909091
C#5 ||| B3 ||| 0.00182481751825
C#5 ||| E3 ||| 0.00150037509377
C#4 ||| A2 ||| 0.00181818181818
C#4 ||| G2 ||| 0.00139275766017
C#4 ||| E2 ||| 0.0166666666667
E-5 ||| F#3 ||| 0.00380228136882
E-5 ||| G3 ||| 0.0183537263626
E-5 ||| B-3 ||| 0.02
E-5 ||| A3 ||| 0.0110497237569
E-5 ||| F3 ||| 0.0120210368144
E-5 ||| E-3 ||| 0.165413533835
E-5 ||| C3 ||| 0.00677966101695
E-5 ||| A-3 ||| 0.0483870967742
E-5 ||| D3 ||| 0.00707547169811
E-5 ||| C4 ||| 0.0137142857143
E-4 ||| F#2 ||| 0.037037037037
E-4 ||| F#3 ||| 0.00380228136882
E-4 ||| G2 ||| 0.00974930362117
E-4 ||| F2 ||| 0.00436681222707
E-4 ||| B-2 ||| 0.0365853658537
E-4 ||| F3 ||| 0.000751314800902
E-4 ||| E-3 ||| 0.0676691729323
E-4 ||| E-2 ||| 0.37037037037
E-4 ||| C3 ||| 0.00564971751412
E-4 ||| A-2 ||| 0.175438596491
R ||| C3 ||| 0.000564971751412
R ||| R ||| 0.917763157895
A#4 ||| G2 ||| 0.00696378830084
A#4 ||| C#3 ||| 0.0208333333333
A#4 ||| A#2 ||| 0.111111111111
A#4 ||| E#2 ||| 0.125
A#4 ||| D#2 ||| 0.0769230769231
A#4 ||| D3 ||| 0.00235849056604
A#4 ||| B#2 ||| 0.2
B#4 ||| G#2 ||| 0.025641025641
B#4 ||| D#3 ||| 0.030303030303
B#4 ||| C#3 ||| 0.0104166666667
G3 ||| F2 ||| 0.00436681222707
G3 ||| G2 ||| 0.0041782729805
F4 ||| G#3 ||| 0.008
F4 ||| G#2 ||| 0.102564102564
F4 ||| G3 ||| 0.00611790878754
F4 ||| G2 ||| 0.0682451253482
F4 ||| B-2 ||| 0.256097560976
F4 ||| B-3 ||| 0.0266666666667
F4 ||| A3 ||| 0.0202578268877
F4 ||| A2 ||| 0.163636363636
F4 ||| C3 ||| 0.0322033898305
F4 ||| A-3 ||| 0.0483870967742
F4 ||| A-2 ||| 0.228070175439
F4 ||| E3 ||| 0.00900225056264
F4 ||| E2 ||| 0.00833333333333
F4 ||| C#3 ||| 0.0104166666667
F4 ||| R ||| 0.00986842105263
F4 ||| E-3 ||| 0.0526315789474
F4 ||| E-2 ||| 0.037037037037
F4 ||| F2 ||| 0.152838427948
F4 ||| F3 ||| 0.0210368144252
F4 ||| B2 ||| 0.148745519713
F4 ||| D2 ||| 0.216216216216
F4 ||| D3 ||| 0.110062893082
F5 ||| F4 ||| 0.0425531914894
F5 ||| G4 ||| 0.0333333333333
F5 ||| G3 ||| 0.0467185761958
F5 ||| G2 ||| 0.00557103064067
F5 ||| C#4 ||| 0.0277777777778
F5 ||| B2 ||| 0.0340501792115
F5 ||| F3 ||| 0.0736288504884
F5 ||| A3 ||| 0.21270718232
F5 ||| D3 ||| 0.117924528302
F5 ||| B-3 ||| 0.106666666667
F5 ||| G#3 ||| 0.024
F5 ||| A2 ||| 0.0218181818182
F5 ||| D-4 ||| 0.25
F5 ||| E-3 ||| 0.015037593985
F5 ||| B3 ||| 0.200729927007
F5 ||| C3 ||| 0.0175141242938
F5 ||| E4 ||| 0.017094017094
F5 ||| A-3 ||| 0.0483870967742
F5 ||| D4 ||| 0.28813559322
F5 ||| E3 ||| 0.0157539384846
F5 ||| C4 ||| 0.0777142857143
C6 ||| E4 ||| 0.034188034188
C6 ||| A3 ||| 0.00184162062615
C6 ||| D4 ||| 0.00423728813559
C6 ||| C4 ||| 0.00228571428571
B4 ||| G#3 ||| 0.112
B4 ||| G#2 ||| 0.307692307692
B4 ||| F#2 ||| 0.0740740740741
B4 ||| G4 ||| 0.0666666666667
B4 ||| G3 ||| 0.122914349277
B4 ||| G2 ||| 0.110027855153
B4 ||| A3 ||| 0.0110497237569
B4 ||| A2 ||| 0.0345454545455
B4 ||| C3 ||| 0.0271186440678
B4 ||| E4 ||| 0.0683760683761
B4 ||| D#3 ||| 0.393939393939
B4 ||| E3 ||| 0.108027006752
B4 ||| C4 ||| 0.0114285714286
B4 ||| C#3 ||| 0.0104166666667
B4 ||| F#3 ||| 0.0456273764259
B4 ||| C2 ||| 0.0113636363636
B4 ||| F2 ||| 0.0174672489083
B4 ||| F3 ||| 0.0375657400451
B4 ||| F4 ||| 0.0425531914894
B4 ||| B2 ||| 0.102150537634
B4 ||| B3 ||| 0.029197080292
B4 ||| D4 ||| 0.0508474576271
B4 ||| E2 ||| 0.0666666666667
B4 ||| D2 ||| 0.027027027027
B4 ||| D3 ||| 0.10534591195
B5 ||| G4 ||| 0.1
B5 ||| F4 ||| 0.0425531914894
B5 ||| A3 ||| 0.00184162062615
B5 ||| B3 ||| 0.0036496350365
B5 ||| G3 ||| 0.00222469410456
B5 ||| D4 ||| 0.00423728813559
B5 ||| C4 ||| 0.00114285714286
B3 ||| F2 ||| 0.0131004366812
B3 ||| G3 ||| 0.00055617352614
B3 ||| G2 ||| 0.016713091922
B3 ||| B2 ||| 0.00179211469534
B3 ||| E3 ||| 0.00150037509377
B3 ||| E2 ||| 0.00833333333333
D4 ||| F#2 ||| 0.185185185185
D4 ||| F#3 ||| 0.00760456273764
D4 ||| G3 ||| 0.0406006674082
D4 ||| G2 ||| 0.200557103064
D4 ||| F3 ||| 0.0300525920361
D4 ||| F2 ||| 0.192139737991
D4 ||| C#3 ||| 0.0104166666667
D4 ||| D3 ||| 0.0188679245283
D4 ||| B-2 ||| 0.0243902439024
D4 ||| A3 ||| 0.000920810313076
D4 ||| G#2 ||| 0.0512820512821
D4 ||| B2 ||| 0.0681003584229
D4 ||| C3 ||| 0.00847457627119
D4 ||| C2 ||| 0.0227272727273
D4 ||| R ||| 0.00986842105263
D4 ||| A-2 ||| 0.0175438596491
D4 ||| D2 ||| 0.175675675676
D4 ||| A2 ||| 0.0181818181818
D4 ||| E3 ||| 0.00975243810953
D4 ||| E2 ||| 0.0333333333333
D5 ||| G#3 ||| 0.304
D5 ||| G#2 ||| 0.179487179487
D5 ||| F#2 ||| 0.037037037037
D5 ||| G4 ||| 0.5
D5 ||| G3 ||| 0.360400444939
D5 ||| G2 ||| 0.0682451253482
D5 ||| B-2 ||| 0.121951219512
D5 ||| B-3 ||| 0.386666666667
D5 ||| A3 ||| 0.0782688766114
D5 ||| A2 ||| 0.0181818181818
D5 ||| C3 ||| 0.0242937853107
D5 ||| E4 ||| 0.0769230769231
D5 ||| A-3 ||| 0.177419354839
D5 ||| E3 ||| 0.0577644411103
D5 ||| C4 ||| 0.0617142857143
D5 ||| C#4 ||| 0.0833333333333
D5 ||| R ||| 0.00328947368421
D5 ||| E-3 ||| 0.00751879699248
D5 ||| F2 ||| 0.0218340611354
D5 ||| F3 ||| 0.219383921863
D5 ||| F4 ||| 0.148936170213
D5 ||| F#3 ||| 0.315589353612
D5 ||| B2 ||| 0.118279569892
D5 ||| B3 ||| 0.308394160584
D5 ||| D4 ||| 0.114406779661
D5 ||| E2 ||| 0.00833333333333
D5 ||| D3 ||| 0.131289308176
