3
2.0 BAR 1.5 0.5 ||| 0.5 ||| 0.444421853057
1.0 BAR 2.0 2.0 BAR ||| 4.0 ||| 0.181814669498
1.0 BAR 2.0 2.0 BAR ||| 0.5 ||| 0.0909075620168
1.0 BAR 2.0 2.0 BAR ||| 3.0 ||| 0.0909075620168
1.0 BAR 2.0 2.0 BAR ||| 2.0 ||| 0.227268223239
1.0 BAR 2.0 2.0 BAR ||| <UNK> ||| 4.54535537406e-07
1.0 BAR 3.0 BAR 3.0 BAR ||| 2.0 ||| 0.0999962001824
1.0 BAR 3.0 BAR 3.0 BAR ||| 1.0 ||| 0.299986600643
1.0 BAR 3.0 BAR 3.0 BAR ||| 3.0 ||| 0.599972201334
1.0 BAR 3.0 BAR 3.0 BAR ||| <UNK> ||| 9.99952002304e-07
BAR 2.0 1.0 BAR 2.0 ||| 1.0 ||| 0.916663409103
BAR 2.0 1.0 BAR 2.0 ||| <UNK> ||| 7.57573002765e-08
BAR 2.0 1.0 BAR 2.0 ||| 0.5 ||| 0.0606059159785
BAR 2.0 1.0 BAR 2.0 ||| END ||| 0.0227272658402
BAR 3.0 BAR 0.5 0.5 ||| 1.5 ||| 0.199982801651
BAR 3.0 BAR 0.5 0.5 ||| 1.0 ||| 0.399963603494
BAR 3.0 BAR 0.5 0.5 ||| 0.5 ||| 0.399963603494
BAR 3.0 BAR 0.5 0.5 ||| <UNK> ||| 1.99980801843e-06
BAR 2.0 1.0 BAR 3.0 BAR ||| 1.0 ||| 0.454535991942
BAR 2.0 1.0 BAR 3.0 BAR ||| 2.0 ||| 0.409082438201
BAR 2.0 1.0 BAR 3.0 BAR ||| 0.5 ||| 0.0454540082762
BAR 2.0 1.0 BAR 3.0 BAR ||| 3.0 ||| 0.0909075620168
BAR 2.0 1.0 BAR 3.0 BAR ||| <UNK> ||| 4.54535537406e-07
BAR 3.0 BAR 2.0 1.0 BAR ||| 0.5 ||| 0.178568724536
BAR 3.0 BAR 2.0 1.0 BAR ||| 2.0 ||| 0.571419132815
BAR 3.0 BAR 2.0 1.0 BAR ||| 1.0 ||| 0.249996071496
BAR 3.0 BAR 2.0 1.0 BAR ||| <UNK> ||| 3.57136734799e-07
0.25 0.5 0.5 ||| <UNK> ||| 1.33332480005e-07
0.25 0.5 0.5 ||| 0.5 ||| 0.613329541358
0.25 0.5 0.5 ||| 2.0 ||| 0.133332613338
0.25 0.5 0.5 ||| 1.0 ||| 0.213332101341
0.25 0.5 0.5 ||| 0.25 ||| 0.0399998773341
1.5 0.5 BAR 0.5 ||| 0.5 ||| 0.5777718371
1.5 0.5 BAR 0.5 ||| <UNK> ||| 2.22219851877e-07
1.5 0.5 BAR 0.5 ||| 1.0 ||| 0.111110148158
1.5 0.5 BAR 0.5 ||| 0.25 ||| 0.311108014848
BAR 1.0 BAR 1.0 ||| 1.0 ||| 0.777775254638
BAR 1.0 BAR 1.0 ||| <UNK> ||| 6.94442129637e-08
BAR 1.0 BAR 1.0 ||| 0.5 ||| 0.215277129632
BAR 1.0 BAR 1.0 ||| 1.5 ||| 0.00694449074059
BAR 1.0 1.0 2.0 BAR ||| 1.5 ||| 0.031055870144
BAR 1.0 1.0 2.0 BAR ||| 1.0 ||| 0.776395262921
BAR 1.0 1.0 2.0 BAR ||| 4.0 ||| 0.0124223853246
BAR 1.0 1.0 2.0 BAR ||| 0.5 ||| 0.105589809422
BAR 1.0 1.0 2.0 BAR ||| 2.0 ||| 0.0745340013893
BAR 1.0 1.0 2.0 BAR ||| <UNK> ||| 6.21116160647e-08
BAR 1.5 0.5 2.0 BAR ||| 8.0 ||| 0.0624987500375
BAR 1.5 0.5 2.0 BAR ||| 1.0 ||| 0.749978125656
BAR 1.5 0.5 2.0 BAR ||| 0.5 ||| 0.124996875094
BAR 1.5 0.5 2.0 BAR ||| 3.0 ||| 0.0624987500375
BAR 1.5 0.5 2.0 BAR ||| <UNK> ||| 6.24981250562e-07
0.5 1.0 2.0 BAR ||| 0.5 ||| 0.306119654338
0.5 1.0 2.0 BAR ||| 2.0 ||| 0.0204081674302
0.5 1.0 2.0 BAR ||| 1.0 ||| 0.571423177895
0.5 1.0 2.0 BAR ||| 3.0 ||| 0.102040020832
0.5 1.0 2.0 BAR ||| <UNK> ||| 2.04079633506e-07
2.0 BAR 2.0 2.0 BAR ||| 2.0 ||| 0.478251323451
2.0 BAR 2.0 2.0 BAR ||| 1.0 ||| 0.130432495322
2.0 BAR 2.0 2.0 BAR ||| 4.0 ||| 0.391296616418
2.0 BAR 2.0 2.0 BAR ||| <UNK> ||| 4.34773535161e-07
2.0 BAR 3.0 1.0 BAR ||| 1.0 ||| 0.499942506899
2.0 BAR 3.0 1.0 BAR ||| 2.0 ||| 0.2499725033
2.0 BAR 3.0 1.0 BAR ||| 0.5 ||| 0.2499725033
2.0 BAR 3.0 1.0 BAR ||| <UNK> ||| 2.499700036e-06
0.5 0.5 0.5 ||| 1.5 ||| 0.0130718981303
0.5 0.5 0.5 ||| 1.0 ||| 0.302832145708
0.5 0.5 0.5 ||| 0.25 ||| 0.0486564899382
0.5 0.5 0.5 ||| 0.5 ||| 0.607116716473
0.5 0.5 0.5 ||| END ||| 0.000726223421505
0.5 0.5 0.5 ||| 2.0 ||| 0.0275962213172
0.5 0.5 0.5 ||| <UNK> ||| 7.26216159344e-09
0.25 0.25 2.0 BAR ||| 1.0 ||| 0.4999808341
0.25 0.25 2.0 BAR ||| 2.0 ||| 0.166660833567
0.25 0.25 2.0 BAR ||| 0.5 ||| 0.333320833833
0.25 0.25 2.0 BAR ||| <UNK> ||| 8.33300001333e-07
BAR 0.5 0.5 1.0 ||| <UNK> ||| 1.5243891285e-08
BAR 0.5 0.5 1.0 ||| 1.0 ||| 0.631097114441
BAR 0.5 0.5 1.0 ||| 2.0 ||| 0.0792682499257
BAR 0.5 0.5 1.0 ||| 0.5 ||| 0.249999832317
BAR 0.5 0.5 1.0 ||| 1.5 ||| 0.0396341325848
0.5 BAR 2.0 1.0 BAR ||| 2.0 ||| 0.352936487955
0.5 BAR 2.0 1.0 BAR ||| 1.0 ||| 0.558815934363
0.5 BAR 2.0 1.0 BAR ||| 3.0 ||| 0.088234342574
0.5 BAR 2.0 1.0 BAR ||| <UNK> ||| 2.94113494868e-07
0.5 1.5 0.5 BAR ||| 1.0 ||| 0.114284432671
0.5 1.5 0.5 BAR ||| 4.0 ||| 0.0285713224504
0.5 1.5 0.5 BAR ||| 0.5 ||| 0.485707910292
0.5 1.5 0.5 BAR ||| 3.0 ||| 0.114284432671
0.5 1.5 0.5 BAR ||| 2.0 ||| 0.257139616371
0.5 1.5 0.5 BAR ||| <UNK> ||| 2.85710367401e-07
0.5 2.0 1.0 BAR ||| 2.0 ||| 0.249986250825
0.5 2.0 1.0 BAR ||| 1.0 ||| 0.124993750375
0.5 2.0 1.0 BAR ||| 3.0 ||| 0.624963752175
0.5 2.0 1.0 BAR ||| <UNK> ||| 1.2499250045e-06
2.0 BAR 1.0 1.0 ||| <UNK> ||| 4.18409201521e-08
2.0 BAR 1.0 1.0 ||| 1.0 ||| 0.715479776442
2.0 BAR 1.0 1.0 ||| 2.0 ||| 0.0167364099018
2.0 BAR 1.0 1.0 ||| 0.5 ||| 0.251045562754
2.0 BAR 1.0 1.0 ||| 1.5 ||| 0.0167364099018
BAR 1.0 1.0 0.5 ||| 0.25 ||| 0.0577889001541
BAR 1.0 1.0 0.5 ||| 0.5 ||| 0.899496427743
BAR 1.0 1.0 0.5 ||| 1.0 ||| 0.042713541451
BAR 1.0 1.0 0.5 ||| <UNK> ||| 2.51255978385e-08
0.25 1.0 BAR 0.5 ||| 0.25 ||| 0.323525138469
0.25 1.0 BAR 0.5 ||| 1.0 ||| 0.176468391034
0.25 1.0 BAR 0.5 ||| 0.5 ||| 0.49999323539
0.25 1.0 BAR 0.5 ||| <UNK> ||| 2.94113494868e-07
1.0 1.0 BAR 3.0 ||| 1.0 ||| 0.573641353893
1.0 1.0 BAR 3.0 ||| <UNK> ||| 7.75190914018e-08
1.0 1.0 BAR 3.0 ||| 0.5 ||| 0.116278714622
1.0 1.0 BAR 3.0 ||| END ||| 0.310076443126
1.0 1.0 BAR 1.0 ||| 1.5 ||| 0.00609756636674
1.0 1.0 BAR 1.0 ||| 1.0 ||| 0.732469251841
1.0 1.0 BAR 1.0 ||| 0.25 ||| 0.00152439730815
1.0 1.0 BAR 1.0 ||| 0.5 ||| 0.237804798669
1.0 1.0 BAR 1.0 ||| 0.75 ||| 0.00152439730815
1.0 1.0 BAR 1.0 ||| 2.0 ||| 0.0205792683856
1.0 1.0 BAR 1.0 ||| <UNK> ||| 7.62194843099e-09
1.0 BAR 0.5 0.5 ||| <UNK> ||| 1.36986211297e-08
1.0 BAR 0.5 0.5 ||| 0.5 ||| 0.384931267442
1.0 BAR 0.5 0.5 ||| 2.0 ||| 0.0136986348283
1.0 BAR 0.5 0.5 ||| 1.0 ||| 0.595890032839
1.0 BAR 0.5 0.5 ||| 1.5 ||| 0.00547946215049
2.0 BAR 2.0 1.0 BAR ||| 2.0 ||| 0.444421853057
2.0 BAR 2.0 1.0 BAR ||| 1.0 ||| 0.444421853057
2.0 BAR 2.0 1.0 BAR ||| 3.0 ||| 0.111106296553
2.0 BAR 2.0 1.0 BAR ||| <UNK> ||| 1.11105185501e-06
0.25 0.25 BAR 3.0 ||| 1.0 ||| 0.599944405337
0.25 0.25 BAR 3.0 ||| <UNK> ||| 1.99980801843e-06
0.25 0.25 BAR 3.0 ||| 0.5 ||| 0.199982801651
0.25 0.25 BAR 3.0 ||| END ||| 0.199982801651
0.5 0.5 1.0 ||| 1.0 ||| 0.711863844585
0.5 0.5 1.0 ||| 0.25 ||| 0.00169493082446
0.5 0.5 1.0 ||| 0.5 ||| 0.242372701121
0.5 0.5 1.0 ||| 0.75 ||| 0.00169493082446
0.5 0.5 1.0 ||| END ||| 0.0423728638322
0.5 0.5 1.0 ||| <UNK> ||| 1.69491387532e-08
0.5 BAR 1.5 0.5 ||| 1.5 ||| 0.0222222074076
0.5 BAR 1.5 0.5 ||| 1.0 ||| 0.599993822288
0.5 BAR 1.5 0.5 ||| 0.25 ||| 0.0222222074076
0.5 BAR 1.5 0.5 ||| 0.5 ||| 0.266664044472
0.5 BAR 1.5 0.5 ||| 2.0 ||| 0.0888881629707
0.5 BAR 1.5 0.5 ||| <UNK> ||| 2.22219851877e-07
BAR 1.0 BAR ||| 1.5 ||| 0.0242718366481
BAR 1.0 BAR ||| 1.0 ||| 0.699027545955
BAR 1.0 BAR ||| 0.25 ||| 0.0097087637854
BAR 1.0 BAR ||| 0.5 ||| 0.228154856727
BAR 1.0 BAR ||| 2.0 ||| 0.0388349095109
BAR 1.0 BAR ||| <UNK> ||| 4.85435762091e-08
0.5 2.0 BAR 1.0 ||| 1.0 ||| 0.650482502606
0.5 2.0 BAR 1.0 ||| 2.0 ||| 0.00970878970661
0.5 2.0 BAR 1.0 ||| 0.5 ||| 0.339804338776
0.5 2.0 BAR 1.0 ||| <UNK> ||| 9.70869261968e-08
BAR 1.5 0.5 1.0 ||| 1.0 ||| 0.610385935257
BAR 1.5 0.5 1.0 ||| <UNK> ||| 1.29869320295e-07
BAR 1.5 0.5 1.0 ||| 0.5 ||| 0.207791042342
BAR 1.5 0.5 1.0 ||| END ||| 0.181817178283
0.5 BAR 1.0 0.5 ||| 0.25 ||| 0.0571426911572
0.5 BAR 1.0 0.5 ||| 0.5 ||| 0.923805395937
0.5 BAR 1.0 0.5 ||| <UNK> ||| 9.52376598659e-08
0.5 BAR 1.0 0.5 ||| 1.0 ||| 0.00952386122425
0.5 BAR 1.0 0.5 ||| 1.5 ||| 0.00952386122425
1.0 0.5 1.0 ||| 1.0 ||| 0.531912283852
1.0 0.5 1.0 ||| <UNK> ||| 1.06382435494e-07
1.0 0.5 1.0 ||| 0.5 ||| 0.372338630611
1.0 0.5 1.0 ||| 0.25 ||| 0.04255308058
1.0 0.5 1.0 ||| END ||| 0.0531913241294
BAR 1.0 ||| 1.0 ||| 0.865848712105
BAR 1.0 ||| 2.0 ||| 0.0243902230816
BAR 1.0 ||| 0.5 ||| 0.109755577041
BAR 1.0 ||| <UNK> ||| 1.21950505656e-07
1.0 0.5 2.0 BAR ||| 1.0 ||| 0.666646000661
1.0 0.5 2.0 BAR ||| 2.0 ||| 0.0666652000469
1.0 0.5 2.0 BAR ||| 0.5 ||| 0.266658800252
1.0 0.5 2.0 BAR ||| <UNK> ||| 6.66645334016e-07
0.5 BAR 0.5 0.5 ||| 1.5 ||| 0.00993379215821
0.5 BAR 0.5 0.5 ||| 1.0 ||| 0.456952949214
0.5 BAR 0.5 0.5 ||| 0.25 ||| 0.00993379215821
0.5 BAR 0.5 0.5 ||| 0.5 ||| 0.503310491427
0.5 BAR 0.5 0.5 ||| 2.0 ||| 0.0198675512039
0.5 BAR 0.5 0.5 ||| <UNK> ||| 3.31125301523e-08
0.25 0.25 1.0 BAR ||| 1.5 ||| 0.010869617202
0.25 0.25 1.0 BAR ||| 1.0 ||| 0.163042736299
0.25 0.25 1.0 BAR ||| 4.0 ||| 0.0978256852573
0.25 0.25 1.0 BAR ||| 0.25 ||| 0.0326086342158
0.25 0.25 1.0 BAR ||| 0.5 ||| 0.36956339793
0.25 0.25 1.0 BAR ||| 3.0 ||| 0.0652171597366
0.25 0.25 1.0 BAR ||| 2.0 ||| 0.260868312861
0.25 0.25 1.0 BAR ||| <UNK> ||| 1.08695085069e-07
0.25 0.5 0.5 BAR ||| 1.5 ||| 0.222218642039
0.25 0.5 0.5 BAR ||| 1.0 ||| 0.0740731275888
0.25 0.5 0.5 BAR ||| 0.25 ||| 0.0370367489763
0.25 0.5 0.5 BAR ||| 0.5 ||| 0.296291399264
0.25 0.5 0.5 BAR ||| 3.0 ||| 0.222218642039
0.25 0.5 0.5 BAR ||| 2.0 ||| 0.148145884814
0.25 0.5 0.5 BAR ||| <UNK> ||| 3.70363786125e-07
BAR 0.5 0.5 BAR ||| <UNK> ||| 3.33328000085e-07
BAR 0.5 0.5 BAR ||| 0.5 ||| 0.166664333371
BAR 0.5 0.5 BAR ||| 2.0 ||| 0.0333331333365
BAR 0.5 0.5 BAR ||| 1.0 ||| 0.766654733524
BAR 0.5 0.5 BAR ||| 1.5 ||| 0.0333331333365
BAR 2.0 1.0 BAR 1.0 ||| 1.0 ||| 0.719295304722
BAR 2.0 1.0 BAR 1.0 ||| 2.0 ||| 0.105262802402
BAR 2.0 1.0 BAR 1.0 ||| 0.5 ||| 0.175437945524
BAR 2.0 1.0 BAR 1.0 ||| <UNK> ||| 8.77189289028e-08
BAR 1.0 BAR 1.0 1.0 ||| <UNK> ||| 8.77189289028e-08
BAR 1.0 BAR 1.0 1.0 ||| 1.0 ||| 0.754382876283
BAR 1.0 BAR 1.0 1.0 ||| 2.0 ||| 0.0175438734995
BAR 1.0 BAR 1.0 1.0 ||| 0.5 ||| 0.192981731305
BAR 1.0 BAR 1.0 1.0 ||| 1.5 ||| 0.03508765928
0.25 0.25 BAR 1.0 ||| 1.0 ||| 0.599986100334
0.25 0.25 BAR 1.0 ||| <UNK> ||| 4.99988000288e-07
0.25 0.25 BAR 1.0 ||| 0.5 ||| 0.199995700103
0.25 0.25 BAR 1.0 ||| 0.25 ||| 0.199995700103
BAR 1.5 0.25 0.25 ||| <UNK> ||| 9.090512414e-07
BAR 1.5 0.25 0.25 ||| 1.0 ||| 0.545431653891
BAR 1.5 0.25 0.25 ||| 2.0 ||| 0.181811157331
BAR 1.5 0.25 0.25 ||| 0.5 ||| 0.0909060331913
BAR 1.5 0.25 0.25 ||| 1.5 ||| 0.181811157331
0.25 0.25 2.0 ||| 0.5 ||| 0.199982801651
0.25 0.25 2.0 ||| <UNK> ||| 1.99980801843e-06
0.25 0.25 2.0 ||| 1.0 ||| 0.199982801651
0.25 0.25 2.0 ||| END ||| 0.599944405337
0.5 BAR 1.0 1.0 ||| 1.5 ||| 0.0224358949704
0.5 BAR 1.0 1.0 ||| 1.0 ||| 0.708332275643
0.5 BAR 1.0 1.0 ||| 0.25 ||| 0.0032051553254
0.5 BAR 1.0 1.0 ||| 0.5 ||| 0.144230579389
0.5 BAR 1.0 1.0 ||| 2.0 ||| 0.12179471647
0.5 BAR 1.0 1.0 ||| <UNK> ||| 3.20512327417e-08
0.5 BAR 3.0 1.0 BAR ||| 1.0 ||| 0.759252695532
0.5 BAR 3.0 1.0 BAR ||| <UNK> ||| 1.85183539109e-07
0.5 BAR 3.0 1.0 BAR ||| 0.5 ||| 0.166665370382
0.5 BAR 3.0 1.0 BAR ||| 3.0 ||| 0.0370368930054
0.5 BAR 3.0 1.0 BAR ||| 1.5 ||| 0.0370368930054
1.0 0.5 0.5 ||| 0.5 ||| 0.35569073022
1.0 0.5 0.5 ||| <UNK> ||| 2.03251834226e-08
1.0 0.5 0.5 ||| 1.0 ||| 0.630080706425
1.0 0.5 0.5 ||| 0.25 ||| 0.014227648721
0.25 BAR 0.5 0.5 ||| 0.5 ||| 0.416650833967
0.25 BAR 0.5 0.5 ||| 2.0 ||| 0.0833308334333
0.25 BAR 0.5 0.5 ||| 1.0 ||| 0.4999808341
0.25 BAR 0.5 0.5 ||| <UNK> ||| 8.33300001333e-07
BAR 1.0 0.5 0.5 ||| <UNK> ||| 1.61290197711e-08
BAR 1.0 0.5 0.5 ||| 1.0 ||| 0.63548339511
BAR 1.0 0.5 0.5 ||| 2.0 ||| 0.0999999387097
BAR 1.0 0.5 0.5 ||| 0.5 ||| 0.254838528512
BAR 1.0 0.5 0.5 ||| 1.5 ||| 0.00967742799167
1.0 BAR 2.0 1.0 BAR ||| 1.5 ||| 0.0454544917357
1.0 BAR 2.0 1.0 BAR ||| 1.0 ||| 0.363635615704
1.0 BAR 2.0 1.0 BAR ||| 0.5 ||| 0.0772726041325
1.0 BAR 2.0 1.0 BAR ||| 3.0 ||| 0.095454382645
1.0 BAR 2.0 1.0 BAR ||| 2.0 ||| 0.418180951242
1.0 BAR 2.0 1.0 BAR ||| <UNK> ||| 4.54544462812e-08
1.0 1.0 BAR 4.0 BAR ||| 1.0 ||| 0.666653750258
1.0 1.0 BAR 4.0 BAR ||| 2.0 ||| 0.166663750058
1.0 1.0 BAR 4.0 BAR ||| 0.5 ||| 0.0833320833583
1.0 1.0 BAR 4.0 BAR ||| 4.0 ||| 0.0833320833583
1.0 1.0 BAR 4.0 BAR ||| <UNK> ||| 4.166583335e-07
0.25 1.0 BAR 4.0 BAR ||| 2.0 ||| 0.199982801651
0.25 1.0 BAR 4.0 BAR ||| 1.0 ||| 0.599944405337
0.25 1.0 BAR 4.0 BAR ||| 4.0 ||| 0.199982801651
0.25 1.0 BAR 4.0 BAR ||| <UNK> ||| 1.99980801843e-06
0.5 0.25 0.25 ||| 1.5 ||| 0.0260416536459
0.5 0.25 0.25 ||| 1.0 ||| 0.65104009115
0.5 0.25 0.25 ||| 0.25 ||| 0.0260416536459
0.5 0.25 0.25 ||| 0.5 ||| 0.23958278646
0.5 0.25 0.25 ||| 2.0 ||| 0.0572915755211
0.5 0.25 0.25 ||| <UNK> ||| 5.20832031253e-08
0.5 1.0 0.5 BAR ||| 1.5 ||| 0.0612240941313
0.5 1.0 0.5 BAR ||| 1.0 ||| 0.265303727637
0.5 1.0 0.5 BAR ||| 4.0 ||| 0.0204081674302
0.5 1.0 0.5 BAR ||| 0.25 ||| 0.0204081674302
0.5 1.0 0.5 BAR ||| 0.5 ||| 0.408159471091
0.5 1.0 0.5 BAR ||| 3.0 ||| 0.0612240941313
0.5 1.0 0.5 BAR ||| 2.0 ||| 0.163263910884
0.5 1.0 0.5 BAR ||| <UNK> ||| 2.04079633506e-07
1.0 2.0 BAR 0.5 ||| 0.5 ||| 0.874987187692
1.0 2.0 BAR 0.5 ||| <UNK> ||| 3.1249531257e-07
1.0 2.0 BAR 0.5 ||| 1.0 ||| 0.0624993750094
1.0 2.0 BAR 0.5 ||| 0.25 ||| 0.0624993750094
0.25 0.25 0.5 BAR ||| <UNK> ||| 1.2499250045e-06
0.25 0.25 0.5 BAR ||| 0.25 ||| 0.374978751275
0.25 0.25 0.5 BAR ||| 2.0 ||| 0.249986250825
0.25 0.25 0.5 BAR ||| 0.5 ||| 0.249986250825
0.25 0.25 0.5 BAR ||| 1.5 ||| 0.124993750375
0.5 1.0 1.0 BAR ||| 1.5 ||| 0.0072332848608
0.5 1.0 1.0 BAR ||| 1.0 ||| 0.517178592684
0.5 1.0 1.0 BAR ||| 4.0 ||| 0.0216998184161
0.5 1.0 1.0 BAR ||| 0.25 ||| 0.0072332848608
0.5 1.0 1.0 BAR ||| 0.5 ||| 0.300180589355
0.5 1.0 1.0 BAR ||| 3.0 ||| 0.052441202221
0.5 1.0 1.0 BAR ||| 0.75 ||| 0.00361665147198
0.5 1.0 1.0 BAR ||| 2.0 ||| 0.0904158528036
0.5 1.0 1.0 BAR ||| <UNK> ||| 1.80831669441e-08
1.0 0.5 BAR 2.0 ||| 1.0 ||| 0.77773740956
1.0 0.5 BAR 2.0 ||| <UNK> ||| 1.11105185501e-06
1.0 0.5 BAR 2.0 ||| 0.5 ||| 0.111106296553
1.0 0.5 BAR 2.0 ||| 1.5 ||| 0.111106296553
0.5 0.5 1.0 BAR ||| 1.5 ||| 0.0316901316703
0.5 0.5 1.0 BAR ||| 1.0 ||| 0.519365775888
0.5 0.5 1.0 BAR ||| 4.0 ||| 0.00704226517555
0.5 0.5 1.0 BAR ||| 0.5 ||| 0.262323739586
0.5 0.5 1.0 BAR ||| 3.0 ||| 0.0686619314125
0.5 0.5 1.0 BAR ||| 2.0 ||| 0.110915416832
0.5 0.5 1.0 BAR ||| <UNK> ||| 1.76056189248e-08
BAR 1.0 1.5 0.5 BAR ||| 2.0 ||| 0.571390818915
BAR 1.0 1.5 0.5 BAR ||| 1.0 ||| 0.285696123694
BAR 1.0 1.5 0.5 BAR ||| 3.0 ||| 0.142848776084
BAR 1.0 1.5 0.5 BAR ||| <UNK> ||| 1.4284734761e-06
1.5 0.25 0.25 BAR ||| 0.5 ||| 0.384601953159
1.5 0.25 0.25 BAR ||| 2.0 ||| 0.153841242785
1.5 0.25 0.25 BAR ||| 1.0 ||| 0.46152218995
1.5 0.25 0.25 BAR ||| <UNK> ||| 7.69202367913e-07
1.0 0.25 0.25 ||| <UNK> ||| 3.99992320147e-07
1.0 0.25 0.25 ||| 0.5 ||| 0.559989648199
1.0 0.25 0.25 ||| 2.0 ||| 0.0799988640218
1.0 0.25 0.25 ||| 1.0 ||| 0.31999425611
1.0 0.25 0.25 ||| 0.25 ||| 0.0399996320071
BAR 1.5 0.5 1.0 BAR ||| 1.0 ||| 0.444433148449
BAR 1.5 0.5 1.0 BAR ||| 2.0 ||| 0.333325000222
BAR 1.5 0.5 1.0 BAR ||| 0.5 ||| 0.111108703768
BAR 1.5 0.5 1.0 BAR ||| 3.0 ||| 0.111108703768
BAR 1.5 0.5 1.0 BAR ||| <UNK> ||| 5.55540741136e-07
1.0 BAR 1.0 1.0 ||| 1.5 ||| 0.0179340038678
1.0 BAR 1.0 1.0 ||| 1.0 ||| 0.703730037453
1.0 BAR 1.0 1.0 ||| 0.5 ||| 0.175753174777
1.0 BAR 1.0 1.0 ||| 0.75 ||| 0.000717367041366
1.0 BAR 1.0 1.0 ||| 2.0 ||| 0.101865108397
1.0 BAR 1.0 1.0 ||| <UNK> ||| 7.17359867767e-09
0.5 1.0 BAR 1.0 ||| 1.5 ||| 0.003289501385
0.5 1.0 BAR 1.0 ||| 1.0 ||| 0.769735659628
0.5 1.0 BAR 1.0 ||| 0.25 ||| 0.003289501385
0.5 1.0 BAR 1.0 ||| 0.5 ||| 0.194078673823
0.5 1.0 BAR 1.0 ||| 2.0 ||| 0.0296052493075
0.5 1.0 BAR 1.0 ||| <UNK> ||| 3.28946849031e-08
0.5 0.5 2.0 BAR ||| 1.5 ||| 0.0100000519998
0.5 0.5 2.0 BAR ||| 1.0 ||| 0.769996404017
0.5 0.5 2.0 BAR ||| 4.0 ||| 0.020000004
0.5 0.5 2.0 BAR ||| 0.5 ||| 0.149999380003
0.5 0.5 2.0 BAR ||| 2.0 ||| 0.0499998600007
0.5 0.5 2.0 BAR ||| <UNK> ||| 9.99995200023e-08
1.5 0.5 BAR 2.0 ||| 1.5 ||| 0.105261024985
1.5 0.5 BAR 2.0 ||| 1.0 ||| 0.84208451576
