C3,C3 ||| E4 ||| 0.000694444444444
E-3 ||| A4 ||| 0.00370828182942
E-3 ||| B-4 ||| 0.0784982935154
E-3 ||| A-4 ||| 0.0979020979021
E-3 ||| C4 ||| 0.0031605562579
E-2 ||| G4 ||| 0.000366568914956
E-2 ||| G3 ||| 0.00442477876106
E-2 ||| E-4 ||| 0.0509259259259
E-2 ||| B-3 ||| 0.122448979592
E-2 ||| D4 ||| 0.00064391500322
E-2 ||| C4 ||| 0.00063211125158
F#4 ||| A4 ||| 0.00123609394314
F#4 ||| C5 ||| 0.000651041666667
C2 ||| G4 ||| 0.00109970674487
C2 ||| F#4 ||| 0.00285714285714
C2 ||| F4 ||| 0.00098231827112
C2 ||| B-3 ||| 0.0102040816327
C2 ||| A3 ||| 0.00420168067227
C2 ||| G3 ||| 0.20796460177
C2 ||| E4 ||| 0.00972222222222
C2 ||| D4 ||| 0.00064391500322
C2 ||| E3 ||| 0.333333333333
C2 ||| C4 ||| 0.0164348925411
B#2 ||| E4 ||| 0.000694444444444
B#2 ||| D#4 ||| 0.175
B#2 ||| D4 ||| 0.00128783000644
B#2 ||| B#3 ||| 0.117647058824
B-1 ||| B-3 ||| 0.0102040816327
F2 ||| G4 ||| 0.00146627565982
F2 ||| G3 ||| 0.0221238938053
F2 ||| E-4 ||| 0.0416666666667
F2 ||| F4 ||| 0.016699410609
F2 ||| B-3 ||| 0.0204081632653
F2 ||| A3 ||| 0.138655462185
F2 ||| F3 ||| 0.272727272727
F2 ||| A4 ||| 0.00556242274413
F2 ||| B3 ||| 0.0380794701987
F2 ||| E4 ||| 0.00416666666667
F2 ||| A-3 ||| 0.111111111111
F2 ||| D4 ||| 0.0154539600773
F2 ||| C4 ||| 0.0865992414665
F3 ||| G#4 ||| 0.0283018867925
F3 ||| G4 ||| 0.049853372434
F3 ||| G3 ||| 0.00442477876106
F3 ||| B-3 ||| 0.030612244898
F3 ||| A3 ||| 0.0882352941176
F3 ||| A4 ||| 0.230531520396
F3 ||| B-4 ||| 0.146757679181
F3 ||| E5 ||| 0.00819672131148
F3 ||| E4 ||| 0.0208333333333
F3 ||| A-4 ||| 0.300699300699
F3 ||| C5 ||| 0.141276041667
F3 ||| C4 ||| 0.0998735777497
F3 ||| C#5 ||| 0.0612244897959
F3 ||| C#4 ||| 0.0294117647059
F3 ||| E-5 ||| 0.2
F3 ||| E-4 ||| 0.115740740741
F3 ||| F4 ||| 0.174852652259
F3 ||| F5 ||| 0.428571428571
F3 ||| B4 ||| 0.0643902439024
F3 ||| B3 ||| 0.0430463576159
F3 ||| D4 ||| 0.0804893754024
F3 ||| D5 ||| 0.0478589420655
F4 ||| G4 ||| 0.00146627565982
F4 ||| F5 ||| 0.142857142857
F4 ||| C#5 ||| 0.0204081632653
F4 ||| B4 ||| 0.00780487804878
F4 ||| A4 ||| 0.00988875154512
F4 ||| B-4 ||| 0.00682593856655
F4 ||| D4 ||| 0.00128783000644
F4 ||| D5 ||| 0.0176322418136
F4 ||| C5 ||| 0.00911458333333
F4 ||| C4 ||| 0.00063211125158
E-4 ||| A4 ||| 0.00061804697157
E-4 ||| B-4 ||| 0.00682593856655
R ||| D4 ||| 0.00064391500322
R ||| B3 ||| 0.00165562913907
R ||| D5 ||| 0.00251889168766
R ||| B-4 ||| 0.00682593856655
R ||| C4 ||| 0.00126422250316
B2 ||| F4 ||| 0.0402750491159
B2 ||| G4 ||| 0.0326246334311
B2 ||| F#4 ||| 0.0257142857143
B2 ||| D4 ||| 0.162910495815
B2 ||| C#4 ||| 0.0147058823529
B2 ||| D5 ||| 0.0251889168766
B2 ||| E-4 ||| 0.00462962962963
B2 ||| A3 ||| 0.046218487395
B2 ||| G3 ||| 0.137168141593
B2 ||| G#4 ||| 0.0283018867925
B2 ||| B3 ||| 0.0198675496689
B2 ||| E4 ||| 0.0215277777778
B2 ||| D#4 ||| 0.125
B2 ||| C4 ||| 0.0328697850822
B2 ||| A-3 ||| 0.222222222222
B2 ||| A4 ||| 0.00803461063041
B3 ||| G4 ||| 0.0817448680352
B3 ||| F#4 ||| 0.00857142857143
B3 ||| F4 ||| 0.0127701375246
B3 ||| D5 ||| 0.307304785894
B3 ||| B4 ||| 0.04
B3 ||| G#4 ||| 0.0943396226415
B3 ||| E5 ||| 0.0655737704918
B3 ||| E4 ||| 0.00833333333333
B3 ||| D4 ||| 0.00901481004507
B3 ||| C4 ||| 0.00126422250316
B3 ||| A-4 ||| 0.00699300699301
B3 ||| C5 ||| 0.03515625
B3 ||| A4 ||| 0.0358467243511
A4 ||| F4 ||| 0.00098231827112
D4 ||| G4 ||| 0.0113636363636
D4 ||| F#4 ||| 0.0542857142857
D4 ||| F5 ||| 0.142857142857
D4 ||| C#5 ||| 0.0612244897959
D4 ||| F4 ||| 0.0127701375246
D4 ||| B4 ||| 0.0360975609756
D4 ||| G#4 ||| 0.0283018867925
D4 ||| B-4 ||| 0.0102389078498
D4 ||| E5 ||| 0.0491803278689
D4 ||| E4 ||| 0.00277777777778
D4 ||| D4 ||| 0.0032195750161
D4 ||| D5 ||| 0.110831234257
D4 ||| C5 ||| 0.0279947916667
D4 ||| A4 ||| 0.044499381953
E2 ||| G4 ||| 0.00256598240469
E2 ||| G3 ||| 0.0398230088496
E2 ||| C#4 ||| 0.0441176470588
E2 ||| A3 ||| 0.0168067226891
E2 ||| B-3 ||| 0.0510204081633
E2 ||| G#3 ||| 0.2
E2 ||| A4 ||| 0.00061804697157
E2 ||| B3 ||| 0.0281456953642
E2 ||| E4 ||| 0.0111111111111
E2 ||| D4 ||| 0.00708306503542
E2 ||| C4 ||| 0.0366624525917
E2 ||| G#4 ||| 0.0188679245283
D2 ||| G4 ||| 0.000366568914956
D2 ||| F#4 ||| 0.0228571428571
D2 ||| F4 ||| 0.00294695481336
D2 ||| F3 ||| 0.272727272727
D2 ||| D4 ||| 0.0154539600773
D2 ||| A3 ||| 0.046218487395
D2 ||| F#3 ||| 0.2
D2 ||| G3 ||| 0.00442477876106
D2 ||| B3 ||| 0.0298013245033
D2 ||| E4 ||| 0.00138888888889
D2 ||| D#4 ||| 0.025
D2 ||| A-3 ||| 0.111111111111
D2 ||| C4 ||| 0.0164348925411
D3 ||| G#3 ||| 0.2
D3 ||| G#4 ||| 0.0471698113208
D3 ||| G4 ||| 0.0432551319648
D3 ||| F#4 ||| 0.448571428571
D3 ||| B-3 ||| 0.112244897959
D3 ||| A3 ||| 0.193277310924
D3 ||| E#4 ||| 0.222222222222
D3 ||| A4 ||| 0.100741656366
D3 ||| B-4 ||| 0.0273037542662
D3 ||| E5 ||| 0.0245901639344
D3 ||| E4 ||| 0.0666666666667
D3 ||| D#4 ||| 0.025
D3 ||| A-4 ||| 0.048951048951
D3 ||| C5 ||| 0.0533854166667
D3 ||| C4 ||| 0.0714285714286
D3 ||| E-4 ||| 0.0185185185185
D3 ||| F#3 ||| 0.2
D3 ||| G3 ||| 0.00442477876106
D3 ||| B#3 ||| 0.117647058824
D3 ||| F3 ||| 0.181818181818
D3 ||| F4 ||| 0.233791748527
D3 ||| B4 ||| 0.106341463415
D3 ||| B3 ||| 0.0860927152318
D3 ||| D4 ||| 0.139085640695
D3 ||| D5 ||| 0.0906801007557
