G#3 ||| G4 ||| 0.00134498991258
E-4 ||| A5 ||| 0.00558659217877
E-4 ||| A4 ||| 0.00250208507089
E-4 ||| B-4 ||| 0.165975103734
E-4 ||| D5 ||| 0.00344827586207
E-4 ||| A-4 ||| 0.0161290322581
E-4 ||| C5 ||| 0.0341121495327
R ||| G5 ||| 0.00124223602484
R ||| G4 ||| 0.0053799596503
R ||| F4 ||| 0.00496688741722
R ||| A3 ||| 0.0625
R ||| A5 ||| 0.0111731843575
R ||| E4 ||| 0.00537634408602
R ||| D4 ||| 0.00578034682081
R ||| C5 ||| 0.000934579439252
D-4 ||| G5 ||| 0.00124223602484
D-4 ||| C5 ||| 0.00420560747664
D-4 ||| B-4 ||| 0.0705394190871
D-4 ||| A-4 ||| 0.0322580645161
E-3 ||| G4 ||| 0.0114324142569
E-3 ||| F4 ||| 0.00662251655629
E-3 ||| E-4 ||| 0.12962962963
E-3 ||| A3 ||| 0.0625
E-3 ||| B-4 ||| 0.0207468879668
E-3 ||| D4 ||| 0.00385356454721
E-3 ||| A-4 ||| 0.0806451612903
E-3 ||| C4 ||| 0.0352941176471
F#4 ||| G5 ||| 0.00496894409938
F#4 ||| B4 ||| 0.0045871559633
F#4 ||| A5 ||| 0.072625698324
F#4 ||| A4 ||| 0.00583819849875
F#4 ||| E5 ||| 0.00487210718636
F#4 ||| D5 ||| 0.0152709359606
F#4 ||| C5 ||| 0.00654205607477
A-3 ||| F4 ||| 0.0364238410596
A-3 ||| E-5 ||| 0.0275229357798
A-3 ||| E-4 ||| 0.12962962963
A-3 ||| B-4 ||| 0.0124481327801
A-3 ||| D4 ||| 0.0115606936416
A-3 ||| D5 ||| 0.00147783251232
A-3 ||| A-4 ||| 0.0806451612903
A-3 ||| C5 ||| 0.0088785046729
A-3 ||| C4 ||| 0.00392156862745
B#3 ||| E#4 ||| 0.214285714286
B#3 ||| G4 ||| 0.00268997982515
B#3 ||| G#4 ||| 0.0555555555556
G3,G3 ||| C5 ||| 0.000467289719626
F3 ||| G4 ||| 0.0356422326833
F3 ||| F4 ||| 0.12417218543
F3 ||| F5 ||| 0.00634920634921
F3 ||| D5 ||| 0.00197044334975
F3 ||| B4 ||| 0.0344036697248
F3 ||| E-4 ||| 0.0740740740741
F3 ||| A3 ||| 0.125
F3 ||| G#4 ||| 0.0555555555556
F3 ||| B-4 ||| 0.0622406639004
F3 ||| B3 ||| 0.208333333333
F3 ||| E5 ||| 0.000609013398295
F3 ||| E4 ||| 0.0179211469534
F3 ||| D4 ||| 0.279383429672
F3 ||| C4 ||| 0.117647058824
F3 ||| A-4 ||| 0.0483870967742
F3 ||| C5 ||| 0.00654205607477
F3 ||| A4 ||| 0.0850708924103
F4 ||| B4 ||| 0.0435779816514
F4 ||| G5 ||| 0.0745341614907
F4 ||| G4 ||| 0.000672494956288
F4 ||| F5 ||| 0.118518518519
F4 ||| E-5 ||| 0.165137614679
F4 ||| B5 ||| 0.166666666667
F4 ||| A5 ||| 0.391061452514
F4 ||| A4 ||| 0.0116763969975
F4 ||| B-4 ||| 0.045643153527
F4 ||| B-5 ||| 0.2
F4 ||| E5 ||| 0.0225334957369
F4 ||| D5 ||| 0.168965517241
F4 ||| A-4 ||| 0.0322580645161
F4 ||| C5 ||| 0.0822429906542
A-4 ||| F5 ||| 0.0021164021164
A-4 ||| E-5 ||| 0.0183486238532
A-4 ||| B-4 ||| 0.0165975103734
A-4 ||| D5 ||| 0.000492610837438
A-4 ||| A-4 ||| 0.0161290322581
A-4 ||| C5 ||| 0.0018691588785
B4 ||| G5 ||| 0.0186335403727
B4 ||| G4 ||| 0.000672494956288
B4 ||| F5 ||| 0.0042328042328
B4 ||| B5 ||| 0.0833333333333
B4 ||| E5 ||| 0.00365408038977
B4 ||| D5 ||| 0.00541871921182
C5 ||| G5 ||| 0.0149068322981
C5 ||| F#5 ||| 0.0185185185185
C5 ||| B5 ||| 0.0833333333333
C5 ||| A5 ||| 0.0502793296089
C5 ||| E5 ||| 0.00548112058465
C5 ||| D5 ||| 0.000492610837438
C5 ||| F5 ||| 0.0031746031746
B2 ||| E4 ||| 0.00358422939068
B2 ||| D4 ||| 0.0019267822736
B2 ||| G4 ||| 0.000672494956288
B2 ||| F4 ||| 0.00165562913907
B3 ||| G5 ||| 0.0260869565217
B3 ||| G4 ||| 0.238735709482
B3 ||| F#4 ||| 0.0909090909091
B3 ||| F5 ||| 0.0359788359788
B3 ||| F4 ||| 0.046357615894
B3 ||| B4 ||| 0.0871559633028
B3 ||| G#4 ||| 0.166666666667
B3 ||| E5 ||| 0.063946406821
B3 ||| E4 ||| 0.0197132616487
B3 ||| D4 ||| 0.0269749518304
B3 ||| D5 ||| 0.191133004926
B3 ||| A-4 ||| 0.0161290322581
B3 ||| C5 ||| 0.0191588785047
B3 ||| A4 ||| 0.047539616347
D4 ||| B4 ||| 0.383027522936
D4 ||| G5 ||| 0.234782608696
D4 ||| G4 ||| 0.0504371217216
D4 ||| F#4 ||| 0.025974025974
D4 ||| F#5 ||| 0.462962962963
D4 ||| F5 ||| 0.237037037037
D4 ||| C#5 ||| 0.0740740740741
D4 ||| F4 ||| 0.0115894039735
D4 ||| E-5 ||| 0.0275229357798
D4 ||| E#4 ||| 0.0714285714286
D4 ||| A5 ||| 0.0558659217877
D4 ||| G#4 ||| 0.0277777777778
D4 ||| B-4 ||| 0.273858921162
D4 ||| B-5 ||| 0.4
D4 ||| E5 ||| 0.063946406821
D4 ||| E4 ||| 0.00358422939068
D4 ||| D4 ||| 0.0019267822736
D4 ||| D5 ||| 0.133497536946
D4 ||| C5 ||| 0.0598130841121
D4 ||| A4 ||| 0.168473728107
D5 ||| A5 ||| 0.0111731843575
D5 ||| F#5 ||| 0.0185185185185
D3 ||| G4 ||| 0.0652320107599
D3 ||| F#4 ||| 0.0779220779221
D3 ||| F4 ||| 0.091059602649
D3 ||| B4 ||| 0.0114678899083
D3 ||| E-4 ||| 0.037037037037
D3 ||| A3 ||| 0.25
D3 ||| A4 ||| 0.00250208507089
D3 ||| B-4 ||| 0.0124481327801
D3 ||| B3 ||| 0.541666666667
D3 ||| E4 ||| 0.010752688172
D3 ||| D4 ||| 0.0789980732177
D3 ||| D5 ||| 0.000985221674877
D3 ||| C5 ||| 0.0018691588785
D3 ||| C4 ||| 0.0313725490196
