G#5 ||| E4 ||| 0.00216294160058
F4 ||| G3 ||| 0.057924888606
F4 ||| B2 ||| 0.125
F4 ||| D3 ||| 0.216535433071
F4 ||| A3 ||| 0.171028037383
F4 ||| C#3 ||| 0.2
F4 ||| R ||| 0.00993377483444
F4 ||| B-3 ||| 0.159509202454
F4 ||| G#3 ||| 0.0144927536232
F4 ||| F3 ||| 0.149402390438
F4 ||| E-3 ||| 0.078431372549
F4 ||| B3 ||| 0.0244755244755
F4 ||| C3 ||| 0.301886792453
F4 ||| A-3 ||| 0.31884057971
F4 ||| D4 ||| 0.00424242424242
F4 ||| E3 ||| 0.0293453724605
F4 ||| C4 ||| 0.0167464114833
F5 ||| F4 ||| 0.126410835214
F5 ||| G4 ||| 0.0843558282209
F5 ||| G3 ||| 0.008911521324
F5 ||| C#4 ||| 0.0958904109589
F5 ||| B4 ||| 0.105263157895
F5 ||| E-4 ||| 0.0176470588235
F5 ||| A3 ||| 0.0327102803738
F5 ||| F3 ||| 0.0119521912351
F5 ||| G#4 ||| 0.307692307692
F5 ||| B-4 ||| 0.1
F5 ||| B3 ||| 0.0297202797203
F5 ||| E4 ||| 0.0259552992069
F5 ||| D4 ||| 0.135757575758
F5 ||| C4 ||| 0.0971291866029
F5 ||| A-4 ||| 0.142857142857
F5 ||| C5 ||| 0.0833333333333
F5 ||| A4 ||| 0.374677002584
A-4 ||| F3 ||| 0.00597609561753
A-4 ||| F4 ||| 0.00225733634312
A-4 ||| E-4 ||| 0.00588235294118
A-4 ||| B-3 ||| 0.0490797546012
A-4 ||| D-4 ||| 0.0689655172414
A-4 ||| E-3 ||| 0.0980392156863
A-4 ||| B3 ||| 0.000874125874126
A-4 ||| A-3 ||| 0.0724637681159
A-4 ||| A-4 ||| 0.0714285714286
A-4 ||| C4 ||| 0.0124401913876
B4 ||| F#4 ||| 0.0493827160494
B4 ||| G4 ||| 0.0199386503067
B4 ||| G3 ||| 0.0954805856143
B4 ||| F4 ||| 0.0428893905192
B4 ||| F3 ||| 0.0597609561753
B4 ||| A3 ||| 0.0345794392523
B4 ||| D3 ||| 0.0393700787402
B4 ||| G#3 ||| 0.289855072464
B4 ||| F#3 ||| 0.1
B4 ||| A4 ||| 0.00516795865633
B4 ||| B3 ||| 0.0664335664336
B4 ||| E4 ||| 0.0728190338861
B4 ||| D#4 ||| 0.5
B4 ||| D4 ||| 0.202424242424
B4 ||| E3 ||| 0.0112866817156
B4 ||| C4 ||| 0.0114832535885
B5 ||| B4 ||| 0.0263157894737
B5 ||| E4 ||| 0.000720980533526
B5 ||| G4 ||| 0.00536809815951
B5 ||| F4 ||| 0.00225733634312
B5 ||| C5 ||| 0.0277777777778
B3 ||| F3 ||| 0.00996015936255
B3 ||| G3 ||| 0.00127307447486
B3 ||| D3 ||| 0.0511811023622
B3 ||| E3 ||| 0.00902934537246
D4 ||| F#3 ||| 0.0615384615385
D4 ||| G3 ||| 0.13112667091
D4 ||| B2 ||| 0.125
D4 ||| A3 ||| 0.0635514018692
D4 ||| D3 ||| 0.161417322835
D4 ||| R ||| 0.00993377483444
D4 ||| G#3 ||| 0.0289855072464
D4 ||| F3 ||| 0.288844621514
D4 ||| E-3 ||| 0.0392156862745
D4 ||| B3 ||| 0.0122377622378
D4 ||| C3 ||| 0.00943396226415
D4 ||| A-3 ||| 0.0869565217391
D4 ||| D4 ||| 0.000606060606061
D4 ||| E3 ||| 0.0361173814898
D4 ||| C4 ||| 0.00191387559809
D5 ||| G#3 ||| 0.0434782608696
D5 ||| G#4 ||| 0.307692307692
D5 ||| G4 ||| 0.304447852761
D5 ||| F#4 ||| 0.382716049383
D5 ||| B-3 ||| 0.0766871165644
D5 ||| A3 ||| 0.115887850467
D5 ||| A4 ||| 0.206718346253
D5 ||| E4 ||| 0.0656092285508
D5 ||| A-3 ||| 0.0434782608696
D5 ||| A-4 ||| 0.0714285714286
D5 ||| C5 ||| 0.0277777777778
D5 ||| C4 ||| 0.0980861244019
D5 ||| C#4 ||| 0.041095890411
D5 ||| E-4 ||| 0.0411764705882
D5 ||| F#3 ||| 0.0230769230769
D5 ||| G3 ||| 0.0210057288351
D5 ||| F3 ||| 0.00796812749004
D5 ||| F4 ||| 0.387133182844
D5 ||| B4 ||| 0.289473684211
D5 ||| B3 ||| 0.339160839161
D5 ||| D4 ||| 0.164242424242
D5 ||| D3 ||| 0.00787401574803
