G#3 ||| B2 ||| 0.00387596899225
B-4 ||| C4 ||| 0.00659848234906
B-5 ||| G4 ||| 0.00483870967742
E5 ||| G#3 ||| 0.0718446601942
E5 ||| G#4 ||| 0.603773584906
E5 ||| G4 ||| 0.162903225806
E5 ||| F#4 ||| 0.149350649351
E5 ||| B-3 ||| 0.0378378378378
E5 ||| A3 ||| 0.0786136939983
E5 ||| A2 ||| 0.00625
E5 ||| A4 ||| 0.416201117318
E5 ||| B-4 ||| 0.733333333333
E5 ||| C3 ||| 0.0114441416894
E5 ||| E4 ||| 0.260553129549
E5 ||| D#4 ||| 0.0547945205479
E5 ||| C5 ||| 0.222222222222
E5 ||| C4 ||| 0.168261299901
E5 ||| C#4 ||| 0.484848484848
E5 ||| C#3 ||| 0.0347222222222
E5 ||| A#3 ||| 0.166666666667
E5 ||| F#3 ||| 0.0224719101124
E5 ||| G3 ||| 0.014272970562
E5 ||| F3 ||| 0.00443066016837
E5 ||| F4 ||| 0.0391891891892
E5 ||| B4 ||| 0.16393442623
E5 ||| R ||| 0.00251889168766
E5 ||| E3 ||| 0.0296052631579
E5 ||| B3 ||| 0.0362985685072
E5 ||| D4 ||| 0.0969855832241
E5 ||| D5 ||| 1.0
E5 ||| D3 ||| 0.00421545667447
E4 ||| G#3 ||| 0.170873786408
E4 ||| G#2 ||| 0.425925925926
E4 ||| F#3 ||| 0.059925093633
E4 ||| G3 ||| 0.0502527505204
E4 ||| G2 ||| 0.0616883116883
E4 ||| B-2 ||| 0.0967741935484
E4 ||| B-3 ||| 0.0324324324324
E4 ||| A3 ||| 0.136658213581
E4 ||| A2 ||| 0.45625
E4 ||| C3 ||| 0.211444141689
E4 ||| C2 ||| 0.133333333333
E4 ||| A-3 ||| 0.142857142857
E4 ||| D#3 ||| 0.0166666666667
E4 ||| E3 ||| 0.133552631579
E4 ||| C4 ||| 0.024744308809
E4 ||| C#4 ||| 0.0121212121212
E4 ||| C#3 ||| 0.395833333333
E4 ||| C#2 ||| 1.0
E4 ||| A#3 ||| 0.166666666667
E4 ||| R ||| 0.00251889168766
E4 ||| E4 ||| 0.00436681222707
E4 ||| F2 ||| 0.0714285714286
E4 ||| F3 ||| 0.0319007532122
E4 ||| B2 ||| 0.116279069767
E4 ||| B3 ||| 0.0168711656442
E4 ||| D4 ||| 0.00589777195282
E4 ||| E2 ||| 0.262295081967
E4 ||| D2 ||| 0.0666666666667
E4 ||| D3 ||| 0.0627634660422
D#4 ||| F#3 ||| 0.0131086142322
D#4 ||| F3 ||| 0.00132919805051
D#4 ||| A3 ||| 0.000845308537616
D#4 ||| A2 ||| 0.0075
D#4 ||| B2 ||| 0.0193798449612
D#4 ||| B3 ||| 0.000511247443763
D#4 ||| E3 ||| 0.000657894736842
D#5 ||| F#3 ||| 0.0337078651685
D#5 ||| F#4 ||| 0.025974025974
D#5 ||| B4 ||| 0.016393442623
D#5 ||| A3 ||| 0.00197238658777
D#5 ||| B2 ||| 0.0116279069767
D#5 ||| B3 ||| 0.0199386503067
D#5 ||| E4 ||| 0.00291120815138
D#5 ||| C4 ||| 0.000329924117453
D#5 ||| G3 ||| 0.000297353553375
A-4 ||| F3 ||| 0.000443066016837
A-4 ||| G3 ||| 0.000297353553375
A-4 ||| B-3 ||| 0.00540540540541
A-4 ||| B3 ||| 0.00102249488753
A-4 ||| A-3 ||| 0.285714285714
A-4 ||| D3 ||| 0.000468384074941
C5 ||| G#3 ||| 0.00776699029126
C5 ||| G4 ||| 0.112903225806
C5 ||| F#4 ||| 0.0324675324675
C5 ||| G2 ||| 0.0194805194805
C5 ||| B-3 ||| 0.167567567568
C5 ||| A3 ||| 0.256973795435
C5 ||| A2 ||| 0.01875
C5 ||| A4 ||| 0.120111731844
C5 ||| C3 ||| 0.154768392371
C5 ||| E4 ||| 0.18922852984
C5 ||| A-3 ||| 0.285714285714
C5 ||| D#3 ||| 0.0166666666667
C5 ||| E3 ||| 0.118092105263
C5 ||| C4 ||| 0.281755196305
C5 ||| E-4 ||| 0.333333333333
C5 ||| R ||| 0.0151133501259
C5 ||| E-3 ||| 0.1
C5 ||| G3 ||| 0.105857865001
C5 ||| D#4 ||| 0.123287671233
C5 ||| F3 ||| 0.211342490031
C5 ||| F4 ||| 0.295945945946
C5 ||| F#3 ||| 0.129213483146
C5 ||| B2 ||| 0.00968992248062
C5 ||| B3 ||| 0.090490797546
C5 ||| D4 ||| 0.111402359109
C5 ||| D2 ||| 0.0666666666667
C5 ||| D3 ||| 0.0758782201405
C4 ||| F#2 ||| 0.25
C4 ||| F3 ||| 0.0429774036331
C4 ||| G3 ||| 0.00564971751412
C4 ||| G2 ||| 0.0422077922078
C4 ||| F4 ||| 0.00135135135135
C4 ||| B3 ||| 0.00153374233129
C4 ||| F2 ||| 0.185714285714
C4 ||| D3 ||| 0.0271662763466
C4 ||| B-2 ||| 0.0322580645161
C4 ||| B-3 ||| 0.00540540540541
C4 ||| A3 ||| 0.0126796280642
C4 ||| G#2 ||| 0.0185185185185
C4 ||| B2 ||| 0.0077519379845
C4 ||| C2 ||| 0.0666666666667
C4 ||| C3 ||| 0.0452316076294
C4 ||| E4 ||| 0.000727802037846
C4 ||| E2 ||| 0.0491803278689
C4 ||| A2 ||| 0.07625
C4 ||| E3 ||| 0.0200657894737
C4 ||| C4 ||| 0.00428901352689
C#5 ||| G4 ||| 0.00483870967742
C#5 ||| F#4 ||| 0.00649350649351
C#5 ||| A#2 ||| 1.0
C#5 ||| F4 ||| 0.0027027027027
C#5 ||| F3 ||| 0.00177226406735
C#5 ||| F#3 ||| 0.00187265917603
C#5 ||| A#3 ||| 0.666666666667
C#5 ||| B-3 ||| 0.00540540540541
C#5 ||| A3 ||| 0.025641025641
C#5 ||| A2 ||| 0.0025
C#5 ||| A4 ||| 0.0251396648045
C#5 ||| B3 ||| 0.00204498977505
C#5 ||| E4 ||| 0.0174672489083
C#5 ||| D4 ||| 0.00393184796855
C#5 ||| D3 ||| 0.000468384074941
C#5 ||| E3 ||| 0.00789473684211
C#5 ||| G3 ||| 0.000892060660125
C#4 ||| F2 ||| 0.0285714285714
C#4 ||| F3 ||| 0.000886132033673
C#4 ||| G3 ||| 0.00148676776687
C#4 ||| G2 ||| 0.00974025974026
C#4 ||| B-3 ||| 0.00540540540541
C#4 ||| A3 ||| 0.00225415610031
C#4 ||| A2 ||| 0.0575
C#4 ||| D3 ||| 0.000468384074941
C#4 ||| E3 ||| 0.00263157894737
C#4 ||| E2 ||| 0.0327868852459
E-5 ||| F#3 ||| 0.00561797752809
E-5 ||| F#4 ||| 0.00649350649351
E-5 ||| E-4 ||| 0.166666666667
E-5 ||| A3 ||| 0.000281769512539
E-5 ||| F3 ||| 0.000443066016837
E-5 ||| G3 ||| 0.000297353553375
E-4 ||| F2 ||| 0.0142857142857
E-4 ||| F#3 ||| 0.00187265917603
E-4 ||| F3 ||| 0.000886132033673
R ||| F#3 ||| 0.00187265917603
R ||| G3 ||| 0.000297353553375
R ||| R ||| 0.937027707809
R ||| B3 ||| 0.00102249488753
R ||| E4 ||| 0.00145560407569
R ||| D4 ||| 0.00131061598952
R ||| C4 ||| 0.000989772352359
A#4 ||| F#3 ||| 0.00187265917603
A#4 ||| E3 ||| 0.000328947368421
G3 ||| F3 ||| 0.000443066016837
G3 ||| G2 ||| 0.00324675324675
G3 ||| B-2 ||| 0.0322580645161
G3 ||| B2 ||| 0.00387596899225
G3 ||| C3 ||| 0.00599455040872
G3 ||| C2 ||| 0.533333333333
G3 ||| D3 ||| 0.000468384074941
G3 ||| E3 ||| 0.000657894736842
F3 ||| C3 ||| 0.000544959128065
F3 ||| B2 ||| 0.00193798449612
F4 ||| G#3 ||| 0.0466019417476
F4 ||| G#2 ||| 0.12962962963
F4 ||| G3 ||| 0.0416294974725
F4 ||| G2 ||| 0.0584415584416
F4 ||| B-2 ||| 0.290322580645
F4 ||| B-3 ||| 0.102702702703
F4 ||| A3 ||| 0.0262045646661
F4 ||| A2 ||| 0.0525
F4 ||| A4 ||| 0.00279329608939
F4 ||| C3 ||| 0.0321525885559
F4 ||| C2 ||| 0.0666666666667
F4 ||| A-3 ||| 0.142857142857
F4 ||| E3 ||| 0.0269736842105
F4 ||| C4 ||| 0.00626855823161
F4 ||| C#3 ||| 0.0694444444444
F4 ||| E-3 ||| 0.2
F4 ||| E4 ||| 0.00218340611354
F4 ||| F2 ||| 0.171428571429
F4 ||| F3 ||| 0.0806380150642
F4 ||| F4 ||| 0.00135135135135
F4 ||| B2 ||| 0.0988372093023
F4 ||| B3 ||| 0.0112474437628
F4 ||| D4 ||| 0.019003931848
F4 ||| D2 ||| 0.133333333333
F4 ||| D3 ||| 0.16206088993
F5 ||| G4 ||| 0.0693548387097
F5 ||| G3 ||| 0.009515313708
F5 ||| F4 ||| 0.141891891892
F5 ||| A3 ||| 0.00929839391378
F5 ||| B4 ||| 0.0491803278689
F5 ||| B-3 ||| 0.0432432432432
F5 ||| G#3 ||| 0.0116504854369
F5 ||| F3 ||| 0.00886132033673
F5 ||| D-4 ||| 0.5
F5 ||| A4 ||| 0.103351955307
F5 ||| B-4 ||| 0.0666666666667
F5 ||| B3 ||| 0.0204498977505
F5 ||| E4 ||| 0.0371179039301
F5 ||| D4 ||| 0.138269986894
F5 ||| C4 ||| 0.0115473441109
F5 ||| D3 ||| 0.00374707259953
F5 ||| C5 ||| 0.0138888888889
F5 ||| G#4 ||| 0.0943396226415
C6 ||| F4 ||| 0.00135135135135
C6 ||| B4 ||| 0.016393442623
C6 ||| A4 ||| 0.0111731843575
C6 ||| E4 ||| 0.000727802037846
C6 ||| C4 ||| 0.000989772352359
C6 ||| C5 ||| 0.0138888888889
C6 ||| G3 ||| 0.00059470710675
B4 ||| G#3 ||| 0.565048543689
B4 ||| G#2 ||| 0.222222222222
B4 ||| G4 ||| 0.132258064516
B4 ||| F#4 ||| 0.012987012987
B4 ||| G2 ||| 0.100649350649
B4 ||| A3 ||| 0.072696534235
B4 ||| A2 ||| 0.02125
B4 ||| A4 ||| 0.0167597765363
B4 ||| C3 ||| 0.0136239782016
B4 ||| E4 ||| 0.109170305677
B4 ||| A-3 ||| 0.142857142857
B4 ||| D#3 ||| 0.0583333333333
B4 ||| E3 ||| 0.0677631578947
B4 ||| C4 ||| 0.0230946882217
B4 ||| C#4 ||| 0.0121212121212
B4 ||| C#3 ||| 0.00694444444444
B4 ||| F#3 ||| 0.0430711610487
B4 ||| G3 ||| 0.320547130538
B4 ||| D#4 ||| 0.260273972603
B4 ||| F2 ||| 0.0285714285714
B4 ||| F3 ||| 0.0624723083739
B4 ||| F4 ||| 0.0797297297297
B4 ||| R ||| 0.0277078085642
B4 ||| B2 ||| 0.0271317829457
B4 ||| B3 ||| 0.0910020449898
B4 ||| D4 ||| 0.10878112713
B4 ||| D3 ||| 0.0978922716628
B5 ||| G4 ||| 0.00806451612903
B5 ||| G#3 ||| 0.00194174757282
B5 ||| F3 ||| 0.000886132033673
B5 ||| G#4 ||| 0.301886792453
B5 ||| B3 ||| 0.000511247443763
B5 ||| E4 ||| 0.000727802037846
B5 ||| D4 ||| 0.00262123197903
B5 ||| A4 ||| 0.0195530726257
B3 ||| F2 ||| 0.0857142857143
B3 ||| F3 ||| 0.00398759415153
B3 ||| G3 ||| 0.00416294974725
B3 ||| G2 ||| 0.100649350649
B3 ||| D3 ||| 0.0112412177986
B3 ||| A3 ||| 0.000845308537616
B3 ||| G#2 ||| 0.037037037037
B3 ||| B2 ||| 0.00387596899225
B3 ||| C3 ||| 0.00217983651226
B3 ||| E2 ||| 0.213114754098
B3 ||| D#3 ||| 0.025
B3 ||| E3 ||| 0.0223684210526
B3 ||| A2 ||| 0.00375
D4 ||| G#3 ||| 0.0252427184466
D4 ||| G#2 ||| 0.148148148148
D4 ||| F#2 ||| 0.25
D4 ||| F#3 ||| 0.0823970037453
D4 ||| G3 ||| 0.0487659827535
D4 ||| G2 ||| 0.288961038961
D4 ||| B-2 ||| 0.41935483871
D4 ||| B-3 ||| 0.027027027027
D4 ||| A3 ||| 0.00704423781347
D4 ||| A2 ||| 0.04125
D4 ||| C3 ||| 0.0277929155313
D4 ||| E4 ||| 0.00218340611354
D4 ||| E3 ||| 0.0302631578947
D4 ||| E2 ||| 0.114754098361
D4 ||| C#3 ||| 0.0277777777778
D4 ||| F2 ||| 0.1
D4 ||| F3 ||| 0.0717766947275
D4 ||| F4 ||| 0.0027027027027
D4 ||| B2 ||| 0.217054263566
D4 ||| B3 ||| 0.0158486707566
D4 ||| D4 ||| 0.00393184796855
D4 ||| C4 ||| 0.00230946882217
D4 ||| D2 ||| 0.2
D4 ||| D3 ||| 0.0604215456674
D5 ||| G#3 ||| 0.0815533980583
D5 ||| G4 ||| 0.201612903226
D5 ||| F#4 ||| 0.428571428571
D5 ||| B-3 ||| 0.194594594595
D5 ||| A3 ||| 0.0233868695407
D5 ||| A2 ||| 0.00125
D5 ||| A4 ||| 0.0279329608939
D5 ||| B-4 ||| 0.0666666666667
D5 ||| C3 ||| 0.0108991825613
D5 ||| E4 ||| 0.0866084425036
D5 ||| E3 ||| 0.0220394736842
D5 ||| C4 ||| 0.0831408775982
D5 ||| C#4 ||| 0.0121212121212
D5 ||| F#3 ||| 0.0486891385768
D5 ||| G3 ||| 0.0701754385965
D5 ||| F3 ||| 0.0265839610102
D5 ||| F4 ||| 0.182432432432
D5 ||| B4 ||| 0.0983606557377
D5 ||| R ||| 0.00503778337531
D5 ||| C5 ||| 0.0416666666667
D5 ||| B2 ||| 0.0368217054264
D5 ||| B3 ||| 0.280163599182
D5 ||| D4 ||| 0.203145478375
D5 ||| D3 ||| 0.0426229508197
