G#3 ||| B4 ||| 0.00046403712297
A4 ||| G#5 ||| 0.00709219858156
A4 ||| D#5 ||| 0.135135135135
A4 ||| C6 ||| 0.0020202020202
A4 ||| C5 ||| 0.333707234997
A4 ||| F5 ||| 0.206516027325
B-4 ||| G5 ||| 0.0257275411219
B-4 ||| F5 ||| 0.0126116657909
B-4 ||| A5 ||| 0.00423985463356
B-4 ||| B-4 ||| 0.03125
B-4 ||| E5 ||| 0.0150998538724
B-4 ||| D5 ||| 0.00978915662651
B-4 ||| C5 ||| 0.00757150869321
B-5 ||| E6 ||| 0.00420168067227
B-5 ||| F6 ||| 0.0338983050847
E5 ||| G5 ||| 0.184732180515
E5 ||| F#5 ||| 0.0741626794258
E5 ||| F6 ||| 0.0508474576271
E5 ||| C#6 ||| 0.9
E5 ||| B4 ||| 0.00092807424594
E5 ||| B5 ||| 0.2509765625
E5 ||| A5 ||| 0.219261053907
E5 ||| A4 ||| 0.000969461948619
E5 ||| B-5 ||| 0.189189189189
E5 ||| E5 ||| 0.0165611300536
E5 ||| G#5 ||| 0.425531914894
E5 ||| E6 ||| 0.113445378151
E5 ||| D6 ||| 0.104651162791
E5 ||| C6 ||| 0.455555555556
E5 ||| C5 ||| 0.000280426247897
E5 ||| F5 ||| 0.033105622701
E4 ||| G5 ||| 0.00548291859975
E4 ||| G4 ||| 0.364277320799
E4 ||| F#4 ||| 0.292682926829
E4 ||| F#5 ||| 0.00478468899522
E4 ||| F5 ||| 0.00210194429848
E4 ||| C#5 ||| 0.272727272727
E4 ||| F4 ||| 0.16170212766
E4 ||| B4 ||| 0.123897911833
E4 ||| A5 ||| 0.0030284675954
E4 ||| G#4 ||| 0.695652173913
E4 ||| B-4 ||| 0.0625
E4 ||| E5 ||| 0.0275207014126
E4 ||| E4 ||| 0.0830670926518
E4 ||| D5 ||| 0.0135542168675
E4 ||| C5 ||| 0.146102075154
E4 ||| A4 ||| 0.343189529811
D#4 ||| G4 ||| 0.00235017626322
D#4 ||| F#4 ||| 0.170731707317
D#4 ||| B4 ||| 0.00232018561485
D#4 ||| G#4 ||| 0.00724637681159
D#4 ||| C5 ||| 0.00140213123948
D#4 ||| A4 ||| 0.00727096461464
D#5 ||| G5 ||| 0.00126528890763
D#5 ||| F#5 ||| 0.11961722488
D#5 ||| B5 ||| 0.005859375
D#5 ||| A5 ||| 0.0127195639007
D#5 ||| E5 ||| 0.0002435460302
D#5 ||| C6 ||| 0.0020202020202
C6 ||| E6 ||| 0.0378151260504
C6 ||| C6 ||| 0.0020202020202
C5 ||| B4 ||| 0.00185614849188
C5 ||| G5 ||| 0.239139603543
C5 ||| E6 ||| 0.0336134453782
C5 ||| F#5 ||| 0.275119617225
C5 ||| F6 ||| 0.0508474576271
C5 ||| D5 ||| 0.116214859438
C5 ||| E-5 ||| 1.0
C5 ||| B5 ||| 0.0087890625
C5 ||| R ||| 0.00554016620499
C5 ||| A5 ||| 0.278619018776
C5 ||| A4 ||| 0.00387784779447
C5 ||| B-5 ||| 0.216216216216
C5 ||| E5 ||| 0.369459327813
C5 ||| G#5 ||| 0.0283687943262
C5 ||| D#5 ||| 0.0540540540541
C5 ||| D6 ||| 0.00697674418605
C5 ||| C6 ||| 0.0565656565657
C5 ||| C5 ||| 0.0426247896803
C5 ||| F5 ||| 0.26274303731
C4 ||| G5 ||| 0.00210881484606
C4 ||| G4 ||| 0.048178613396
C4 ||| F#4 ||| 0.146341463415
C4 ||| F5 ||| 0.00630583289543
C4 ||| F4 ||| 0.195744680851
C4 ||| B4 ||| 0.00232018561485
C4 ||| A4 ||| 0.0639844886088
C4 ||| E5 ||| 0.00462737457379
C4 ||| E4 ||| 0.341853035144
C4 ||| D4 ||| 0.239583333333
C4 ||| D5 ||| 0.000251004016064
C4 ||| C5 ||| 0.00925406618059
C#5 ||| G5 ||| 0.0113876001687
C#5 ||| D5 ||| 0.000251004016064
C#5 ||| F#5 ||| 0.00956937799043
C#5 ||| B5 ||| 0.00390625
C#5 ||| A5 ||| 0.023016353725
C#5 ||| A4 ||| 0.000969461948619
C#5 ||| E5 ||| 0.0209449585972
C#5 ||| E6 ||| 0.00840336134454
C#5 ||| F5 ||| 0.00683131897005
C#4 ||| G4 ||| 0.0141010575793
C#4 ||| F4 ||| 0.0170212765957
C#4 ||| B4 ||| 0.00046403712297
C#4 ||| A4 ||| 0.00920988851188
C#4 ||| E4 ||| 0.124600638978
C#4 ||| D4 ||| 0.03125
E-5 ||| G5 ||| 0.000421762969211
E-5 ||| A5 ||| 0.0030284675954
E-5 ||| C6 ||| 0.0010101010101
E-5 ||| B-5 ||| 0.027027027027
E-4 ||| A4 ||| 0.00145419292293
E-4 ||| C5 ||| 0.000280426247897
R ||| G5 ||| 0.00421762969211
R ||| F#5 ||| 0.00478468899522
R ||| R ||| 0.994459833795
R ||| A5 ||| 0.000605693519079
R ||| A4 ||| 0.000484730974309
R ||| E5 ||| 0.0014612761812
R ||| G#5 ||| 0.0141843971631
R ||| D5 ||| 0.00100401606426
R ||| C6 ||| 0.0020202020202
R ||| C5 ||| 0.000560852495794
R ||| F5 ||| 0.00157645822386
A#4 ||| E5 ||| 0.000487092060399
G3 ||| E4 ||| 0.0127795527157
G3 ||| C#4 ||| 0.333333333333
G3 ||| D4 ||| 0.0416666666667
G3 ||| C4 ||| 0.894736842105
F3 ||| D4 ||| 0.0104166666667
F4 ||| G5 ||| 0.00253057781527
F4 ||| G4 ||| 0.0975323149236
F4 ||| F4 ||| 0.0127659574468
F4 ||| F5 ||| 0.0241723594325
F4 ||| B4 ||| 0.0941995359629
F4 ||| A5 ||| 0.00545124167171
F4 ||| G#4 ||| 0.0797101449275
F4 ||| B-4 ||| 0.09375
F4 ||| B-5 ||| 0.0540540540541
F4 ||| E5 ||| 0.00633219678519
F4 ||| D5 ||| 0.0577309236948
F4 ||| C5 ||| 0.038137969714
F4 ||| A4 ||| 0.145904023267
F5 ||| G6 ||| 0.142857142857
F5 ||| G5 ||| 0.0206663854914
F5 ||| D5 ||| 0.000502008032129
F5 ||| F5 ||| 0.00210194429848
F5 ||| F6 ||| 0.186440677966
F5 ||| B5 ||| 0.142578125
F5 ||| A5 ||| 0.119321623259
F5 ||| B-5 ||| 0.0810810810811
F5 ||| D6 ||| 0.216279069767
F5 ||| G#5 ||| 0.0567375886525
F5 ||| E6 ||| 0.0126050420168
F5 ||| C6 ||| 0.0646464646465
F5 ||| C5 ||| 0.000560852495794
A-4 ||| D5 ||| 0.000251004016064
A-4 ||| F5 ||| 0.00157645822386
A-4 ||| C5 ||| 0.000280426247897
B4 ||| G5 ||| 0.187684521299
B4 ||| G4 ||| 0.00587544065805
B4 ||| F#5 ||| 0.122009569378
B4 ||| F5 ||| 0.138202837625
B4 ||| D5 ||| 0.310240963855
B4 ||| B4 ||| 0.0185614849188
B4 ||| B5 ||| 0.0263671875
B4 ||| A5 ||| 0.038158691702
B4 ||| G#4 ||| 0.0144927536232
B4 ||| E5 ||| 0.127131027764
B4 ||| G#5 ||| 0.255319148936
B4 ||| D#5 ||| 0.675675675676
B4 ||| C6 ||| 0.0020202020202
B4 ||| C5 ||| 0.0521592821088
B4 ||| A4 ||| 0.00339311682016
B5 ||| D6 ||| 0.0418604651163
B5 ||| B5 ||| 0.0009765625
B5 ||| E6 ||| 0.0420168067227
B5 ||| C6 ||| 0.0030303030303
B5 ||| F6 ||| 0.0169491525424
B3 ||| G5 ||| 0.000843525938423
B3 ||| G4 ||| 0.0364277320799
B3 ||| F#4 ||| 0.0731707317073
B3 ||| F4 ||| 0.0425531914894
B3 ||| B4 ||| 0.00835266821346
B3 ||| G#4 ||| 0.0217391304348
B3 ||| E4 ||| 0.20447284345
B3 ||| D4 ||| 0.302083333333
B3 ||| D5 ||| 0.000251004016064
B3 ||| A4 ||| 0.00290838584586
D4 ||| G5 ||| 0.00337410375369
D4 ||| G4 ||| 0.316098707403
D4 ||| F#4 ||| 0.243902439024
D4 ||| F#5 ||| 0.00478468899522
D4 ||| F5 ||| 0.00578034682081
D4 ||| F4 ||| 0.514893617021
D4 ||| B4 ||| 0.0761020881671
D4 ||| A4 ||| 0.0761027629666
D4 ||| B-4 ||| 0.0625
D4 ||| E5 ||| 0.0019483682416
D4 ||| E4 ||| 0.198083067093
D4 ||| D4 ||| 0.0729166666667
D4 ||| D5 ||| 0.0140562248996
D4 ||| C5 ||| 0.0089736399327
D4 ||| G#4 ||| 0.159420289855
D5 ||| G5 ||| 0.204555040067
D5 ||| G4 ||| 0.00117508813161
D5 ||| F#5 ||| 0.138755980861
D5 ||| F6 ||| 0.101694915254
D5 ||| F5 ||| 0.229111928534
D5 ||| D5 ||| 0.0168172690763
D5 ||| B4 ||| 0.00139211136891
D5 ||| B5 ||| 0.3193359375
D5 ||| A5 ||| 0.149000605694
D5 ||| G#4 ||| 0.00724637681159
D5 ||| B-5 ||| 0.189189189189
D5 ||| E5 ||| 0.0526059425231
D5 ||| G#5 ||| 0.212765957447
D5 ||| E6 ||| 0.0126050420168
D5 ||| D6 ||| 0.144186046512
D5 ||| C6 ||| 0.0979797979798
D5 ||| C5 ||| 0.00168255748738
D5 ||| A4 ||| 0.00242365487155
