G#3 ||| E4 ||| 0.000218914185639
C5 ||| A-4 ||| 0.5
C5 ||| C5 ||| 0.0254163014899
C5 ||| C4 ||| 0.0514385353095
C5 ||| E-5 ||| 0.222222222222
C5 ||| E-4 ||| 0.131578947368
C5 ||| R ||| 0.00255102040816
C5 ||| G3 ||| 0.0344827586207
C5 ||| F4 ||| 0.181133746678
C5 ||| F5 ||| 0.0188679245283
C5 ||| B4 ||| 0.0116845180136
C5 ||| B3 ||| 0.0030487804878
C5 ||| D4 ||| 0.0413618458075
C5 ||| D5 ||| 0.00205338809035
C4 ||| G4 ||| 0.0019512195122
C4 ||| F#4 ||| 0.0020618556701
C4 ||| F4 ||| 0.00531443755536
C4 ||| F3 ||| 0.163120567376
C4 ||| A3 ||| 0.13296398892
C4 ||| B-3 ||| 0.0506329113924
C4 ||| G#3 ||| 0.0257510729614
C4 ||| F#3 ||| 0.228070175439
C4 ||| G3 ||| 0.191091954023
C4 ||| A4 ||| 0.00284090909091
C4 ||| B3 ||| 0.00508130081301
C4 ||| C3 ||| 0.166666666667
C4 ||| E4 ||| 0.00306479859895
C4 ||| D3 ||| 0.0571428571429
C4 ||| E3 ||| 0.173076923077
C4 ||| C4 ||| 0.00639349026446
C#5 ||| G4 ||| 0.0121951219512
C#5 ||| F#4 ||| 0.00618556701031
C#5 ||| C#5 ||| 0.05
C#5 ||| B4 ||| 0.000973709834469
C#5 ||| A3 ||| 0.000692520775623
C#5 ||| A4 ||| 0.0292207792208
C#5 ||| B-4 ||| 0.027027027027
C#5 ||| E5 ||| 0.00378787878788
C#5 ||| E4 ||| 0.010945709282
C#5 ||| D4 ||| 0.000281373100732
C#5 ||| G3 ||| 0.00431034482759
C#4 ||| F3 ||| 0.0141843971631
C#4 ||| F4 ||| 0.00044286979628
C#4 ||| B-3 ||| 0.0316455696203
C#4 ||| A3 ||| 0.0318559556787
C#4 ||| G3 ||| 0.0186781609195
C#4 ||| E3 ||| 0.163461538462
E-5 ||| F4 ||| 0.00088573959256
E-5 ||| A4 ||| 0.000405844155844
E-5 ||| C5 ||| 0.00438212094654
E-4 ||| A3 ||| 0.000692520775623
E-4 ||| C4 ||| 0.000581226387678
R ||| R ||| 0.959183673469
R ||| A3 ||| 0.000692520775623
R ||| G4 ||| 0.000975609756098
R ||| D4 ||| 0.000281373100732
R ||| C5 ||| 0.000876424189308
A#4 ||| C#4 ||| 0.00395256916996
A#4 ||| F#4 ||| 0.0020618556701
A#4 ||| C4 ||| 0.000290613193839
G3 ||| C#4 ||| 0.00395256916996
G3 ||| F3 ||| 0.0141843971631
G3 ||| G3 ||| 0.0014367816092
G3 ||| D3 ||| 0.0857142857143
G3 ||| E3 ||| 0.201923076923
F3 ||| A3 ||| 0.000692520775623
F4 ||| F4 ||| 0.00797165633304
F4 ||| G4 ||| 0.000731707317073
F4 ||| G3 ||| 0.0316091954023
F4 ||| E-4 ||| 0.0263157894737
F4 ||| C#4 ||| 0.00790513833992
F4 ||| A3 ||| 0.105263157895
F4 ||| D3 ||| 0.0571428571429
F4 ||| B4 ||| 0.00292112950341
F4 ||| B-3 ||| 0.113924050633
F4 ||| G#3 ||| 0.0386266094421
F4 ||| F3 ||| 0.0567375886525
F4 ||| A4 ||| 0.00689935064935
F4 ||| B-4 ||| 0.0135135135135
F4 ||| B3 ||| 0.082825203252
F4 ||| E4 ||| 0.0010945709282
F4 ||| A-3 ||| 1.0
F4 ||| D4 ||| 0.103263927968
F4 ||| C5 ||| 0.00262927256792
F4 ||| C4 ||| 0.0915431560593
F5 ||| G4 ||| 0.00951219512195
F5 ||| F4 ||| 0.00930026572188
F5 ||| F5 ||| 0.0377358490566
F5 ||| D5 ||| 0.29568788501
F5 ||| B4 ||| 0.0593962999026
F5 ||| A3 ||| 0.00277008310249
F5 ||| R ||| 0.00510204081633
F5 ||| G#4 ||| 0.0291545189504
F5 ||| B-4 ||| 0.0675675675676
F5 ||| E4 ||| 0.000656742556918
F5 ||| D4 ||| 0.00253235790658
F5 ||| C4 ||| 0.00174367916303
F5 ||| C5 ||| 0.15162138475
F5 ||| A4 ||| 0.0527597402597
C6 ||| E5 ||| 0.0113636363636
C6 ||| G5 ||| 0.142857142857
C6 ||| G4 ||| 0.000975609756098
C6 ||| A4 ||| 0.000811688311688
C6 ||| C5 ||| 0.00262927256792
B4 ||| G4 ||| 0.25512195122
B4 ||| F#4 ||| 0.19587628866
B4 ||| D4 ||| 0.12689926843
B4 ||| F4 ||| 0.294951284322
B4 ||| F3 ||| 0.0354609929078
B4 ||| A3 ||| 0.0103878116343
B4 ||| D5 ||| 0.0266940451745
B4 ||| B4 ||| 0.0214216163583
B4 ||| C5 ||| 0.00613496932515
B4 ||| G#3 ||| 0.0343347639485
B4 ||| R ||| 0.00255102040816
B4 ||| G3 ||| 0.0100574712644
B4 ||| A4 ||| 0.0340909090909
B4 ||| B3 ||| 0.0391260162602
B4 ||| E5 ||| 0.0151515151515
B4 ||| E4 ||| 0.12850262697
B4 ||| D#4 ||| 0.390909090909
B4 ||| C4 ||| 0.0124963673351
B4 ||| A-4 ||| 0.5
B4 ||| E3 ||| 0.00961538461538
B4 ||| G#4 ||| 0.30612244898
B5 ||| F4 ||| 0.00044286979628
B5 ||| F5 ||| 0.132075471698
B5 ||| B4 ||| 0.0107108081792
B5 ||| G#4 ||| 0.00291545189504
B5 ||| E5 ||| 0.0340909090909
B5 ||| D5 ||| 0.0041067761807
B5 ||| C5 ||| 0.00438212094654
B3 ||| F#3 ||| 0.0526315789474
B3 ||| F#4 ||| 0.0020618556701
B3 ||| F4 ||| 0.00177147918512
B3 ||| A3 ||| 0.00969529085873
B3 ||| D3 ||| 0.257142857143
B3 ||| G#3 ||| 0.210300429185
B3 ||| F3 ||| 0.127659574468
B3 ||| G3 ||| 0.0833333333333
B3 ||| B3 ||| 0.0015243902439
B3 ||| C3 ||| 0.166666666667
B3 ||| E4 ||| 0.00262697022767
B3 ||| D#4 ||| 0.00909090909091
B3 ||| D4 ||| 0.00422059651097
B3 ||| E3 ||| 0.0576923076923
B3 ||| C4 ||| 0.000290613193839
D4 ||| G4 ||| 0.00926829268293
D4 ||| F#4 ||| 0.0164948453608
D4 ||| F4 ||| 0.00797165633304
D4 ||| F3 ||| 0.31914893617
D4 ||| A3 ||| 0.148891966759
D4 ||| B4 ||| 0.00194741966894
D4 ||| B-3 ||| 0.158227848101
D4 ||| G#3 ||| 0.184549356223
D4 ||| F#3 ||| 0.421052631579
D4 ||| G3 ||| 0.199712643678
D4 ||| G#4 ||| 0.00583090379009
D4 ||| B-4 ||| 0.00675675675676
D4 ||| B3 ||| 0.182926829268
D4 ||| E4 ||| 0.00240805604203
D4 ||| D4 ||| 0.01153629713
D4 ||| C4 ||| 0.0151118860796
D4 ||| D3 ||| 0.257142857143
D4 ||| E3 ||| 0.0673076923077
D4 ||| A4 ||| 0.00284090909091
D5 ||| G4 ||| 0.163658536585
D5 ||| F#4 ||| 0.216494845361
D5 ||| F5 ||| 0.11320754717
D5 ||| F4 ||| 0.0757307351639
D5 ||| D5 ||| 0.0492813141684
D5 ||| B4 ||| 0.322297955209
D5 ||| B-3 ||| 0.00632911392405
D5 ||| A3 ||| 0.0159279778393
D5 ||| R ||| 0.00765306122449
D5 ||| G3 ||| 0.0129310344828
D5 ||| G#4 ||| 0.282798833819
D5 ||| B-4 ||| 0.22972972973
D5 ||| B3 ||| 0.0172764227642
D5 ||| E5 ||| 0.00378787878788
D5 ||| E4 ||| 0.0199211908932
D5 ||| D4 ||| 0.0298255486775
D5 ||| C4 ||| 0.00319674513223
D5 ||| C5 ||| 0.0376862401402
D5 ||| A4 ||| 0.186688311688
