G#3 ||| D5 ||| 0.0375131164743
B-2 ||| F4 ||| 0.0252525252525
B-2 ||| A4 ||| 0.00408163265306
B-2 ||| B-4 ||| 0.0344827586207
B-2 ||| E4 ||| 0.00361010830325
B-2 ||| D4 ||| 0.0266666666667
B-2 ||| D5 ||| 0.000786988457503
B-3 ||| G5 ||| 0.0172684458399
B-3 ||| G4 ||| 0.00474495848161
B-3 ||| F4 ||| 0.010101010101
B-3 ||| F#5 ||| 0.00240963855422
B-3 ||| C#5 ||| 0.0294117647059
B-3 ||| D6 ||| 0.00959232613909
B-3 ||| A5 ||| 0.00525087514586
B-3 ||| A4 ||| 0.000510204081633
B-3 ||| B-4 ||| 0.0344827586207
B-3 ||| B-5 ||| 0.0731707317073
B-3 ||| E5 ||| 0.00587836310197
B-3 ||| E4 ||| 0.00361010830325
B-3 ||| D5 ||| 0.0133788037775
B-3 ||| C5 ||| 0.00238600212089
B-3 ||| F5 ||| 0.00908605024051
A3 ||| G#5 ||| 0.0142857142857
A3 ||| G5 ||| 0.0584772370487
A3 ||| G4 ||| 0.00830367734282
A3 ||| F#4 ||| 0.0232558139535
A3 ||| F#5 ||| 0.253012048193
A3 ||| A5 ||| 0.141190198366
A3 ||| A4 ||| 0.121428571429
A3 ||| B-5 ||| 0.0487804878049
A3 ||| E5 ||| 0.139950260005
A3 ||| E4 ||| 0.101083032491
A3 ||| E6 ||| 0.0296296296296
A3 ||| C6 ||| 0.169459962756
A3 ||| C5 ||| 0.247083775186
A3 ||| C#5 ||| 0.441176470588
A3 ||| C#6 ||| 0.363636363636
A3 ||| D#5 ||| 0.25
A3 ||| F4 ||| 0.0555555555556
A3 ||| F5 ||| 0.217530732229
A3 ||| F6 ||| 0.114754098361
A3 ||| B4 ||| 0.0322108345534
A3 ||| B5 ||| 0.0314083080041
A3 ||| D6 ||| 0.0263788968825
A3 ||| D5 ||| 0.0477439664218
A2 ||| F4 ||| 0.106060606061
A2 ||| G4 ||| 0.017793594306
A2 ||| F#4 ||| 0.0232558139535
A2 ||| F#5 ||| 0.00240963855422
A2 ||| F5 ||| 0.00427578834848
A2 ||| C#5 ||| 0.117647058824
A2 ||| C#4 ||| 0.333333333333
A2 ||| D5 ||| 0.00419727177335
A2 ||| B4 ||| 0.0136652025378
A2 ||| A5 ||| 0.00350058343057
A2 ||| A4 ||| 0.173469387755
A2 ||| E5 ||| 0.00836536287588
A2 ||| E4 ||| 0.169675090253
A2 ||| D4 ||| 0.0266666666667
A2 ||| C4 ||| 0.1
A2 ||| C6 ||| 0.000931098696462
A2 ||| C5 ||| 0.0493107104984
A2 ||| G#4 ||| 0.00684931506849
A4 ||| G5 ||| 0.00156985871272
A4 ||| D5 ||| 0.000524658971668
A4 ||| F#5 ||| 0.00722891566265
A4 ||| F6 ||| 0.180327868852
A4 ||| C#6 ||| 0.363636363636
A4 ||| B5 ||| 0.00709219858156
A4 ||| A5 ||| 0.0210035005834
A4 ||| D6 ||| 0.0575539568345
A4 ||| E5 ||| 0.00859145376441
A4 ||| E6 ||| 0.0962962962963
A4 ||| C6 ||| 0.145251396648
A4 ||| C5 ||| 0.000795334040297
A4 ||| F5 ||| 0.013361838589
B-4 ||| D6 ||| 0.00239808153477
B-4 ||| G5 ||| 0.00156985871272
B-4 ||| E6 ||| 0.0037037037037
B-4 ||| C6 ||| 0.00744878957169
B-4 ||| F6 ||| 0.016393442623
C3 ||| G5 ||| 0.0200156985871
C3 ||| G4 ||| 0.150652431791
C3 ||| F#4 ||| 0.186046511628
C3 ||| F5 ||| 0.0165686798503
C3 ||| F4 ||| 0.040404040404
C3 ||| D5 ||| 0.0154774396642
C3 ||| B4 ||| 0.0161054172767
C3 ||| B5 ||| 0.00202634245187
C3 ||| R ||| 0.00277008310249
C3 ||| A5 ||| 0.00525087514586
C3 ||| G#4 ||| 0.027397260274
C3 ||| E5 ||| 0.110558444495
C3 ||| E4 ||| 0.29963898917
C3 ||| D4 ||| 0.0666666666667
C3 ||| C4 ||| 0.4
C3 ||| C6 ||| 0.0130353817505
C3 ||| C5 ||| 0.167550371156
C3 ||| A4 ||| 0.0755102040816
E4 ||| G6 ||| 0.714285714286
E4 ||| G5 ||| 0.129513343799
E4 ||| G4 ||| 0.0011862396204
E4 ||| F#5 ||| 0.00963855421687
E4 ||| F6 ||| 0.0819672131148
E4 ||| C#6 ||| 0.0909090909091
E4 ||| D5 ||| 0.00760755508919
E4 ||| B4 ||| 0.0263543191801
E4 ||| B5 ||| 0.231003039514
E4 ||| A5 ||| 0.0758459743291
E4 ||| A4 ||| 0.0030612244898
E4 ||| B-5 ||| 0.19512195122
E4 ||| E5 ||| 0.0255482704047
E4 ||| G#5 ||| 0.435714285714
E4 ||| E6 ||| 0.103703703704
E4 ||| D6 ||| 0.0623501199041
E4 ||| C6 ||| 0.141527001862
E4 ||| C5 ||| 0.0180275715801
E4 ||| F5 ||| 0.0101549973276
D#4 ||| G5 ||| 0.000392464678179
D#4 ||| F#5 ||| 0.00481927710843
D#4 ||| B4 ||| 0.00146412884334
D#4 ||| B5 ||| 0.0141843971631
D#4 ||| A5 ||| 0.0227537922987
D#4 ||| C6 ||| 0.00279329608939
D#4 ||| C5 ||| 0.00212089077413
D#3 ||| G5 ||| 0.000784929356358
D#3 ||| F#4 ||| 0.046511627907
D#3 ||| F#5 ||| 0.00963855421687
D#3 ||| B4 ||| 0.0204978038067
D#3 ||| B5 ||| 0.00202634245187
D#3 ||| A5 ||| 0.00583430571762
D#3 ||| A4 ||| 0.0163265306122
D#3 ||| C5 ||| 0.00715800636267
E3 ||| G#5 ||| 0.185714285714
E3 ||| G#4 ||| 0.602739726027
E3 ||| G5 ||| 0.117346938776
E3 ||| G4 ||| 0.224199288256
E3 ||| F#4 ||| 0.162790697674
E3 ||| F#5 ||| 0.021686746988
E3 ||| A5 ||| 0.0110851808635
E3 ||| A4 ||| 0.0724489795918
E3 ||| B-4 ||| 0.172413793103
E3 ||| B-5 ||| 0.0487804878049
E3 ||| E5 ||| 0.108749717386
E3 ||| E4 ||| 0.15523465704
E3 ||| E6 ||| 0.00740740740741
E3 ||| C6 ||| 0.0130353817505
E3 ||| C5 ||| 0.137857900318
E3 ||| C4 ||| 0.05
E3 ||| C#5 ||| 0.147058823529
E3 ||| C#4 ||| 0.333333333333
E3 ||| F4 ||| 0.030303030303
E3 ||| F5 ||| 0.0171031533939
E3 ||| B4 ||| 0.311371400683
E3 ||| B5 ||| 0.0354609929078
E3 ||| D6 ||| 0.00239808153477
E3 ||| D4 ||| 0.0133333333333
E3 ||| D5 ||| 0.0461699895068
E2 ||| G4 ||| 0.00474495848161
E2 ||| F4 ||| 0.00505050505051
E2 ||| B4 ||| 0.00976085895559
E2 ||| G#4 ||| 0.0479452054795
E2 ||| E5 ||| 0.000452181777074
E2 ||| E4 ||| 0.0541516245487
E2 ||| C5 ||| 0.00106044538706
E2 ||| A4 ||| 0.0015306122449
C#4 ||| G5 ||| 0.0255102040816
C#4 ||| F5 ||| 0.00106894708712
C#4 ||| B4 ||| 0.000976085895559
C#4 ||| B5 ||| 0.00101317122594
C#4 ||| A5 ||| 0.0309218203034
C#4 ||| A4 ||| 0.0015306122449
C#4 ||| B-4 ||| 0.0344827586207
C#4 ||| B-5 ||| 0.0243902439024
C#4 ||| E5 ||| 0.00678272665612
C#4 ||| E6 ||| 0.037037037037
C#3 ||| G5 ||| 0.00196232339089
C#3 ||| G4 ||| 0.0355871886121
C#3 ||| B4 ||| 0.00292825768668
C#3 ||| A5 ||| 0.000583430571762
C#3 ||| A4 ||| 0.0214285714286
C#3 ||| B-4 ||| 0.0344827586207
C#3 ||| E5 ||| 0.0061044539905
C#3 ||| E4 ||| 0.00361010830325
D5 ||| G5 ||| 0.000784929356358
A#3 ||| E5 ||| 0.000452181777074
A#3 ||| G5 ||| 0.000392464678179
A#3 ||| G4 ||| 0.0011862396204
A#3 ||| F#5 ||| 0.00481927710843
E-4 ||| G5 ||| 0.000784929356358
E-4 ||| A5 ||| 0.00116686114352
E-4 ||| B-4 ||| 0.0344827586207
F#3 ||| B4 ||| 0.0146412884334
F#3 ||| G5 ||| 0.00117739403454
F#3 ||| G4 ||| 0.0011862396204
F#3 ||| F#4 ||| 0.0697674418605
F#3 ||| F#5 ||| 0.055421686747
F#3 ||| D5 ||| 0.0511542497377
F#3 ||| E-5 ||| 1.0
F#3 ||| B5 ||| 0.00202634245187
F#3 ||| A5 ||| 0.0175029171529
F#3 ||| A4 ||| 0.0321428571429
F#3 ||| E5 ||| 0.00859145376441
F#3 ||| D#5 ||| 0.075
F#3 ||| D6 ||| 0.00479616306954
F#3 ||| C6 ||| 0.012104283054
F#3 ||| C5 ||| 0.0267762460233
D-4 ||| G5 ||| 0.000392464678179
D-4 ||| F5 ||| 0.00053447354356
E-3 ||| D5 ||| 0.000262329485834
E-3 ||| A4 ||| 0.0015306122449
E-3 ||| C5 ||| 0.00132555673383
E-3 ||| B-5 ||| 0.0243902439024
C2 ||| E5 ||| 0.000452181777074
C2 ||| E4 ||| 0.00361010830325
C2 ||| G4 ||| 0.0011862396204
C2 ||| C5 ||| 0.000265111346766
C2 ||| C4 ||| 0.4
F#4 ||| G5 ||| 0.000392464678179
F#4 ||| D5 ||| 0.00131164742917
F#4 ||| C#6 ||| 0.0909090909091
F#4 ||| B5 ||| 0.0111448834853
F#4 ||| A5 ||| 0.0180863477246
F#4 ||| A4 ||| 0.000510204081633
F#4 ||| E5 ||| 0.000226090888537
F#4 ||| E6 ||| 0.0111111111111
F#4 ||| D6 ||| 0.0695443645084
F#4 ||| C6 ||| 0.0577281191806
F#4 ||| C5 ||| 0.000530222693531
C#2 ||| G4 ||| 0.0011862396204
A-3 ||| E5 ||| 0.000452181777074
A-3 ||| D5 ||| 0.000262329485834
A-3 ||| F5 ||| 0.00213789417424
A-3 ||| C5 ||| 0.000530222693531
F2 ||| G4 ||| 0.0011862396204
F2 ||| F4 ||| 0.0353535353535
F2 ||| B4 ||| 0.00146412884334
F2 ||| A4 ||| 0.0107142857143
F2 ||| E4 ||| 0.00361010830325
F2 ||| D4 ||| 0.146666666667
F2 ||| D5 ||| 0.00104931794334
F2 ||| C5 ||| 0.00106044538706
F3 ||| G5 ||| 0.032967032967
F3 ||| G4 ||| 0.073546856465
F3 ||| F4 ||| 0.0505050505051
F3 ||| F5 ||| 0.0855157669695
F3 ||| C#5 ||| 0.0294117647059
F3 ||| D5 ||| 0.157135362015
F3 ||| B4 ||| 0.0512445095168
F3 ||| B5 ||| 0.00405268490375
F3 ||| A5 ||| 0.0974329054842
F3 ||| G#4 ||| 0.027397260274
F3 ||| E4 ||| 0.00361010830325
F3 ||| E5 ||| 0.0429572688221
F3 ||| G#5 ||| 0.00714285714286
F3 ||| D4 ||| 0.08
F3 ||| C4 ||| 0.05
F3 ||| D6 ||| 0.0167865707434
F3 ||| C6 ||| 0.00279329608939
F3 ||| C5 ||| 0.0755567338282
F3 ||| A4 ||| 0.172448979592
F4 ||| G6 ||| 0.142857142857
F4 ||| G5 ||| 0.0141287284144
F4 ||| G4 ||| 0.0011862396204
F4 ||| F5 ||| 0.0117584179583
F4 ||| F6 ||| 0.114754098361
F4 ||| D5 ||| 0.0207240293809
F4 ||| B4 ||| 0.00146412884334
F4 ||| B5 ||| 0.0415400202634
F4 ||| G#5 ||| 0.0214285714286
F4 ||| D6 ||| 0.139088729017
F4 ||| E5 ||| 0.0113045444269
F4 ||| A5 ||| 0.159859976663
F4 ||| E6 ||| 0.0407407407407
F4 ||| C6 ||| 0.0409683426443
F4 ||| C5 ||| 0.00715800636267
A#2 ||| E5 ||| 0.000226090888537
A#2 ||| F#5 ||| 0.00240963855422
B4 ||| G6 ||| 0.142857142857
B4 ||| G5 ||| 0.00117739403454
B4 ||| F6 ||| 0.0819672131148
B4 ||| B5 ||| 0.00303951367781
B4 ||| A5 ||| 0.00408401400233
B4 ||| D6 ||| 0.031175059952
B4 ||| E6 ||| 0.0518518518519
B4 ||| C6 ||| 0.00837988826816
R ||| G5 ||| 0.00392464678179
R ||| F5 ||| 0.00160342063068
R ||| R ||| 0.994459833795
R ||| A5 ||| 0.00116686114352
R ||| A4 ||| 0.00204081632653
R ||| E5 ||| 0.00226090888537
R ||| D5 ||| 0.00209863588667
R ||| C6 ||| 0.00186219739292
R ||| C5 ||| 0.00106044538706
C5 ||| G5 ||| 0.00392464678179
C5 ||| F5 ||| 0.00053447354356
C5 ||| F6 ||| 0.0327868852459
C5 ||| A5 ||| 0.00291715285881
C5 ||| D6 ||| 0.00719424460432
C5 ||| E6 ||| 0.148148148148
C5 ||| C6 ||| 0.0111731843575
B2 ||| G5 ||| 0.00549450549451
B2 ||| G4 ||| 0.079478054567
B2 ||| F#4 ||| 0.116279069767
B2 ||| F#5 ||| 0.0313253012048
B2 ||| F5 ||| 0.0106894708712
B2 ||| F4 ||| 0.126262626263
B2 ||| D5 ||| 0.0217733473242
B2 ||| B4 ||| 0.0405075646657
B2 ||| A5 ||| 0.00116686114352
B2 ||| G#4 ||| 0.130136986301
B2 ||| E5 ||| 0.00565227221343
B2 ||| E4 ||| 0.0469314079422
B2 ||| D4 ||| 0.08
B2 ||| D#5 ||| 0.2
B2 ||| C5 ||| 0.0111346765642
B2 ||| A4 ||| 0.0244897959184
B3 ||| G5 ||| 0.155023547881
B3 ||| G4 ||| 0.0213523131673
B3 ||| F#4 ||| 0.046511627907
B3 ||| F#5 ||| 0.214457831325
B3 ||| F6 ||| 0.0655737704918
B3 ||| F5 ||| 0.135756280064
B3 ||| C#5 ||| 0.0294117647059
B3 ||| F4 ||| 0.0252525252525
B3 ||| E6 ||| 0.0259259259259
B3 ||| D5 ||| 0.100209863589
B3 ||| B4 ||| 0.0292825768668
B3 ||| B5 ||| 0.0790273556231
B3 ||| G#5 ||| 0.185714285714
B3 ||| G#4 ||| 0.00684931506849
B3 ||| E5 ||| 0.0612706307936
B3 ||| A5 ||| 0.0385064177363
B3 ||| D#5 ||| 0.475
B3 ||| D6 ||| 0.124700239808
B3 ||| C6 ||| 0.0325884543762
B3 ||| C5 ||| 0.0180275715801
B3 ||| A4 ||| 0.0147959183673
D4 ||| G5 ||| 0.0549450549451
D4 ||| D5 ||| 0.0181007345226
D4 ||| F#5 ||| 0.178313253012
D4 ||| F6 ||| 0.16393442623
D4 ||| F5 ||| 0.142169962587
D4 ||| B4 ||| 0.0175695461201
D4 ||| B5 ||| 0.192502532928
D4 ||| A5 ||| 0.145274212369
D4 ||| A4 ||| 0.0260204081633
D4 ||| B-5 ||| 0.170731707317
D4 ||| E5 ||| 0.01853945286
D4 ||| G#5 ||| 0.121428571429
D4 ||| E6 ||| 0.0444444444444
D4 ||| D6 ||| 0.122302158273
D4 ||| C6 ||| 0.0754189944134
D4 ||| C5 ||| 0.0137857900318
D4 ||| G#4 ||| 0.013698630137
C4 ||| G5 ||| 0.162872841444
C4 ||| G4 ||| 0.0450771055753
C4 ||| F#5 ||| 0.134939759036
C4 ||| F6 ||| 0.0491803278689
C4 ||| F5 ||| 0.0785676109033
C4 ||| E4 ||| 0.0108303249097
C4 ||| D5 ||| 0.0301678908709
C4 ||| B4 ||| 0.00732064421669
C4 ||| B5 ||| 0.0344478216819
C4 ||| R ||| 0.00277008310249
C4 ||| A5 ||| 0.131855309218
C4 ||| G#4 ||| 0.00684931506849
C4 ||| B-4 ||| 0.0344827586207
C4 ||| B-5 ||| 0.243902439024
C4 ||| E5 ||| 0.260456703595
C4 ||| G#5 ||| 0.0214285714286
C4 ||| E6 ||| 0.240740740741
C4 ||| D6 ||| 0.0503597122302
C4 ||| C6 ||| 0.180633147114
C4 ||| C5 ||| 0.0787380699894
C4 ||| A4 ||| 0.0336734693878
D2 ||| G4 ||| 0.0011862396204
D2 ||| F4 ||| 0.010101010101
D2 ||| F5 ||| 0.00053447354356
D2 ||| B4 ||| 0.000488042947779
D2 ||| A4 ||| 0.0030612244898
D2 ||| D4 ||| 0.0266666666667
D2 ||| D5 ||| 0.000262329485834
D2 ||| C5 ||| 0.000265111346766
D3 ||| G5 ||| 0.0129513343799
D3 ||| G4 ||| 0.0747330960854
D3 ||| F#4 ||| 0.325581395349
D3 ||| F#5 ||| 0.0433734939759
D3 ||| F5 ||| 0.127204703367
D3 ||| F4 ||| 0.419191919192
D3 ||| B4 ||| 0.145436798438
D3 ||| B5 ||| 0.00607902735562
D3 ||| G#5 ||| 0.00714285714286
D3 ||| G#4 ||| 0.130136986301
D3 ||| B-4 ||| 0.206896551724
D3 ||| E4 ||| 0.0541516245487
D3 ||| E5 ||| 0.0248699977391
D3 ||| A5 ||| 0.0175029171529
D3 ||| D4 ||| 0.133333333333
D3 ||| D5 ||| 0.0863064008395
D3 ||| C6 ||| 0.00558659217877
D3 ||| C5 ||| 0.0485153764581
D3 ||| A4 ||| 0.157142857143
