G#3 ||| F#4 ||| 0.0021978021978
B-3 ||| F5 ||| 0.0172413793103
B-3 ||| C#4 ||| 0.0123966942149
B-3 ||| E-4 ||| 0.0277777777778
B-3 ||| A3 ||| 0.000718907260963
B-3 ||| D-4 ||| 1.0
B-3 ||| A4 ||| 0.00307337687284
B-3 ||| B-4 ||| 0.058064516129
B-3 ||| E4 ||| 0.00617809970175
B-3 ||| D4 ||| 0.0144175317186
B-3 ||| D5 ||| 0.00778210116732
B-3 ||| C5 ||| 0.004914004914
B-3 ||| C4 ||| 0.00275785990072
A3 ||| G#3 ||| 0.00975609756098
A3 ||| G#4 ||| 0.0271186440678
A3 ||| G4 ||| 0.0394065832174
A3 ||| F#4 ||| 0.151648351648
A3 ||| F#5 ||| 1.0
A3 ||| A3 ||| 0.101365923796
A3 ||| A4 ||| 0.23165578179
A3 ||| B-4 ||| 0.0258064516129
A3 ||| E5 ||| 0.0457746478873
A3 ||| E4 ||| 0.192160204516
A3 ||| D#4 ||| 0.102272727273
A3 ||| D#5 ||| 1.0
A3 ||| E3 ||| 0.00990099009901
A3 ||| C4 ||| 0.237175951462
A3 ||| C#5 ||| 0.45
A3 ||| C#4 ||| 0.342975206612
A3 ||| E-5 ||| 0.222222222222
A3 ||| E-4 ||| 0.138888888889
A3 ||| F#3 ||| 0.0222222222222
A3 ||| G3 ||| 0.0045871559633
A3 ||| F4 ||| 0.0933393747168
A3 ||| F5 ||| 0.0344827586207
A3 ||| B4 ||| 0.0467111534795
A3 ||| C5 ||| 0.125307125307
A3 ||| B3 ||| 0.0328638497653
A3 ||| D4 ||| 0.060553633218
A3 ||| D5 ||| 0.011673151751
A2 ||| F4 ||| 0.00317172632533
A2 ||| G4 ||| 0.000695410292072
A2 ||| F#4 ||| 0.0021978021978
A2 ||| C#4 ||| 0.351239669421
A2 ||| F3 ||| 0.104
A2 ||| C5 ||| 0.003276003276
A2 ||| D3 ||| 0.03125
A2 ||| B-3 ||| 0.0138888888889
A2 ||| A3 ||| 0.0891445003595
A2 ||| F#3 ||| 0.133333333333
A2 ||| G3 ||| 0.019877675841
A2 ||| A4 ||| 0.00499423741836
A2 ||| B3 ||| 0.0161711006781
A2 ||| C3 ||| 0.4
A2 ||| E4 ||| 0.0236472092032
A2 ||| D#4 ||| 0.0227272727273
A2 ||| D4 ||| 0.0135524798155
A2 ||| E3 ||| 0.326732673267
A2 ||| C4 ||| 0.0821842250414
A4 ||| G4 ||| 0.00115901715345
A4 ||| F4 ||| 0.00226551880381
A4 ||| F5 ||| 0.0344827586207
A4 ||| C#5 ||| 0.15
A4 ||| B4 ||| 0.0142993326978
A4 ||| A4 ||| 0.040338071456
A4 ||| B-4 ||| 0.0258064516129
A4 ||| B3 ||| 0.000521648408972
A4 ||| E5 ||| 0.172535211268
A4 ||| E4 ||| 0.000852151683
A4 ||| D5 ||| 0.0233463035019
A4 ||| C5 ||| 0.110565110565
A4 ||| C4 ||| 0.00110314396029
B-4 ||| G4 ||| 0.00208623087622
B-4 ||| F4 ||| 0.000453103760761
B-4 ||| C5 ||| 0.002457002457
B-4 ||| D5 ||| 0.00389105058366
C3 ||| G4 ||| 0.0591098748261
C3 ||| F#4 ||| 0.0021978021978
C3 ||| E-4 ||| 0.0833333333333
C3 ||| F4 ||| 0.0140462165836
C3 ||| F3 ||| 0.064
C3 ||| A3 ||| 0.0754852624012
C3 ||| C5 ||| 0.003276003276
C3 ||| E-5 ||| 0.111111111111
C3 ||| B-3 ||| 0.166666666667
C3 ||| G#3 ||| 0.0146341463415
C3 ||| F#3 ||| 0.0222222222222
C3 ||| G3 ||| 0.310397553517
C3 ||| G#4 ||| 0.00338983050847
C3 ||| B-4 ||| 0.0258064516129
C3 ||| B3 ||| 0.0250391236307
C3 ||| C3 ||| 0.4
C3 ||| E4 ||| 0.134853003835
C3 ||| D4 ||| 0.0219146482122
C3 ||| C4 ||| 0.105350248207
C3 ||| E3 ||| 0.316831683168
C3 ||| A4 ||| 0.00461006530926
E4 ||| G5 ||| 0.25
E4 ||| G4 ||| 0.0913305516922
E4 ||| F#4 ||| 0.010989010989
E4 ||| F5 ||| 0.137931034483
E4 ||| C#5 ||| 0.05
E4 ||| F4 ||| 0.0108744902583
E4 ||| D5 ||| 0.0894941634241
E4 ||| B4 ||| 0.163965681602
E4 ||| A3 ||| 0.00143781452193
E4 ||| R ||| 0.0076726342711
E4 ||| A4 ||| 0.0507107184018
E4 ||| B-4 ||| 0.058064516129
E4 ||| B3 ||| 0.00625978090767
E4 ||| E5 ||| 0.214788732394
E4 ||| E4 ||| 0.024712398807
E4 ||| D4 ||| 0.00259515570934
E4 ||| C4 ||| 0.00717043574186
E4 ||| C5 ||| 0.14742014742
E4 ||| G#4 ||| 0.383050847458
D#4 ||| F#4 ||| 0.0857142857143
D#4 ||| B4 ||| 0.0123927550048
D#4 ||| G#4 ||| 0.00338983050847
D#4 ||| E4 ||| 0.0004260758415
D#4 ||| C5 ||| 0.00982800982801
D#4 ||| A4 ||| 0.00230503265463
D#3 ||| F#3 ||| 0.111111111111
D#3 ||| F#4 ||| 0.0901098901099
D#3 ||| B4 ||| 0.00381315538608
D#3 ||| A3 ||| 0.0122214234364
D#3 ||| G3 ||| 0.00305810397554
D#3 ||| A4 ||| 0.000384172109105
D#3 ||| B3 ||| 0.0151278038602
D#3 ||| E4 ||| 0.00021303792075
D#3 ||| D4 ||| 0.000576701268743
D#3 ||| C5 ||| 0.000819000819001
D#3 ||| C4 ||| 0.00579150579151
C5 ||| G5 ||| 0.375
C5 ||| G4 ||| 0.000463606861382
C5 ||| F4 ||| 0.000453103760761
C5 ||| B4 ||| 0.00095328884652
C5 ||| A4 ||| 0.000384172109105
C5 ||| E5 ||| 0.056338028169
C5 ||| F#4 ||| 0.0021978021978
C5 ||| D5 ||| 0.00583657587549
C5 ||| C5 ||| 0.034398034398
C4 ||| B4 ||| 0.0419447092469
C4 ||| G4 ||| 0.200973574409
C4 ||| F#4 ||| 0.105494505495
C4 ||| F5 ||| 0.0172413793103
C4 ||| E-4 ||| 0.0833333333333
C4 ||| F4 ||| 0.0593565926597
C4 ||| D5 ||| 0.0408560311284
C4 ||| E-5 ||| 0.111111111111
C4 ||| B-3 ||| 0.0208333333333
C4 ||| A3 ||| 0.0115025161754
C4 ||| R ||| 0.0127877237852
C4 ||| G3 ||| 0.0183486238532
C4 ||| G#4 ||| 0.0135593220339
C4 ||| B-4 ||| 0.225806451613
C4 ||| B3 ||| 0.00782472613459
C4 ||| E5 ||| 0.232394366197
C4 ||| E4 ||| 0.178738815509
C4 ||| D4 ||| 0.0377739331027
C4 ||| C4 ||| 0.0854936569222
C4 ||| C5 ||| 0.191646191646
C4 ||| A4 ||| 0.0902804456396
C#4 ||| G4 ||| 0.00579508576727
C#4 ||| F#4 ||| 0.0043956043956
C#4 ||| F4 ||| 0.00135931128228
C#4 ||| B4 ||| 0.00190657769304
C#4 ||| A3 ||| 0.00287562904385
C#4 ||| R ||| 0.00255754475703
C#4 ||| A4 ||| 0.0192086054552
C#4 ||| B-4 ||| 0.0967741935484
C#4 ||| E5 ||| 0.0457746478873
C#4 ||| E4 ||| 0.011930123562
C#4 ||| D#4 ||| 0.0113636363636
C#4 ||| D5 ||| 0.00583657587549
C#4 ||| D4 ||| 0.000865051903114
C#4 ||| G3 ||| 0.00152905198777
F#3 ||| G4 ||| 0.00185442744553
F#3 ||| F#4 ||| 0.0263736263736
F#3 ||| C#4 ||| 0.00826446280992
F#3 ||| D3 ||| 0.03125
F#3 ||| B4 ||| 0.00095328884652
F#3 ||| E-4 ||| 0.305555555556
F#3 ||| A3 ||| 0.0682961897915
F#3 ||| G3 ||| 0.00764525993884
F#3 ||| A4 ||| 0.0349596619285
F#3 ||| B-4 ||| 0.00645161290323
F#3 ||| B3 ||| 0.0146061554512
F#3 ||| E4 ||| 0.0097997443545
F#3 ||| D#4 ||| 0.159090909091
F#3 ||| D5 ||| 0.00194552529183
F#3 ||| D4 ||| 0.042675893887
F#3 ||| C5 ||| 0.00573300573301
F#3 ||| C4 ||| 0.0226144511859
C#3 ||| G4 ||| 0.00139082058414
C#3 ||| G3 ||| 0.00917431192661
C#3 ||| B-3 ||| 0.0694444444444
C#3 ||| A3 ||| 0.0323508267434
C#3 ||| A4 ||| 0.00115251632731
C#3 ||| E4 ||| 0.010225820196
C#3 ||| E3 ||| 0.049504950495
C#2 ||| A3 ||| 0.000718907260963
A#3 ||| E4 ||| 0.0004260758415
A#3 ||| G4 ||| 0.000463606861382
A#3 ||| F#4 ||| 0.0021978021978
A#3 ||| C#4 ||| 0.00413223140496
E-4 ||| G4 ||| 0.000463606861382
E-4 ||| F4 ||| 0.000453103760761
E-4 ||| A4 ||| 0.000384172109105
E-4 ||| C5 ||| 0.000819000819001
E-4 ||| D-5 ||| 1.0
R ||| G4 ||| 0.000463606861382
R ||| C#4 ||| 0.00826446280992
R ||| A3 ||| 0.00143781452193
R ||| R ||| 0.953964194373
R ||| G#4 ||| 0.0101694915254
R ||| B3 ||| 0.00104329681794
R ||| A4 ||| 0.00192086054552
R ||| C5 ||| 0.000819000819001
R ||| C4 ||| 0.000827357970215
D-4 ||| G4 ||| 0.000231803430691
D-4 ||| F4 ||| 0.000453103760761
D-4 ||| B-4 ||| 0.00645161290323
E-3 ||| F4 ||| 0.000453103760761
E-3 ||| A3 ||| 0.00143781452193
E-3 ||| G4 ||| 0.000695410292072
E-3 ||| G3 ||| 0.00305810397554
E-3 ||| C4 ||| 0.00110314396029
C2 ||| A3 ||| 0.000718907260963
C2 ||| G3 ||| 0.00305810397554
C2 ||| E3 ||| 0.0792079207921
C2 ||| C4 ||| 0.000827357970215
F#4 ||| B4 ||| 0.0095328884652
F#4 ||| G4 ||| 0.00162262401484
F#4 ||| E-5 ||| 0.333333333333
F#4 ||| E-4 ||| 0.0277777777778
F#4 ||| A4 ||| 0.033038801383
F#4 ||| E5 ||| 0.00704225352113
F#4 ||| D4 ||| 0.00144175317186
F#4 ||| D5 ||| 0.0525291828794
F#4 ||| C5 ||| 0.013104013104
A-3 ||| E-4 ||| 0.0277777777778
A-3 ||| D4 ||| 0.000576701268743
A-3 ||| B3 ||| 0.000521648408972
A-3 ||| F4 ||| 0.000453103760761
A-3 ||| C4 ||| 0.000827357970215
F2 ||| G4 ||| 0.000231803430691
F2 ||| G3 ||| 0.00152905198777
F2 ||| F4 ||| 0.00181241504304
F2 ||| A3 ||| 0.0208483105679
F2 ||| G#3 ||| 0.00975609756098
F2 ||| F3 ||| 0.048
F2 ||| B3 ||| 0.00104329681794
F2 ||| C3 ||| 0.2
F2 ||| E4 ||| 0.00021303792075
F2 ||| D4 ||| 0.00144175317186
F2 ||| D3 ||| 0.15625
F2 ||| C4 ||| 0.003861003861
F3 ||| G#3 ||| 0.019512195122
F3 ||| G#4 ||| 0.0101694915254
F3 ||| G4 ||| 0.0472878998609
F3 ||| G3 ||| 0.0305810397554
F3 ||| B-3 ||| 0.0902777777778
F3 ||| A3 ||| 0.22358015816
F3 ||| A4 ||| 0.11179408375
F3 ||| B-4 ||| 0.0322580645161
F3 ||| E5 ||| 0.00352112676056
F3 ||| E4 ||| 0.0274818917767
F3 ||| A-3 ||| 1.0
F3 ||| A-4 ||| 1.0
F3 ||| C5 ||| 0.021294021294
F3 ||| C4 ||| 0.124655267512
F3 ||| C#4 ||| 0.0330578512397
F3 ||| E-4 ||| 0.138888888889
F3 ||| R ||| 0.00255754475703
F3 ||| D#4 ||| 0.0227272727273
F3 ||| F3 ||| 0.104
F3 ||| F4 ||| 0.132759401903
F3 ||| F5 ||| 0.0344827586207
F3 ||| B4 ||| 0.00762631077216
F3 ||| B3 ||| 0.0829420970266
F3 ||| D4 ||| 0.0813148788927
F3 ||| D5 ||| 0.011673151751
F4 ||| G5 ||| 0.25
F4 ||| G4 ||| 0.0201668984701
F4 ||| F4 ||| 0.0362483008609
F4 ||| F5 ||| 0.172413793103
F4 ||| D5 ||| 0.079766536965
F4 ||| B4 ||| 0.0638703527169
F4 ||| A3 ||| 0.000718907260963
F4 ||| A4 ||| 0.0991164041491
F4 ||| B-4 ||| 0.0129032258065
F4 ||| B3 ||| 0.00104329681794
F4 ||| E5 ||| 0.0140845070423
F4 ||| E4 ||| 0.0012782275245
F4 ||| D4 ||| 0.00259515570934
F4 ||| C4 ||| 0.00220628792057
F4 ||| C5 ||| 0.113841113841
F4 ||| G#4 ||| 0.0338983050847
A#2 ||| F#4 ||| 0.0021978021978
B4 ||| G5 ||| 0.125
B4 ||| G4 ||| 0.00139082058414
B4 ||| F4 ||| 0.000453103760761
B4 ||| B4 ||| 0.0047664442326
B4 ||| G#4 ||| 0.00338983050847
B4 ||| E5 ||| 0.0281690140845
B4 ||| F#4 ||| 0.0021978021978
B4 ||| D5 ||| 0.0428015564202
B4 ||| C5 ||| 0.013104013104
E3 ||| G#3 ||| 0.707317073171
E3 ||| G#4 ||| 0.264406779661
E3 ||| G4 ||| 0.0904033379694
E3 ||| F#4 ||| 0.0241758241758
E3 ||| B-3 ||| 0.180555555556
E3 ||| A3 ||| 0.0855499640546
E3 ||| A4 ||| 0.00960430272762
E3 ||| B-4 ||| 0.058064516129
E3 ||| E5 ||| 0.00352112676056
E3 ||| E4 ||| 0.158287175117
E3 ||| C5 ||| 0.00982800982801
E3 ||| C4 ||| 0.127413127413
E3 ||| C#5 ||| 0.05
E3 ||| C#4 ||| 0.119834710744
E3 ||| F#3 ||| 0.0666666666667
E3 ||| G3 ||| 0.279816513761
E3 ||| F3 ||| 0.024
E3 ||| F4 ||| 0.0407793384685
E3 ||| B4 ||| 0.047664442326
E3 ||| R ||| 0.00255754475703
E3 ||| E3 ||| 0.0792079207921
E3 ||| B3 ||| 0.219092331768
E3 ||| D4 ||| 0.11476355248
E3 ||| D5 ||| 0.00389105058366
B2 ||| F4 ||| 0.00860897145446
B2 ||| G4 ||| 0.00301344459898
B2 ||| F#4 ||| 0.010989010989
B2 ||| C#4 ||| 0.00413223140496
B2 ||| F3 ||| 0.064
B2 ||| A3 ||| 0.0215672178289
B2 ||| D3 ||| 0.375
B2 ||| B4 ||| 0.00857959961868
B2 ||| G#3 ||| 0.0390243902439
B2 ||| F#3 ||| 0.111111111111
B2 ||| G3 ||| 0.0917431192661
B2 ||| A4 ||| 0.00422589320015
B2 ||| B3 ||| 0.0339071465832
B2 ||| E4 ||| 0.0055389859395
B2 ||| D#4 ||| 0.125
B2 ||| C4 ||| 0.011583011583
B2 ||| D4 ||| 0.0490196078431
B2 ||| E3 ||| 0.049504950495
B2 ||| G#4 ||| 0.0101694915254
B3 ||| F4 ||| 0.0339827820571
B3 ||| G4 ||| 0.117987946222
B3 ||| F#4 ||| 0.112087912088
B3 ||| F5 ||| 0.0172413793103
B3 ||| C#4 ||| 0.00826446280992
B3 ||| C5 ||| 0.020475020475
B3 ||| D5 ||| 0.108949416342
B3 ||| B4 ||| 0.0886558627264
B3 ||| R ||| 0.00511508951407
B3 ||| A3 ||| 0.00215672178289
B3 ||| F#3 ||| 0.0222222222222
B3 ||| G3 ||| 0.00611620795107
B3 ||| G#4 ||| 0.138983050847
B3 ||| B3 ||| 0.0104329681794
B3 ||| E5 ||| 0.0140845070423
B3 ||| E4 ||| 0.0428206220707
B3 ||| D#4 ||| 0.556818181818
B3 ||| C4 ||| 0.0165471594043
B3 ||| D4 ||| 0.175317185698
B3 ||| E3 ||| 0.019801980198
B3 ||| A4 ||| 0.0514790626201
D4 ||| F4 ||| 0.121431807884
D4 ||| G4 ||| 0.0305980528512
D4 ||| F#4 ||| 0.257142857143
D4 ||| F5 ||| 0.327586206897
D4 ||| C#4 ||| 0.00413223140496
D4 ||| D5 ||| 0.289883268482
D4 ||| B4 ||| 0.0886558627264
D4 ||| A3 ||| 0.00934579439252
D4 ||| R ||| 0.0127877237852
D4 ||| G3 ||| 0.00152905198777
D4 ||| G#4 ||| 0.0915254237288
D4 ||| B-4 ||| 0.0838709677419
D4 ||| B3 ||| 0.00730307772561
D4 ||| E5 ||| 0.0352112676056
D4 ||| E4 ||| 0.0172560715807
D4 ||| D4 ||| 0.0331603229527
D4 ||| C4 ||| 0.00689464975179
D4 ||| C5 ||| 0.0900900900901
D4 ||| A4 ||| 0.121014214368
E2 ||| G3 ||| 0.00917431192661
E2 ||| A3 ||| 0.00215672178289
E2 ||| B-3 ||| 0.0208333333333
E2 ||| G#3 ||| 0.0829268292683
E2 ||| B3 ||| 0.00730307772561
E2 ||| E4 ||| 0.00234341712825
E2 ||| D4 ||| 0.00346020761246
E2 ||| C4 ||| 0.00110314396029
D2 ||| F3 ||| 0.016
D2 ||| F4 ||| 0.000906207521522
D2 ||| B-3 ||| 0.00694444444444
D2 ||| A3 ||| 0.00215672178289
D2 ||| G3 ||| 0.00152905198777
D2 ||| D4 ||| 0.00173010380623
D3 ||| F4 ||| 0.2020842773
D3 ||| G4 ||| 0.0199350950394
D3 ||| F#4 ||| 0.0791208791209
D3 ||| C#4 ||| 0.00826446280992
D3 ||| D5 ||| 0.00778210116732
D3 ||| F3 ||| 0.448
D3 ||| A3 ||| 0.185478073329
D3 ||| C5 ||| 0.004095004095
D3 ||| B4 ||| 0.00381315538608
D3 ||| B-3 ||| 0.166666666667
D3 ||| G#3 ||| 0.112195121951
D3 ||| F#3 ||| 0.444444444444
D3 ||| G3 ||| 0.0810397553517
D3 ||| G#4 ||| 0.00677966101695
D3 ||| B3 ||| 0.0824204486176
D3 ||| E4 ||| 0.0244993608862
D3 ||| D4 ||| 0.120818915802
D3 ||| C4 ||| 0.0706012134584
D3 ||| D3 ||| 0.03125
D3 ||| E3 ||| 0.019801980198
D3 ||| A4 ||| 0.0315021129466
D5 ||| C5 ||| 0.001638001638
