G#3 ||| F#4 ||| 0.00576368876081
C4 ||| D#5 ||| 0.013698630137
C4 ||| C6 ||| 0.125
C4 ||| C5 ||| 0.174851190476
C4 ||| A4 ||| 0.0675174969123
D2 ||| F4 ||| 0.00347826086957
D2 ||| A3 ||| 0.0181818181818
D2 ||| A4 ||| 0.000411692054343
D2 ||| E4 ||| 0.000558035714286
D2 ||| D4 ||| 0.0036832412523
D2 ||| C5 ||| 0.000744047619048
D3 ||| G4 ||| 0.0606060606061
D3 ||| F#4 ||| 0.247838616715
D3 ||| F5 ||| 0.0167364016736
D3 ||| F4 ||| 0.326956521739
D3 ||| D5 ||| 0.0337078651685
D3 ||| B4 ||| 0.0493066255778
D3 ||| B-3 ||| 0.25
D3 ||| A3 ||| 0.345454545455
D3 ||| G3 ||| 0.0666666666667
D3 ||| G#4 ||| 0.0405904059041
D3 ||| B-4 ||| 0.0882352941176
D3 ||| B3 ||| 0.142857142857
D3 ||| E5 ||| 0.003663003663
D3 ||| E4 ||| 0.0569196428571
D3 ||| D4 ||| 0.117863720074
D3 ||| C4 ||| 0.0898876404494
D3 ||| A-4 ||| 1.0
D3 ||| C5 ||| 0.0267857142857
D3 ||| A4 ||| 0.11280362289
