G#3 ||| B2 ||| 0.00260416666667
E5 ||| A4 ||| 0.537142857143
E5 ||| B-4 ||| 0.666666666667
E5 ||| C3 ||| 0.00402144772118
E5 ||| E4 ||| 0.345609065156
E5 ||| D#4 ||| 0.0333333333333
E5 ||| C5 ||| 0.304347826087
E5 ||| C4 ||| 0.189108910891
E5 ||| C#4 ||| 0.507042253521
E5 ||| C#3 ||| 0.0126582278481
E5 ||| A#3 ||| 0.166666666667
E5 ||| F#3 ||| 0.0308641975309
E5 ||| G3 ||| 0.0214752567694
E5 ||| F3 ||| 0.0032502708559
E5 ||| F4 ||| 0.0662020905923
E5 ||| B4 ||| 0.21875
E5 ||| E3 ||| 0.0383351588171
E5 ||| B3 ||| 0.0475675675676
E5 ||| D4 ||| 0.125407166124
E5 ||| D3 ||| 0.00389483933788
E4 ||| G#3 ||| 0.203753351206
E4 ||| G#2 ||| 0.478260869565
E4 ||| F#3 ||| 0.0771604938272
E4 ||| G3 ||| 0.100840336134
E4 ||| G2 ||| 0.0833333333333
E4 ||| B-2 ||| 0.1
E4 ||| A3 ||| 0.190677966102
E4 ||| A2 ||| 0.49617151608
E4 ||| C3 ||| 0.277479892761
E4 ||| C2 ||| 0.166666666667
E4 ||| D#3 ||| 0.0102040816327
E4 ||| E3 ||| 0.18017524644
E4 ||| E2 ||| 0.283018867925
E4 ||| C#4 ||| 0.0140845070423
E4 ||| C#3 ||| 0.455696202532
E4 ||| C#2 ||| 1.0
E4 ||| A#3 ||| 0.166666666667
E4 ||| R ||| 0.00990099009901
E4 ||| E4 ||| 0.0028328611898
E4 ||| F2 ||| 0.0789473684211
E4 ||| F3 ||| 0.0476706392199
E4 ||| B2 ||| 0.130208333333
E4 ||| B3 ||| 0.0259459459459
E4 ||| D4 ||| 0.0114006514658
E4 ||| C4 ||| 0.0405940594059
E4 ||| D2 ||| 0.125
E4 ||| D3 ||| 0.0993184031159
D#4 ||| F#3 ||| 0.0216049382716
D#4 ||| A3 ||| 0.00158898305085
D#4 ||| F3 ||| 0.0032502708559
D#4 ||| B2 ||| 0.0260416666667
D#4 ||| B3 ||| 0.00108108108108
D#4 ||| A2 ||| 0.00918836140888
D#4 ||| E3 ||| 0.00109529025192
D#5 ||| F#3 ||| 0.0555555555556
D#5 ||| G3 ||| 0.00093370681606
D#5 ||| B4 ||| 0.03125
D#5 ||| A3 ||| 0.00264830508475
D#5 ||| F#4 ||| 0.051724137931
D#5 ||| B2 ||| 0.015625
D#5 ||| B3 ||| 0.0378378378378
D#5 ||| E4 ||| 0.0042492917847
D#5 ||| C4 ||| 0.000990099009901
C6 ||| F4 ||| 0.00348432055749
C6 ||| E4 ||| 0.0014164305949
C6 ||| G3 ||| 0.00186741363212
C6 ||| A4 ||| 0.0171428571429
C6 ||| C4 ||| 0.000990099009901
C5 ||| G#3 ||| 0.0107238605898
C5 ||| G4 ||| 0.0804597701149
C5 ||| G3 ||| 0.0700280112045
C5 ||| G2 ||| 0.0185185185185
C5 ||| B-3 ||| 0.0909090909091
C5 ||| A3 ||| 0.214512711864
C5 ||| A2 ||| 0.0153139356815
C5 ||| A4 ||| 0.0914285714286
C5 ||| C3 ||| 0.100536193029
C5 ||| E4 ||| 0.106232294618
C5 ||| A-3 ||| 0.666666666667
C5 ||| E3 ||| 0.0377875136911
C5 ||| C4 ||| 0.232673267327
C5 ||| R ||| 0.039603960396
C5 ||| D#4 ||| 0.133333333333
C5 ||| F3 ||| 0.0953412784399
C5 ||| F4 ||| 0.268292682927
C5 ||| F#3 ||| 0.12037037037
C5 ||| B2 ||| 0.0104166666667
C5 ||| B3 ||| 0.0767567567568
C5 ||| D4 ||| 0.0521172638436
C5 ||| D2 ||| 0.125
C5 ||| D3 ||| 0.0350535540409
C4 ||| F#2 ||| 0.285714285714
C4 ||| F3 ||| 0.0552546045504
C4 ||| G3 ||| 0.0130718954248
C4 ||| G2 ||| 0.0555555555556
C4 ||| B3 ||| 0.00108108108108
C4 ||| F2 ||| 0.157894736842
C4 ||| B-3 ||| 0.0454545454545
C4 ||| A3 ||| 0.0143008474576
C4 ||| A2 ||| 0.0612557427259
C4 ||| B2 ||| 0.0078125
C4 ||| C2 ||| 0.166666666667
C4 ||| C3 ||| 0.0710455764075
C4 ||| E4 ||| 0.0014164305949
C4 ||| C4 ||| 0.00792079207921
C4 ||| D3 ||| 0.0233690360273
C4 ||| E3 ||| 0.0142387732749
C4 ||| E2 ||| 0.0566037735849
C#5 ||| F#4 ||| 0.0172413793103
C#5 ||| G4 ||| 0.00574712643678
C#5 ||| G3 ||| 0.00186741363212
C#5 ||| F3 ||| 0.00108342361863
C#5 ||| A#3 ||| 0.666666666667
C#5 ||| A#2 ||| 1.0
C#5 ||| A3 ||| 0.0259533898305
C#5 ||| F#3 ||| 0.00308641975309
C#5 ||| A4 ||| 0.0342857142857
C#5 ||| B3 ||| 0.00432432432432
C#5 ||| E4 ||| 0.00849858356941
C#5 ||| D4 ||| 0.00488599348534
C#5 ||| A2 ||| 0.00306278713629
C#5 ||| E3 ||| 0.00273822562979
C#4 ||| F2 ||| 0.0263157894737
C#4 ||| F3 ||| 0.00216684723727
C#4 ||| G3 ||| 0.00186741363212
C#4 ||| A3 ||| 0.00370762711864
C#4 ||| A2 ||| 0.0551301684533
C#4 ||| E3 ||| 0.00328587075575
C#4 ||| E2 ||| 0.0188679245283
E-5 ||| F#3 ||| 0.00617283950617
E-4 ||| F2 ||| 0.0263157894737
E-4 ||| F#3 ||| 0.00308641975309
E-4 ||| F3 ||| 0.00108342361863
R ||| E4 ||| 0.0028328611898
R ||| R ||| 0.831683168317
R ||| F#3 ||| 0.00308641975309
R ||| D4 ||| 0.00325732899023
R ||| B3 ||| 0.00108108108108
A#4 ||| F#3 ||| 0.00308641975309
A#4 ||| E3 ||| 0.000547645125958
G3 ||| F3 ||| 0.00108342361863
G3 ||| B-2 ||| 0.1
G3 ||| B2 ||| 0.00260416666667
G3 ||| C3 ||| 0.00804289544236
G3 ||| C2 ||| 0.5
G3 ||| D3 ||| 0.000973709834469
G3 ||| E3 ||| 0.00109529025192
F3 ||| C3 ||| 0.00134048257373
F3 ||| B2 ||| 0.00260416666667
F4 ||| G#3 ||| 0.0509383378016
F4 ||| G#2 ||| 0.152173913043
F4 ||| G3 ||| 0.0494864612512
F4 ||| G2 ||| 0.0185185185185
F4 ||| B-2 ||| 0.1
F4 ||| B-3 ||| 0.272727272727
F4 ||| A3 ||| 0.0243644067797
F4 ||| A2 ||| 0.0367534456355
F4 ||| C3 ||| 0.0281501340483
F4 ||| E4 ||| 0.0028328611898
F4 ||| A-3 ||| 0.333333333333
F4 ||| E3 ||| 0.02573932092
F4 ||| C4 ||| 0.0029702970297
F4 ||| C#3 ||| 0.0379746835443
F4 ||| E-3 ||| 0.5
F4 ||| F2 ||| 0.105263157895
F4 ||| F3 ||| 0.0899241603467
F4 ||| F4 ||| 0.00348432055749
F4 ||| B2 ||| 0.0989583333333
F4 ||| B3 ||| 0.0108108108108
F4 ||| D4 ||| 0.0211726384365
F4 ||| D2 ||| 0.25
F4 ||| D3 ||| 0.18305744888
F5 ||| G4 ||| 0.0862068965517
F5 ||| G3 ||| 0.00653594771242
F5 ||| F4 ||| 0.114982578397
F5 ||| A3 ||| 0.00423728813559
F5 ||| B4 ||| 0.09375
F5 ||| B-3 ||| 0.0909090909091
F5 ||| G#3 ||| 0.00804289544236
F5 ||| F3 ||| 0.00216684723727
F5 ||| G#4 ||| 0.0645161290323
F5 ||| B3 ||| 0.012972972973
F5 ||| E4 ||| 0.0339943342776
F5 ||| D4 ||| 0.177524429967
F5 ||| C4 ||| 0.00792079207921
F5 ||| D3 ||| 0.00389483933788
F5 ||| A4 ||| 0.04
A-4 ||| D3 ||| 0.000973709834469
B4 ||| G#3 ||| 0.528150134048
B4 ||| G#2 ||| 0.195652173913
B4 ||| G4 ||| 0.051724137931
B4 ||| F#4 ||| 0.0172413793103
B4 ||| G2 ||| 0.101851851852
B4 ||| A3 ||| 0.0805084745763
B4 ||| A2 ||| 0.0245022970904
B4 ||| C3 ||| 0.0201072386059
B4 ||| E4 ||| 0.110481586402
B4 ||| D#4 ||| 0.25
B4 ||| D#3 ||| 0.0510204081633
B4 ||| E3 ||| 0.0646221248631
B4 ||| C4 ||| 0.0287128712871
B4 ||| C#3 ||| 0.0126582278481
B4 ||| R ||| 0.0990099009901
B4 ||| G3 ||| 0.256769374416
B4 ||| F2 ||| 0.0526315789474
B4 ||| F3 ||| 0.0411700975081
B4 ||| F4 ||| 0.0766550522648
B4 ||| F#3 ||| 0.0524691358025
B4 ||| B2 ||| 0.0364583333333
B4 ||| B3 ||| 0.131891891892
B4 ||| D4 ||| 0.127035830619
B4 ||| D3 ||| 0.062317429406
B5 ||| G4 ||| 0.0229885057471
B5 ||| G#3 ||| 0.00268096514745
B5 ||| F3 ||| 0.00216684723727
B5 ||| G#4 ||| 0.290322580645
B5 ||| B3 ||| 0.00108108108108
B5 ||| E4 ||| 0.0014164305949
B5 ||| D4 ||| 0.00651465798046
B5 ||| A4 ||| 0.0285714285714
B3 ||| F2 ||| 0.0789473684211
B3 ||| F3 ||| 0.00433369447454
B3 ||| G3 ||| 0.00093370681606
B3 ||| G2 ||| 0.12037037037
B3 ||| D3 ||| 0.0155793573515
B3 ||| D#3 ||| 0.0102040816327
B3 ||| A3 ||| 0.00158898305085
B3 ||| G#2 ||| 0.0217391304348
B3 ||| B2 ||| 0.00260416666667
B3 ||| C3 ||| 0.00536193029491
B3 ||| A2 ||| 0.00306278713629
B3 ||| E3 ||| 0.0284775465498
B3 ||| E2 ||| 0.207547169811
D4 ||| G#3 ||| 0.0268096514745
D4 ||| G#2 ||| 0.130434782609
D4 ||| F#2 ||| 0.285714285714
D4 ||| F#3 ||| 0.0771604938272
D4 ||| G3 ||| 0.0504201680672
D4 ||| G2 ||| 0.287037037037
D4 ||| B-2 ||| 0.5
D4 ||| A3 ||| 0.00847457627119
D4 ||| A2 ||| 0.0352220520674
D4 ||| C3 ||| 0.0415549597855
D4 ||| E4 ||| 0.0014164305949
D4 ||| E3 ||| 0.0350492880613
D4 ||| C4 ||| 0.0039603960396
D4 ||| C#3 ||| 0.0506329113924
D4 ||| F2 ||| 0.131578947368
D4 ||| F3 ||| 0.0996749729144
D4 ||| B2 ||| 0.208333333333
D4 ||| B3 ||| 0.0194594594595
D4 ||| D4 ||| 0.00162866449511
D4 ||| E2 ||| 0.0943396226415
D4 ||| D2 ||| 0.25
D4 ||| D3 ||| 0.062317429406
D5 ||| G#3 ||| 0.0777479892761
D5 ||| G4 ||| 0.189655172414
D5 ||| F#4 ||| 0.413793103448
D5 ||| B-3 ||| 0.272727272727
D5 ||| A3 ||| 0.0158898305085
D5 ||| A2 ||| 0.00153139356815
D5 ||| A4 ||| 0.0342857142857
D5 ||| B-4 ||| 0.333333333333
D5 ||| C3 ||| 0.00804289544236
D5 ||| E4 ||| 0.0963172804533
D5 ||| C5 ||| 0.0869565217391
D5 ||| C4 ||| 0.0821782178218
D5 ||| F#3 ||| 0.0277777777778
D5 ||| G3 ||| 0.0550887021475
D5 ||| F3 ||| 0.0184182015168
D5 ||| F4 ||| 0.216027874564
D5 ||| B4 ||| 0.125
D5 ||| E3 ||| 0.0213581599124
D5 ||| B2 ||| 0.0208333333333
D5 ||| B3 ||| 0.208648648649
D5 ||| D4 ||| 0.153094462541
D5 ||| D3 ||| 0.0262901655307
