G#3 ||| F#4 ||| 0.00390625
G3 ||| B3 ||| 0.178507992895
G3 ||| E5 ||| 0.0390625
G3 ||| E4 ||| 0.0564
G3 ||| D4 ||| 0.110153846154
G3 ||| D5 ||| 0.0808080808081
G3 ||| D3 ||| 0.0555555555556
G3 ||| C5 ||| 0.013856812933
G3 ||| C4 ||| 0.0495106505469
G2 ||| G4 ||| 0.00875656742557
G2 ||| G3 ||| 0.0508474576271
G2 ||| F4 ||| 0.0103896103896
G2 ||| B-3 ||| 0.102040816327
G2 ||| A3 ||| 0.00402010050251
G2 ||| F3 ||| 0.0847457627119
G2 ||| B3 ||| 0.0337477797513
G2 ||| E4 ||| 0.0012
G2 ||| D4 ||| 0.0104615384615
G2 ||| D3 ||| 0.0555555555556
G2 ||| E3 ||| 0.0281690140845
G2 ||| C4 ||| 0.00230282095567
B-2 ||| F3 ||| 0.0169491525424
B-2 ||| G3 ||| 0.00677966101695
B-2 ||| B-3 ||| 0.0204081632653
B-2 ||| D4 ||| 0.000615384615385
B-2 ||| D3 ||| 0.111111111111
B-2 ||| C4 ||| 0.00115141047784
B-3 ||| G4 ||| 0.00350262697023
B-3 ||| G3 ||| 0.00338983050847
B-3 ||| F4 ||| 0.0038961038961
B-3 ||| A3 ||| 0.00100502512563
B-3 ||| A4 ||| 0.0015479876161
B-3 ||| B-4 ||| 0.0666666666667
B-3 ||| E4 ||| 0.0008
B-3 ||| D4 ||| 0.00738461538462
B-3 ||| D5 ||| 0.00505050505051
B-3 ||| C5 ||| 0.00230946882217
A3 ||| G#3 ||| 0.0104166666667
A3 ||| G#4 ||| 0.0198412698413
A3 ||| G4 ||| 0.0604203152364
A3 ||| F#4 ||| 0.140625
A3 ||| A3 ||| 0.117587939698
A3 ||| A4 ||| 0.222910216718
A3 ||| E5 ||| 0.0625
A3 ||| E4 ||| 0.2116
A3 ||| D#4 ||| 0.107142857143
A3 ||| D#5 ||| 1.0
A3 ||| E3 ||| 0.0140845070423
A3 ||| C4 ||| 0.263672999424
A3 ||| C#5 ||| 0.5
A3 ||| C#4 ||| 0.262195121951
A3 ||| F#3 ||| 0.0526315789474
A3 ||| G3 ||| 0.0101694915254
A3 ||| F4 ||| 0.0961038961039
A3 ||| F5 ||| 0.0333333333333
A3 ||| B4 ||| 0.0579710144928
A3 ||| C5 ||| 0.189376443418
A3 ||| B3 ||| 0.038188277087
A3 ||| D4 ||| 0.0541538461538
A3 ||| D5 ||| 0.020202020202
A2 ||| F4 ||| 0.00779220779221
A2 ||| G4 ||| 0.00262697022767
A2 ||| F#4 ||| 0.00390625
A2 ||| C#4 ||| 0.44512195122
A2 ||| F3 ||| 0.101694915254
A2 ||| D3 ||| 0.0555555555556
A2 ||| E3 ||| 0.394366197183
A2 ||| B-3 ||| 0.0204081632653
A2 ||| A3 ||| 0.094472361809
A2 ||| F#3 ||| 0.157894736842
A2 ||| G3 ||| 0.0237288135593
A2 ||| A4 ||| 0.00696594427245
A2 ||| B3 ||| 0.0257548845471
A2 ||| C3 ||| 1.0
A2 ||| E4 ||| 0.0392
A2 ||| D#4 ||| 0.0238095238095
A2 ||| D4 ||| 0.0227692307692
A2 ||| C5 ||| 0.00923787528868
A2 ||| C4 ||| 0.143926309729
A4 ||| G4 ||| 0.00350262697023
A4 ||| F4 ||| 0.0012987012987
A4 ||| F5 ||| 0.0666666666667
A4 ||| C#5 ||| 0.111111111111
A4 ||| B4 ||| 0.018115942029
A4 ||| A4 ||| 0.0503095975232
A4 ||| E5 ||| 0.1796875
A4 ||| E4 ||| 0.0012
A4 ||| D5 ||| 0.00505050505051
A4 ||| C5 ||| 0.131639722864
B-4 ||| G4 ||| 0.000875656742557
B-4 ||| F4 ||| 0.0012987012987
B-4 ||| C5 ||| 0.00461893764434
C3 ||| G4 ||| 0.0577933450088
C3 ||| G3 ||| 0.284745762712
C3 ||| F4 ||| 0.0155844155844
C3 ||| F3 ||| 0.0677966101695
C3 ||| A3 ||| 0.0824120603015
C3 ||| E3 ||| 0.211267605634
C3 ||| B-3 ||| 0.163265306122
C3 ||| G#3 ||| 0.015625
C3 ||| F#3 ||| 0.0526315789474
C3 ||| A4 ||| 0.0077399380805
C3 ||| B-4 ||| 0.0333333333333
C3 ||| B3 ||| 0.0293072824156
C3 ||| E4 ||| 0.0872
C3 ||| D4 ||| 0.0153846153846
C3 ||| C4 ||| 0.101899827288
C3 ||| C5 ||| 0.00461893764434
C3 ||| G#4 ||| 0.00396825396825
E4 ||| G4 ||| 0.0954465849387
E4 ||| F#4 ||| 0.0078125
E4 ||| F5 ||| 0.2
E4 ||| F4 ||| 0.00649350649351
E4 ||| D5 ||| 0.121212121212
E4 ||| B4 ||| 0.197463768116
E4 ||| A3 ||| 0.00100502512563
E4 ||| R ||| 0.020618556701
E4 ||| G#4 ||| 0.396825396825
E4 ||| B-4 ||| 0.0666666666667
E4 ||| B3 ||| 0.00710479573712
E4 ||| E5 ||| 0.25
E4 ||| E4 ||| 0.032
E4 ||| D4 ||| 0.00369230769231
E4 ||| C4 ||| 0.00518134715026
E4 ||| C5 ||| 0.154734411085
E4 ||| A4 ||| 0.0735294117647
D#4 ||| B4 ||| 0.018115942029
D#4 ||| F#4 ||| 0.125
D#4 ||| G#4 ||| 0.00396825396825
D#4 ||| C5 ||| 0.0254041570439
D#4 ||| A4 ||| 0.00386996904025
D#3 ||| F#3 ||| 0.210526315789
D#3 ||| F#4 ||| 0.12890625
D#3 ||| B4 ||| 0.00724637681159
D#3 ||| A3 ||| 0.0130653266332
D#3 ||| B3 ||| 0.0213143872114
D#3 ||| E4 ||| 0.0004
D#3 ||| D4 ||| 0.00123076923077
D#3 ||| C4 ||| 0.0109383995394
D#3 ||| G3 ||| 0.00338983050847
E3 ||| G#3 ||| 0.708333333333
E3 ||| G#4 ||| 0.269841269841
E3 ||| G4 ||| 0.0779334500876
E3 ||| F#4 ||| 0.0234375
E3 ||| B-3 ||| 0.142857142857
E3 ||| A3 ||| 0.100502512563
E3 ||| A4 ||| 0.0139318885449
E3 ||| B-4 ||| 0.0666666666667
E3 ||| E4 ||| 0.226
E3 ||| E3 ||| 0.0985915492958
E3 ||| C4 ||| 0.109383995394
E3 ||| C#5 ||| 0.0555555555556
E3 ||| C#4 ||| 0.0975609756098
E3 ||| F#3 ||| 0.105263157895
E3 ||| G3 ||| 0.274576271186
E3 ||| F3 ||| 0.0338983050847
E3 ||| F4 ||| 0.0506493506494
E3 ||| B4 ||| 0.0760869565217
E3 ||| R ||| 0.0103092783505
E3 ||| C5 ||| 0.00692840646651
E3 ||| B3 ||| 0.285968028419
E3 ||| D4 ||| 0.189538461538
E3 ||| D5 ||| 0.00505050505051
C4 ||| G4 ||| 0.216287215412
C4 ||| F#4 ||| 0.07421875
C4 ||| F4 ||| 0.0246753246753
C4 ||| D5 ||| 0.040404040404
C4 ||| B4 ||| 0.0471014492754
C4 ||| B-3 ||| 0.0408163265306
C4 ||| A3 ||| 0.0110552763819
C4 ||| R ||| 0.0412371134021
C4 ||| G3 ||| 0.0271186440678
C4 ||| G#4 ||| 0.015873015873
C4 ||| B-4 ||| 0.166666666667
C4 ||| B3 ||| 0.00266429840142
C4 ||| E5 ||| 0.1171875
C4 ||| E4 ||| 0.104
C4 ||| D4 ||| 0.0270769230769
C4 ||| C4 ||| 0.0604490500864
C4 ||| C5 ||| 0.140877598152
C4 ||| A4 ||| 0.112229102167
C#4 ||| G4 ||| 0.0113835376532
C#4 ||| F#4 ||| 0.00390625
C#4 ||| F4 ||| 0.0012987012987
C#4 ||| B4 ||| 0.0018115942029
C#4 ||| A3 ||| 0.00201005025126
C#4 ||| A4 ||| 0.0185758513932
C#4 ||| B-4 ||| 0.266666666667
C#4 ||| E5 ||| 0.046875
C#4 ||| E4 ||| 0.008
C#4 ||| D#4 ||| 0.0119047619048
C#4 ||| D5 ||| 0.00505050505051
C#4 ||| D4 ||| 0.00184615384615
C#3 ||| G4 ||| 0.00437828371278
C#3 ||| G3 ||| 0.00677966101695
C#3 ||| B-3 ||| 0.142857142857
C#3 ||| A3 ||| 0.0301507537688
C#3 ||| E4 ||| 0.0084
C#3 ||| E3 ||| 0.0704225352113
C#2 ||| A3 ||| 0.00100502512563
A#3 ||| E4 ||| 0.0008
A#3 ||| G4 ||| 0.00175131348511
A#3 ||| F#4 ||| 0.00390625
A#3 ||| C#4 ||| 0.00609756097561
A#2 ||| F#4 ||| 0.00390625
R ||| C#4 ||| 0.00609756097561
R ||| A3 ||| 0.00201005025126
R ||| R ||| 0.865979381443
R ||| G#4 ||| 0.0119047619048
R ||| B3 ||| 0.00177619893428
R ||| A4 ||| 0.0030959752322
R ||| C4 ||| 0.00172711571675
E-3 ||| C4 ||| 0.00115141047784
C2 ||| G3 ||| 0.00338983050847
C2 ||| E3 ||| 0.0422535211268
C2 ||| C4 ||| 0.00115141047784
F#4 ||| G4 ||| 0.00175131348511
F#4 ||| B4 ||| 0.0036231884058
F#4 ||| A4 ||| 0.0255417956656
F#4 ||| E5 ||| 0.015625
F#4 ||| D4 ||| 0.00123076923077
F#4 ||| D5 ||| 0.0505050505051
F#4 ||| C5 ||| 0.0161662817552
A-3 ||| E-4 ||| 0.142857142857
A-3 ||| D4 ||| 0.000615384615385
A-3 ||| C4 ||| 0.00115141047784
F2 ||| G4 ||| 0.000875656742557
F2 ||| F4 ||| 0.0012987012987
F2 ||| A3 ||| 0.0180904522613
F2 ||| G#3 ||| 0.0104166666667
F2 ||| F3 ||| 0.0508474576271
F2 ||| B3 ||| 0.00177619893428
F2 ||| D4 ||| 0.00246153846154
F2 ||| D3 ||| 0.111111111111
F2 ||| C4 ||| 0.00402993667242
F3 ||| F4 ||| 0.118181818182
F3 ||| G4 ||| 0.023642732049
F3 ||| G3 ||| 0.0271186440678
F3 ||| F5 ||| 0.0666666666667
F3 ||| E-4 ||| 0.285714285714
F3 ||| D4 ||| 0.0898461538462
F3 ||| C#4 ||| 0.0365853658537
F3 ||| A3 ||| 0.201005025126
F3 ||| D5 ||| 0.0151515151515
F3 ||| B4 ||| 0.0018115942029
F3 ||| B-3 ||| 0.0408163265306
F3 ||| G#3 ||| 0.0208333333333
F3 ||| F3 ||| 0.0677966101695
F3 ||| A4 ||| 0.0611455108359
F3 ||| B3 ||| 0.0674955595027
F3 ||| E4 ||| 0.0196
F3 ||| D#4 ||| 0.0238095238095
F3 ||| C4 ||| 0.116292458261
F3 ||| A-3 ||| 1.0
F3 ||| C5 ||| 0.013856812933
F3 ||| G#4 ||| 0.00793650793651
F4 ||| G4 ||| 0.0122591943958
F4 ||| F4 ||| 0.0311688311688
F4 ||| F5 ||| 0.1
F4 ||| B4 ||| 0.0489130434783
F4 ||| A3 ||| 0.00100502512563
F4 ||| G#4 ||| 0.0396825396825
F4 ||| E5 ||| 0.03125
F4 ||| E4 ||| 0.0008
F4 ||| D4 ||| 0.00492307692308
F4 ||| D5 ||| 0.0959595959596
F4 ||| C5 ||| 0.0762124711316
F4 ||| A4 ||| 0.105263157895
B4 ||| G4 ||| 0.000875656742557
B4 ||| F4 ||| 0.0012987012987
B4 ||| B4 ||| 0.00724637681159
B4 ||| G#4 ||| 0.00396825396825
B4 ||| E5 ||| 0.0390625
B4 ||| F#4 ||| 0.00390625
B4 ||| D5 ||| 0.0606060606061
B4 ||| C5 ||| 0.0184757505774
C5 ||| G4 ||| 0.000875656742557
C5 ||| F#4 ||| 0.00390625
C5 ||| A4 ||| 0.00077399380805
C5 ||| E5 ||| 0.0390625
C5 ||| D5 ||| 0.010101010101
C5 ||| C5 ||| 0.0300230946882
F#3 ||| G4 ||| 0.00437828371278
F#3 ||| F#4 ||| 0.0390625
F#3 ||| C#4 ||| 0.0121951219512
F#3 ||| D3 ||| 0.0555555555556
F#3 ||| B4 ||| 0.0018115942029
F#3 ||| E-4 ||| 0.571428571429
F#3 ||| A3 ||| 0.0693467336683
F#3 ||| A4 ||| 0.0448916408669
F#3 ||| B3 ||| 0.0195381882771
F#3 ||| E4 ||| 0.0116
F#3 ||| D#4 ||| 0.142857142857
F#3 ||| D4 ||| 0.0430769230769
F#3 ||| C5 ||| 0.00923787528868
F#3 ||| C4 ||| 0.0264824409902
B2 ||| G4 ||| 0.00437828371278
B2 ||| F#4 ||| 0.01953125
B2 ||| F4 ||| 0.0142857142857
B2 ||| F3 ||| 0.0508474576271
B2 ||| A3 ||| 0.0241206030151
B2 ||| D3 ||| 0.555555555556
B2 ||| B4 ||| 0.0163043478261
B2 ||| G#3 ||| 0.03125
B2 ||| F#3 ||| 0.105263157895
B2 ||| G3 ||| 0.108474576271
B2 ||| A4 ||| 0.00851393188854
B2 ||| B3 ||| 0.0479573712256
B2 ||| E4 ||| 0.008
B2 ||| D#4 ||| 0.107142857143
B2 ||| C4 ||| 0.0178468624064
B2 ||| D4 ||| 0.0750769230769
B2 ||| E3 ||| 0.0704225352113
B2 ||| G#4 ||| 0.0119047619048
B3 ||| F4 ||| 0.0350649350649
B3 ||| G4 ||| 0.130472854641
B3 ||| F#4 ||| 0.16015625
B3 ||| C#4 ||| 0.0121951219512
B3 ||| D5 ||| 0.10101010101
B3 ||| B4 ||| 0.134057971014
B3 ||| R ||| 0.020618556701
B3 ||| A3 ||| 0.00201005025126
B3 ||| F#3 ||| 0.0526315789474
B3 ||| G3 ||| 0.00338983050847
B3 ||| G#4 ||| 0.126984126984
B3 ||| E3 ||| 0.0281690140845
B3 ||| B3 ||| 0.0142095914742
B3 ||| E5 ||| 0.0078125
B3 ||| E4 ||| 0.0504
B3 ||| D#4 ||| 0.583333333333
B3 ||| C4 ||| 0.0109383995394
B3 ||| D4 ||| 0.163076923077
B3 ||| C5 ||| 0.0184757505774
B3 ||| A4 ||| 0.0650154798762
D4 ||| G4 ||| 0.0253940455342
D4 ||| F#4 ||| 0.18359375
D4 ||| F5 ||| 0.366666666667
D4 ||| F4 ||| 0.119480519481
D4 ||| D5 ||| 0.282828282828
D4 ||| B4 ||| 0.0996376811594
D4 ||| A3 ||| 0.00502512562814
D4 ||| R ||| 0.0412371134021
D4 ||| G#4 ||| 0.0873015873016
D4 ||| B-4 ||| 0.133333333333
D4 ||| B3 ||| 0.00532859680284
D4 ||| E5 ||| 0.0625
D4 ||| E4 ||| 0.0208
D4 ||| D4 ||| 0.0215384615385
D4 ||| C4 ||| 0.00287852619459
D4 ||| C5 ||| 0.0854503464203
D4 ||| A4 ||| 0.117647058824
E2 ||| G3 ||| 0.0135593220339
E2 ||| A3 ||| 0.00301507537688
E2 ||| B-3 ||| 0.0204081632653
E2 ||| G#3 ||| 0.0833333333333
E2 ||| B3 ||| 0.0106571936057
E2 ||| E4 ||| 0.004
E2 ||| D4 ||| 0.00738461538462
E2 ||| C4 ||| 0.00172711571675
D2 ||| F4 ||| 0.0025974025974
D2 ||| B-3 ||| 0.0204081632653
D2 ||| A3 ||| 0.00201005025126
D2 ||| F3 ||| 0.0338983050847
D2 ||| G3 ||| 0.00338983050847
D3 ||| F4 ||| 0.305194805195
D3 ||| G4 ||| 0.0218914185639
D3 ||| F#4 ||| 0.03515625
D3 ||| C#4 ||| 0.0121951219512
D3 ||| F3 ||| 0.491525423729
D3 ||| A3 ||| 0.169849246231
D3 ||| B4 ||| 0.0036231884058
D3 ||| B-3 ||| 0.204081632653
D3 ||| G#3 ||| 0.114583333333
D3 ||| F#3 ||| 0.157894736842
D3 ||| G3 ||| 0.0745762711864
D3 ||| A4 ||| 0.0216718266254
D3 ||| E3 ||| 0.0281690140845
D3 ||| B3 ||| 0.0976909413854
D3 ||| E4 ||| 0.0324
D3 ||| D4 ||| 0.108307692308
D3 ||| D5 ||| 0.00505050505051
D3 ||| C5 ||| 0.00230946882217
D3 ||| C4 ||| 0.0598733448474
