G#3 ||| B4 ||| 0.000623830318153
B-4 ||| C5 ||| 0.000604960677556
E5 ||| G5 ||| 0.285191956124
E5 ||| F#5 ||| 0.100323624595
E5 ||| C#6 ||| 0.5
E5 ||| B5 ||| 0.318260869565
E5 ||| A5 ||| 0.27626459144
E5 ||| A4 ||| 0.0014684287812
E5 ||| E5 ||| 0.0238888888889
E5 ||| G#5 ||| 0.421875
E5 ||| E6 ||| 0.127659574468
E5 ||| D6 ||| 0.133689839572
E5 ||| C6 ||| 0.470066518847
E5 ||| F5 ||| 0.0429292929293
E4 ||| G5 ||| 0.0054844606947
E4 ||| G4 ||| 0.491758241758
E4 ||| F#4 ||| 0.352941176471
E4 ||| F#5 ||| 0.00647249190939
E4 ||| C#5 ||| 0.266666666667
E4 ||| F4 ||| 0.184049079755
E4 ||| B4 ||| 0.14535246413
E4 ||| A5 ||| 0.00129701686122
E4 ||| G#4 ||| 0.691176470588
E4 ||| E5 ||| 0.0377777777778
E4 ||| E4 ||| 0.1
E4 ||| D5 ||| 0.0213836477987
E4 ||| C5 ||| 0.193587416818
E4 ||| A4 ||| 0.430249632893
D#4 ||| G4 ||| 0.00549450549451
D#4 ||| F#4 ||| 0.205882352941
D#4 ||| B4 ||| 0.00311915159077
D#4 ||| G#4 ||| 0.00735294117647
D#4 ||| C5 ||| 0.00302480338778
D#4 ||| A4 ||| 0.011013215859
D#5 ||| E5 ||| 0.000555555555556
D#5 ||| B5 ||| 0.00695652173913
D#5 ||| G5 ||| 0.0054844606947
D#5 ||| A5 ||| 0.0220492866407
D#5 ||| F#5 ||| 0.161812297735
C6 ||| E6 ||| 0.0531914893617
C6 ||| C6 ||| 0.00443458980044
C5 ||| B4 ||| 0.00124766063631
C5 ||| G5 ||| 0.140767824497
C5 ||| D#5 ||| 0.0540540540541
C5 ||| F#5 ||| 0.21359223301
C5 ||| D5 ||| 0.0905660377358
C5 ||| E-5 ||| 1.0
C5 ||| B5 ||| 0.00173913043478
C5 ||| A5 ||| 0.230869001297
C5 ||| A4 ||| 0.0014684287812
C5 ||| E5 ||| 0.285555555556
C5 ||| G#5 ||| 0.03125
C5 ||| E6 ||| 0.0531914893617
C5 ||| D6 ||| 0.00534759358289
C5 ||| C6 ||| 0.0554323725055
C5 ||| C5 ||| 0.0302480338778
C5 ||| F5 ||| 0.186868686869
C4 ||| G5 ||| 0.0018281535649
C4 ||| G4 ||| 0.0494505494505
C4 ||| F#4 ||| 0.117647058824
C4 ||| F5 ||| 0.00252525252525
C4 ||| F4 ||| 0.171779141104
C4 ||| B4 ||| 0.000623830318153
C4 ||| A4 ||| 0.053597650514
C4 ||| E5 ||| 0.005
C4 ||| E4 ||| 0.32
C4 ||| D4 ||| 0.173076923077
C4 ||| C5 ||| 0.00786448880823
C#5 ||| G5 ||| 0.018281535649
C#5 ||| F#5 ||| 0.0129449838188
C#5 ||| B5 ||| 0.00695652173913
C#5 ||| A5 ||| 0.0453955901427
C#5 ||| A4 ||| 0.0014684287812
C#5 ||| E5 ||| 0.015
C#5 ||| F5 ||| 0.0126262626263
C#4 ||| B4 ||| 0.000623830318153
C#4 ||| E4 ||| 0.112
C#4 ||| G4 ||| 0.0192307692308
C#4 ||| F4 ||| 0.00613496932515
C#4 ||| A4 ||| 0.0132158590308
E-5 ||| A5 ||| 0.00259403372244
E-4 ||| A4 ||| 0.00220264317181
R ||| G5 ||| 0.0018281535649
R ||| F#5 ||| 0.00647249190939
R ||| R ||| 1.0
R ||| G#5 ||| 0.015625
R ||| A4 ||| 0.000734214390602
R ||| E5 ||| 0.00111111111111
R ||| D5 ||| 0.00062893081761
R ||| C5 ||| 0.000604960677556
A#4 ||| E5 ||| 0.00111111111111
G3 ||| E4 ||| 0.016
G3 ||| C#4 ||| 0.333333333333
G3 ||| D4 ||| 0.0384615384615
G3 ||| C4 ||| 0.875
F3 ||| D4 ||| 0.0192307692308
F4 ||| G4 ||| 0.0824175824176
F4 ||| F4 ||| 0.00613496932515
F4 ||| F5 ||| 0.0277777777778
F4 ||| B4 ||| 0.0829694323144
F4 ||| G#4 ||| 0.0808823529412
F4 ||| E5 ||| 0.00555555555556
F4 ||| D5 ||| 0.0660377358491
F4 ||| C5 ||| 0.0284331518451
F4 ||| A4 ||| 0.121145374449
F5 ||| G5 ||| 0.0018281535649
F5 ||| F6 ||| 0.2
F5 ||| B5 ||| 0.158260869565
F5 ||| A5 ||| 0.0778210116732
F5 ||| D6 ||| 0.16577540107
F5 ||| G#5 ||| 0.0625
F5 ||| D5 ||| 0.00125786163522
F5 ||| C6 ||| 0.0709534368071
F5 ||| C5 ||| 0.00120992135511
A-4 ||| F5 ||| 0.00252525252525
B4 ||| G5 ||| 0.219378427788
B4 ||| D5 ||| 0.257232704403
B4 ||| F#5 ||| 0.152103559871
B4 ||| F5 ||| 0.131313131313
B4 ||| B4 ||| 0.0218340611354
B4 ||| B5 ||| 0.0313043478261
B4 ||| A5 ||| 0.0557717250324
B4 ||| A4 ||| 0.00440528634361
B4 ||| E5 ||| 0.18
B4 ||| G#5 ||| 0.265625
B4 ||| D#5 ||| 0.675675675676
B4 ||| C6 ||| 0.00443458980044
B4 ||| C5 ||| 0.0580762250454
B4 ||| G#4 ||| 0.0147058823529
B5 ||| D6 ||| 0.0855614973262
B5 ||| B5 ||| 0.00173913043478
B5 ||| E6 ||| 0.0425531914894
B5 ||| C6 ||| 0.00665188470067
B5 ||| F6 ||| 0.1
B3 ||| G4 ||| 0.0302197802198
B3 ||| F4 ||| 0.0429447852761
B3 ||| B4 ||| 0.00499064254523
B3 ||| F#4 ||| 0.0294117647059
B3 ||| G#4 ||| 0.0220588235294
B3 ||| E4 ||| 0.232
B3 ||| D4 ||| 0.269230769231
B3 ||| A4 ||| 0.00293685756241
D4 ||| G4 ||| 0.244505494505
D4 ||| F#4 ||| 0.235294117647
D4 ||| F#5 ||| 0.00647249190939
D4 ||| F5 ||| 0.00505050505051
D4 ||| F4 ||| 0.527607361963
D4 ||| B4 ||| 0.0617592014972
D4 ||| A4 ||| 0.064610866373
D4 ||| E5 ||| 0.00166666666667
D4 ||| E4 ||| 0.188
D4 ||| D4 ||| 0.115384615385
D4 ||| D5 ||| 0.0220125786164
D4 ||| C5 ||| 0.0096793708409
D4 ||| G#4 ||| 0.161764705882
D5 ||| G5 ||| 0.206581352834
D5 ||| D5 ||| 0.00943396226415
D5 ||| F#5 ||| 0.0970873786408
D5 ||| F5 ||| 0.300505050505
D5 ||| B4 ||| 0.00187149095446
D5 ||| B5 ||| 0.292173913043
D5 ||| A5 ||| 0.137483787289
D5 ||| A4 ||| 0.00293685756241
D5 ||| E5 ||| 0.0511111111111
D5 ||| G#5 ||| 0.1953125
D5 ||| E6 ||| 0.0212765957447
D5 ||| D6 ||| 0.133689839572
D5 ||| C6 ||| 0.0975609756098
D5 ||| C5 ||| 0.000604960677556
D5 ||| G#4 ||| 0.00735294117647
