3
B4 D5 BAR D5 ||| D5 ||| 0.2499725033
BAR E4 BAR A4 ||| G#4 ||| 0.181811157331
BAR E4 BAR A4 ||| E4 ||| 0.0909060331913
BAR E4 BAR A4 ||| <UNK> ||| 9.090512414e-07
BAR E4 BAR A4 ||| C5 ||| 0.0909060331913
BAR E4 BAR A4 ||| A4 ||| 0.181811157331
E5 BAR B4 B4 ||| C5 ||| 0.999765056386
E5 BAR B4 B4 ||| <UNK> ||| 4.99880028793e-06
C5 BAR A4 F4 ||| G4 ||| 0.999530225492
C5 BAR A4 F4 ||| <UNK> ||| 9.99520230289e-06
D5 C#5 D5 BAR ||| C#5 ||| 0.199982801651
D5 C#5 D5 BAR ||| E5 ||| 0.199982801651
D5 C#5 D5 BAR ||| D5 ||| 0.599944405337
D5 C#5 D5 BAR ||| <UNK> ||| 1.99980801843e-06
BAR A4 F#4 G4 ||| A4 ||| 0.499885027593
BAR A4 F#4 G4 ||| C5 ||| 0.499885027593
BAR A4 F#4 G4 ||| <UNK> ||| 4.99880028793e-06
E5 D5 E5 BAR ||| E5 ||| 0.333308335333
E5 D5 E5 BAR ||| F5 ||| 0.666615004133
E5 D5 E5 BAR ||| <UNK> ||| 1.666533344e-06
BAR E4 A4 A4 ||| G4 ||| 0.115382869855
BAR E4 A4 A4 ||| B4 ||| 0.0769220414392
BAR E4 A4 A4 ||| G#4 ||| 0.730756124502
BAR E4 A4 A4 ||| E4 ||| 0.0384612130238
BAR E4 A4 A4 ||| D5 ||| 0.0384612130238
BAR E4 A4 A4 ||| <UNK> ||| 3.84608284155e-07
G4 D4 E4 ||| F4 ||| 0.666563349864
G4 D4 E4 ||| F#4 ||| 0.333283341332
G4 D4 E4 ||| <UNK> ||| 3.33280008532e-06
E4 D4 BAR A3 ||| D4 ||| 0.999765056386
E4 D4 BAR A3 ||| <UNK> ||| 4.99880028793e-06
D4 E4 C4 ||| E4 ||| 0.999530225492
D4 E4 C4 ||| <UNK> ||| 9.99520230289e-06
D#4 BAR E4 G4 ||| G4 ||| 0.499885027593
D#4 BAR E4 G4 ||| F#4 ||| 0.499885027593
D#4 BAR E4 G4 ||| <UNK> ||| 4.99880028793e-06
BAR D4 A4 A4 ||| G#4 ||| 0.999530225492
BAR D4 A4 A4 ||| <UNK> ||| 9.99520230289e-06
F#5 G5 BAR G5 ||| F#5 ||| 0.999765056386
F#5 G5 BAR G5 ||| <UNK> ||| 4.99880028793e-06
BAR F#4 BAR E4 ||| F#4 ||| 0.999530225492
BAR F#4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
B4 BAR C5 C5 ||| B4 ||| 0.699967401565
B4 BAR C5 C5 ||| C5 ||| 0.199991400413
B4 BAR C5 C5 ||| B-4 ||| 0.0999962001824
B4 BAR C5 C5 ||| <UNK> ||| 9.99952002304e-07
G#4 A4 G4 ||| D4 ||| 0.111106296553
G#4 A4 G4 ||| F4 ||| 0.555527038558
G#4 A4 G4 ||| A4 ||| 0.222211482054
G#4 A4 G4 ||| C5 ||| 0.111106296553
G#4 A4 G4 ||| <UNK> ||| 1.11105185501e-06
C#4 A3 A3 BAR ||| D4 ||| 0.999765056386
C#4 A3 A3 BAR ||| <UNK> ||| 4.99880028793e-06
R E5 BAR E5 ||| D5 ||| 0.999765056386
R E5 BAR E5 ||| <UNK> ||| 4.99880028793e-06
C5 BAR C5 B4 ||| G4 ||| 0.263156364276
C5 BAR C5 B4 ||| B4 ||| 0.0789470013874
C5 BAR C5 B4 ||| A4 ||| 0.32894542245
C5 BAR C5 B4 ||| D#5 ||| 0.013157943213
C5 BAR C5 B4 ||| C5 ||| 0.315787610815
C5 BAR C5 B4 ||| <UNK> ||| 1.31578116349e-07
D4 E4 A3 ||| D4 ||| 0.2499725033
D4 E4 A3 ||| <UNK> ||| 2.499700036e-06
D4 E4 A3 ||| A4 ||| 0.2499725033
D4 E4 A3 ||| B3 ||| 0.499942506899
BAR C5 BAR D5 ||| D5 ||| 0.999530225492
BAR C5 BAR D5 ||| <UNK> ||| 9.99520230289e-06
G4 BAR R C5 ||| C5 ||| 0.999530225492
G4 BAR R C5 ||| <UNK> ||| 9.99520230289e-06
D4 E4 BAR F4 ||| G4 ||| 0.333283341332
D4 E4 BAR F4 ||| F4 ||| 0.666563349864
D4 E4 BAR F4 ||| <UNK> ||| 3.33280008532e-06
D4 C#4 A4 BAR ||| A4 ||| 0.999765056386
D4 C#4 A4 BAR ||| <UNK> ||| 4.99880028793e-06
G#4 A4 A3 ||| E4 ||| 0.79992520718
G#4 A4 A3 ||| <UNK> ||| 1.99980801843e-06
G#4 A4 A3 ||| B3 ||| 0.199982801651
D4 E4 F#4 ||| E4 ||| 0.499942506899
D4 E4 F#4 ||| G4 ||| 0.499942506899
D4 E4 F#4 ||| <UNK> ||| 2.499700036e-06
D#4 G#4 BAR A4 ||| G4 ||| 0.999530225492
D#4 G#4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
G4 A4 BAR A4 ||| G4 ||| 0.391296616418
G4 A4 BAR A4 ||| G#4 ||| 0.391296616418
G4 A4 BAR A4 ||| B4 ||| 0.130432495322
G4 A4 BAR A4 ||| A4 ||| 0.0434777882896
G4 A4 BAR A4 ||| A-4 ||| 0.0434777882896
G4 A4 BAR A4 ||| <UNK> ||| 4.34773535161e-07
A5 G5 F#5 ||| E5 ||| 0.999530225492
A5 G5 F#5 ||| <UNK> ||| 9.99520230289e-06
B-4 BAR B-4 A4 ||| G4 ||| 0.999765056386
B-4 BAR B-4 A4 ||| <UNK> ||| 4.99880028793e-06
E4 D#4 E4 ||| E4 ||| 0.599944405337
E4 D#4 E4 ||| F#4 ||| 0.199982801651
E4 D#4 E4 ||| A4 ||| 0.199982801651
E4 D#4 E4 ||| <UNK> ||| 1.99980801843e-06
B4 A4 BAR A4 ||| B4 ||| 0.0256409664702
B4 A4 BAR A4 ||| <UNK> ||| 2.56407100631e-07
B4 A4 BAR A4 ||| G4 ||| 0.128203806722
B4 A4 BAR A4 ||| G#4 ||| 0.794862268362
B4 A4 BAR A4 ||| A4 ||| 0.0512816765332
C5 F5 E5 BAR ||| E5 ||| 0.666563349864
C5 F5 E5 BAR ||| D5 ||| 0.333283341332
C5 F5 E5 BAR ||| <UNK> ||| 3.33280008532e-06
B4 G4 E5 BAR ||| E5 ||| 0.499885027593
B4 G4 E5 BAR ||| D5 ||| 0.499885027593
B4 G4 E5 BAR ||| <UNK> ||| 4.99880028793e-06
F4 E4 G#4 ||| A4 ||| 0.999530225492
F4 E4 G#4 ||| <UNK> ||| 9.99520230289e-06
B4 BAR C5 D5 ||| E5 ||| 0.909052150452
B4 BAR C5 D5 ||| D5 ||| 0.0909060331913
B4 BAR C5 D5 ||| <UNK> ||| 9.090512414e-07
C#5 D5 BAR D5 ||| C#5 ||| 0.199982801651
C#5 D5 BAR D5 ||| E5 ||| 0.199982801651
C#5 D5 BAR D5 ||| D5 ||| 0.199982801651
C#5 D5 BAR D5 ||| C5 ||| 0.399963603494
C#5 D5 BAR D5 ||| <UNK> ||| 1.99980801843e-06
C#4 C4 BAR D4 ||| G4 ||| 0.999530225492
C#4 C4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
G#4 A4 E4 ||| F#4 ||| 0.333283341332
G#4 A4 E4 ||| G#4 ||| 0.666563349864
G#4 A4 E4 ||| <UNK> ||| 3.33280008532e-06
BAR R E4 ||| A4 ||| 0.999530225492
BAR R E4 ||| <UNK> ||| 9.99520230289e-06
BAR B4 A4 G4 ||| G4 ||| 0.166662777881
BAR B4 A4 G4 ||| F#4 ||| 0.222216851995
BAR B4 A4 G4 ||| A4 ||| 0.388879074336
BAR B4 A4 G4 ||| F4 ||| 0.111108703768
BAR B4 A4 G4 ||| C5 ||| 0.111108703768
BAR B4 A4 G4 ||| <UNK> ||| 5.55540741136e-07
BAR B4 BAR C5 C5 BAR ||| B4 ||| 0.999530225492
BAR B4 BAR C5 C5 BAR ||| <UNK> ||| 9.99520230289e-06
C5 BAR F5 E5 ||| E5 ||| 0.999843358396
C5 BAR F5 E5 ||| <UNK> ||| 3.33280008532e-06
BAR C5 BAR D5 D5 ||| C5 ||| 0.999530225492
BAR C5 BAR D5 D5 ||| <UNK> ||| 9.99520230289e-06
E4 E4 D#4 ||| E4 ||| 0.999765056386
E4 E4 D#4 ||| <UNK> ||| 4.99880028793e-06
B4 G#4 BAR E4 ||| E4 ||| 0.166655000933
B4 G#4 BAR E4 ||| D4 ||| 0.166655000933
B4 G#4 BAR E4 ||| F4 ||| 0.166655000933
B4 G#4 BAR E4 ||| A4 ||| 0.499961669733
B4 G#4 BAR E4 ||| <UNK> ||| 1.666533344e-06
BAR E4 D4 BAR E4 BAR ||| F4 ||| 0.999530225492
BAR E4 D4 BAR E4 BAR ||| <UNK> ||| 9.99520230289e-06
F#5 BAR G5 F5 ||| E5 ||| 0.714238166526
F#5 BAR G5 F5 ||| G5 ||| 0.285696123694
F#5 BAR G5 F5 ||| <UNK> ||| 1.4284734761e-06
BAR E4 A4 BAR G4 ||| <UNK> ||| 4.99880028793e-06
BAR E4 A4 BAR G4 ||| G4 ||| 0.499885027593
BAR E4 A4 BAR G4 ||| D5 ||| 0.499885027593
BAR G4 F#4 G#4 ||| A4 ||| 0.999843358396
BAR G4 F#4 G#4 ||| <UNK> ||| 3.33280008532e-06
F#4 G#4 G#4 BAR ||| A4 ||| 0.999530225492
F#4 G#4 G#4 BAR ||| <UNK> ||| 9.99520230289e-06
F#5 B4 E5 BAR ||| E5 ||| 0.999530225492
F#5 B4 E5 BAR ||| <UNK> ||| 9.99520230289e-06
G4 G#4 BAR A4 ||| E4 ||| 0.333283341332
G4 G#4 BAR A4 ||| A3 ||| 0.333283341332
G4 G#4 BAR A4 ||| A4 ||| 0.333283341332
G4 G#4 BAR A4 ||| <UNK> ||| 3.33280008532e-06
G4 E4 F#4 BAR ||| G4 ||| 0.499885027593
G4 E4 F#4 BAR ||| G#4 ||| 0.499885027593
G4 E4 F#4 BAR ||| <UNK> ||| 4.99880028793e-06
R A4 G4 BAR ||| G4 ||| 0.499885027593
R A4 G4 BAR ||| F4 ||| 0.499885027593
R A4 G4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR C4 D4 E4 ||| G4 ||| 0.0909060331913
BAR C4 D4 E4 ||| F4 ||| 0.0909060331913
BAR C4 D4 E4 ||| A3 ||| 0.272716281471
BAR C4 D4 E4 ||| E4 ||| 0.272716281471
BAR C4 D4 E4 ||| D4 ||| 0.272716281471
BAR C4 D4 E4 ||| <UNK> ||| 9.090512414e-07
BAR E4 BAR F4 F4 ||| E4 ||| 0.333283341332
BAR E4 BAR F4 F4 ||| G4 ||| 0.666563349864
BAR E4 BAR F4 F4 ||| <UNK> ||| 3.33280008532e-06
BAR A5 ||| E5 ||| 0.999530225492
BAR A5 ||| <UNK> ||| 9.99520230289e-06
G4 A4 BAR G4 ||| E4 ||| 0.166655000933
G4 A4 BAR G4 ||| F#4 ||| 0.499961669733
G4 A4 BAR G4 ||| A4 ||| 0.333308335333
G4 A4 BAR G4 ||| <UNK> ||| 1.666533344e-06
E4 A4 A4 ||| G#4 ||| 0.999906009023
E4 A4 A4 ||| <UNK> ||| 1.99980801843e-06
BAR B4 G#4 A4 BAR ||| G#4 ||| 0.999530225492
BAR B4 G#4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR R A4 A4 ||| <UNK> ||| 3.33280008532e-06
BAR R A4 A4 ||| A4 ||| 0.333283341332
BAR R A4 A4 ||| G#4 ||| 0.666563349864
BAR G5 G5 G5 ||| A5 ||| 0.2499725033
BAR G5 G5 G5 ||| G5 ||| 0.2499725033
BAR G5 G5 G5 ||| G#5 ||| 0.2499725033
BAR G5 G5 G5 ||| F#5 ||| 0.2499725033
BAR G5 G5 G5 ||| <UNK> ||| 2.499700036e-06
F#5 B4 C5 ||| B4 ||| 0.999530225492
F#5 B4 C5 ||| <UNK> ||| 9.99520230289e-06
BAR E4 D4 E4 BAR ||| E4 ||| 0.999530225492
BAR E4 D4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
A4 B4 BAR B4 ||| <UNK> ||| 4.166583335e-07
A4 B4 BAR B4 ||| C#5 ||| 0.0416662500083
A4 B4 BAR B4 ||| B4 ||| 0.166663750058
A4 B4 BAR B4 ||| A4 ||| 0.624987916908
A4 B4 BAR B4 ||| D5 ||| 0.0416662500083
A4 B4 BAR B4 ||| C5 ||| 0.0416662500083
A4 B4 BAR B4 ||| G#4 ||| 0.0833320833583
A4 G#4 B4 BAR ||| E5 ||| 0.111106296553
A4 G#4 B4 BAR ||| E4 ||| 0.111106296553
A4 G#4 B4 BAR ||| A4 ||| 0.444421853057
A4 G#4 B4 BAR ||| C5 ||| 0.333316667556
A4 G#4 B4 BAR ||| <UNK> ||| 1.11105185501e-06
B3 C4 D4 BAR ||| E4 ||| 0.499885027593
B3 C4 D4 BAR ||| <UNK> ||| 4.99880028793e-06
B3 C4 D4 BAR ||| C4 ||| 0.499885027593
BAR D5 C5 B4 BAR ||| D5 ||| 0.499885027593
BAR D5 C5 B4 BAR ||| C5 ||| 0.499885027593
BAR D5 C5 B4 BAR ||| <UNK> ||| 4.99880028793e-06
D4 E4 BAR F#4 ||| G#4 ||| 0.999765056386
D4 E4 BAR F#4 ||| <UNK> ||| 4.99880028793e-06
BAR B3 ||| <UNK> ||| 9.99520230289e-06
BAR B3 ||| C4 ||| 0.999530225492
BAR E4 E4 BAR F4 ||| F4 ||| 0.999530225492
BAR E4 E4 BAR F4 ||| <UNK> ||| 9.99520230289e-06
C#5 BAR E5 D5 ||| E5 ||| 0.499885027593
C#5 BAR E5 D5 ||| D5 ||| 0.499885027593
C#5 BAR E5 D5 ||| <UNK> ||| 4.99880028793e-06
D4 BAR D4 F4 ||| E4 ||| 0.999530225492
D4 BAR D4 F4 ||| <UNK> ||| 9.99520230289e-06
BAR E4 G4 A4 ||| B4 ||| 0.999530225492
BAR E4 G4 A4 ||| <UNK> ||| 9.99520230289e-06
F4 B3 C4 ||| D4 ||| 0.999530225492
F4 B3 C4 ||| <UNK> ||| 9.99520230289e-06
C5 G4 A4 BAR ||| B4 ||| 0.999765056386
C5 G4 A4 BAR ||| <UNK> ||| 4.99880028793e-06
F#4 F#4 E4 BAR ||| E4 ||| 0.999765056386
F#4 F#4 E4 BAR ||| <UNK> ||| 4.99880028793e-06
G4 BAR C5 D5 ||| E5 ||| 0.799962601795
G4 BAR C5 D5 ||| F#4 ||| 0.199991400413
G4 BAR C5 D5 ||| <UNK> ||| 9.99952002304e-07
G#4 BAR E4 G#4 BAR ||| A4 ||| 0.999530225492
G#4 BAR E4 G#4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 G#4 BAR ||| A4 ||| 0.999765056386
BAR E4 G#4 BAR ||| <UNK> ||| 4.99880028793e-06
G#4 BAR E4 BAR A4 ||| B4 ||| 0.666563349864
G#4 BAR E4 BAR A4 ||| A4 ||| 0.333283341332
G#4 BAR E4 BAR A4 ||| <UNK> ||| 3.33280008532e-06
BAR E4 R G4 BAR ||| G4 ||| 0.999530225492
BAR E4 R G4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E5 E5 BAR C5 ||| C5 ||| 0.999765056386
BAR E5 E5 BAR C5 ||| <UNK> ||| 4.99880028793e-06
G3 BAR A3 B3 ||| <UNK> ||| 9.99520230289e-06
G3 BAR A3 B3 ||| C4 ||| 0.999530225492
C5 A4 BAR C5 ||| D5 ||| 0.999530225492
C5 A4 BAR C5 ||| <UNK> ||| 9.99520230289e-06
BAR E4 A4 B4 BAR ||| A4 ||| 0.499885027593
BAR E4 A4 B4 BAR ||| C5 ||| 0.499885027593
BAR E4 A4 B4 BAR ||| <UNK> ||| 4.99880028793e-06
B4 A4 E5 BAR ||| E5 ||| 0.666563349864
B4 A4 E5 BAR ||| D5 ||| 0.333283341332
B4 A4 E5 BAR ||| <UNK> ||| 3.33280008532e-06
B-4 A4 A4 ||| <UNK> ||| 3.33280008532e-06
B-4 A4 A4 ||| G#4 ||| 0.666563349864
B-4 A4 A4 ||| F5 ||| 0.333283341332
BAR G#4 A4 BAR B4 ||| C5 ||| 0.999530225492
BAR G#4 A4 BAR B4 ||| <UNK> ||| 9.99520230289e-06
E4 B3 BAR E4 ||| F#4 ||| 0.666563349864
E4 B3 BAR E4 ||| F4 ||| 0.333283341332
E4 B3 BAR E4 ||| <UNK> ||| 3.33280008532e-06
D#4 E4 E4 ||| D#4 ||| 0.499885027593
D#4 E4 E4 ||| D4 ||| 0.499885027593
D#4 E4 E4 ||| <UNK> ||| 4.99880028793e-06
BAR A4 F4 A4 ||| G4 ||| 0.999843358396
BAR A4 F4 A4 ||| <UNK> ||| 3.33280008532e-06
BAR E4 BAR ||| F4 ||| 0.277774351898
BAR E4 BAR ||| B4 ||| 0.0277776851864
BAR E4 BAR ||| F#4 ||| 0.0277776851864
BAR E4 BAR ||| A4 ||| 0.30555175931
BAR E4 BAR ||| B3 ||| 0.0277776851864
BAR E4 BAR ||| E4 ||| 0.333329166722
BAR E4 BAR ||| <UNK> ||| 2.77774074123e-07
D5 C#5 R BAR ||| R ||| 0.999530225492
D5 C#5 R BAR ||| <UNK> ||| 9.99520230289e-06
BAR C5 D5 E5 ||| F5 ||| 0.13513365232
BAR C5 D5 E5 ||| B4 ||| 0.0270269466774
BAR C5 D5 E5 ||| A4 ||| 0.13513365232
BAR C5 D5 E5 ||| E5 ||| 0.51350712207
BAR C5 D5 E5 ||| D5 ||| 0.13513365232
BAR C5 D5 E5 ||| C5 ||| 0.0540536230881
BAR C5 D5 E5 ||| <UNK> ||| 2.70266764107e-07
F#4 BAR G4 R ||| G4 ||| 0.999530225492
F#4 BAR G4 R ||| <UNK> ||| 9.99520230289e-06
A4 BAR G#4 G#4 BAR ||| A4 ||| 0.999765056386
A4 BAR G#4 G#4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR E4 G4 G4 BAR ||| G4 ||| 0.333283341332
BAR E4 G4 G4 BAR ||| A4 ||| 0.666563349864
BAR E4 G4 G4 BAR ||| <UNK> ||| 3.33280008532e-06
C4 E4 BAR A4 ||| G4 ||| 0.999530225492
C4 E4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
C5 G4 BAR G4 ||| B4 ||| 0.999530225492
C5 G4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
F#4 G4 E4 BAR ||| E4 ||| 0.999765056386
F#4 G4 E4 BAR ||| <UNK> ||| 4.99880028793e-06
F#4 E4 E4 ||| G4 ||| 0.499885027593
F#4 E4 E4 ||| A4 ||| 0.499885027593
F#4 E4 E4 ||| <UNK> ||| 4.99880028793e-06
BAR C5 R A5 BAR ||| A5 ||| 0.999530225492
BAR C5 R A5 BAR ||| <UNK> ||| 9.99520230289e-06
C5 A4 B4 BAR ||| C5 ||| 0.999530225492
C5 A4 B4 BAR ||| <UNK> ||| 9.99520230289e-06
F#5 BAR F5 E5 ||| D#5 ||| 0.999530225492
F#5 BAR F5 E5 ||| <UNK> ||| 9.99520230289e-06
G3 BAR D4 E4 ||| D4 ||| 0.999530225492
G3 BAR D4 E4 ||| <UNK> ||| 9.99520230289e-06
E4 E4 A4 BAR ||| <UNK> ||| 1.2499250045e-06
E4 E4 A4 BAR ||| G#4 ||| 0.499971251725
E4 E4 A4 BAR ||| A4 ||| 0.499971251725
G#4 BAR R G#4 ||| A4 ||| 0.999765056386
G#4 BAR R G#4 ||| <UNK> ||| 4.99880028793e-06
BAR G5 G5 BAR G5 ||| G5 ||| 0.499885027593
